verdict,text,part,label
ME-09-1010-582,"הנאשם הוא יליד 1985, והיה תושב בית להיא ברצועת עזה, טרם מעצרו בינואר 2009. אין לו הרשעות קודמות.",רקע,עובדות המקרה
ME-09-1010-582,"בטיעוני המאשימה לעונש (שהוגשו בכתב), הוטעמו שיקולי הרתעת הפרט והרבים, והודגשה החומרה היתרה של מעורבות פעילה של הנאשם בהוצאה לפועל של פיגוע תופת, שנועד להרוג חיילים ישראליים, ואך בנס הסתיים ללא קורבנות (פרשת המטען נגד טנקים), זאת לצד פעילות ממושכת בשמירות חמושות שמטרתן להמתין לבואם של חיילי צה""ל ולהורגם.",רקע,טיעוני הצדדים
ME-09-1010-582,"המאשימה מצביעה על כך שהנאשם ""שידרג"" את יכולותיו ומיומנותו כלוחם, בכך שעבר קורס להפעלת נשק ומונה כאחראי להפעלת טיל היאסין. הוא הצטרף לחוליה שבה פעל מדעת ומרצון, וביודעו שהמטרה היא לפגוע בישראלים ממניעים לאומניים. הוא עשה, לטענת המאשימה, כל שביכולתו להוצאת המזימה אל הפועל, והתוצאה הסופית, שבמסגרתה לא נפגעו חיילי צה""ל בפועל, לא נבעה מחרטה שלו או של שותפיו. כמו כן, התבקשנו לייחס חומרה לפגיעה הקשה שעלולה היתה להיגרם לחיי אדם כתוצאה מהנחת מטען חבלה בציר תנועה של כוחות צה""ל ברצועת עזה.",רקע,טיעוני הצדדים
ME-09-1010-582,"התובעת המלומדה, עו""ד א. דרנבוים, התייחסה, בטיעוניה, להחלת אמות המידה שיש ליישם, במקרה דנן, על פי עקרונות הבניית שיקול הדעת השיפוטי בענישה, מכח תיקון 113 של חוק העונשין.",רקע,טיעוני הצדדים
ME-09-1010-582,"עו""ד דרנבוים טענה, כי הערך החברתי שנפגע בעבירות נגד ביטחון המדינה מחייב ענישה מחמירה במיוחד ומדובר בצורכי ההגנה על הציבור בישראל ועל כוחות הביטחון. מהיבט זה התבקשנו להבחין, לעניין קביעת מתחם הענישה הראוי, בין שלושת האישומים הראשונים, שעניינם בשמירות חמושות ובאימון צבאי, ולבין האישום הרביעי, החמור ביותר, שעוסק בהטמנת מטען רב עוצמה לצורכי פגיעה וקטל בחיילים.",רקע,טיעוני הצדדים
ME-09-1010-582,"נטען, על בסיס פסיקה שעליה מסתמכת המאשימה, שמתחם הענישה לגבי עבירת הנחת המטען, כפי שתואר הינו בין 15 -10 שנים מאסר בפועל, ואילו ביחס לשני האישומים העוסקים בשמירות חמושות, נע המתחם הראוי בין 10 - 6 שנות מאסר לכל אישום, ואילו לגבי האימונים הצבאיים, מדובר במתחם ענישה ראוי של 5- 3 שנים.",רקע,טיעוני הצדדים
ME-09-1010-582,"אשר לנסיבותיו האישיות של הנאשם, שאינן קשורות במישרין לביצוע העבירה, צויין שהאירועים המתוארים התרחשו כאשר היה כבן 23, ומאחר שהוא נעצר בתחילת שנת 2009,  נקטעה פעילותו, שלא מרצונו הוא. התבקשנו שלא לייחס משקל רב לנסיבות האישיות, וכך ראוי לנהוג, כנטען, כאשר מדובר בעבירות ביטחון חמורות.",רקע,טיעוני הצדדים
ME-09-1010-582,"המאשימה מבקשת, איפוא, להטיל על הנאשם עונש הולם, שיכלול מאסר בפועל ארוך ומאסר על תנאי ארוך ומרתיע בנוסף, וזאת - ברף הגבוה של מתחם הענישה הרלוונטי למעשים שתוארו. בכך יובא לידי ביטוי האינטרס של הגנה על ביטחון הציבור וביטחון המדינה, בדרך של הרחקה ממושכת של הנאשם מהחברה, לצד השיקול ההרתעתי ליחיד ולרבים כאחד.",רקע,טיעוני הצדדים
ME-09-1010-582,"בפתח טיעוניו לעונש, הגיש הסנגור, עו""ד ל. חביב, לעיוננו, אישור ממוכתר הישוב שבו התגורר הנאשם (מוצג נ/1 לעונש), ועל פיו הנאשם היה חקלאי בעיסוקו מגיל צעיר, ואימו סובלת ממחלות כרוניות וזקוקה לטיפול. הנאשם היה המפרנס היחיד של משפחתו.",רקע,טיעוני הצדדים
ME-09-1010-582,"עו""ד לביב סבור שאין לראות בחקיקת תיקון 113, לעניין הבניית שיקול הדעת בענישה, משום כוונה של המחוקק להביא להחמרה ברמת הענישה. הוא צירף לעיוננו מספר החלטות שיפוטיות, אומנם של בתי משפט שלום, שלשיטתו תומכים באמור. ההגנה סבורה, מכל מקום, שנקודת המוצא לקביעת העונש היא רמת הענישה שהיתה קיימת לפני התיקון, ושאין לנקוט גישה המעלה את הרף לאחריו. עוד ביקש עו""ד לביב, שנתייחס בראייה כוללת של מכלול העבירות שבכתב האישום, בבואנו לשקול הפעלת עיקרון ההלימה בין חומרת המעשים ונסיבותיהם ומידת אשמו של הנאשם לבין סוג ומידת העונש שיוטל עליו. לגישתו, יש ""חפיפה"" בין העבירות שעניינן פעילות השמירה החמושה למיניה, ומבחינת זמן ביצוע עבירות אלה, הן נעשו, ברובן, בעת קיום הרגיעה (""תהדיה"") ברצועה, כאשר פוטנציאל ההתנגשות כמעט לא היה קיים והפעילות היתה בעלת אופי יותר ראוותני.",רקע,טיעוני הצדדים
ME-09-1010-582,"אשר לאישום השני, שעניינו האימונים הצבאיים האסורים, רואה בכך ההגנה מעשה החופף במידה רבה את אישומי ה""ריבאט"", במובן זה שהאימון נועד להכשיר את הנאשם לאותן שמירות ותו לא. הסנגור טוען, בהסתמך על פסקי דין, שניתנו בין היתר ע""י מותב זה, שמתחם הענישה הראוי לגבי עבירות השמירה החמושה והאימונים הוא בין 3-3.5 שנים וכי אין מקום, בנסיבות כתב האישום הספציפי, לגזור הדין ברף העליון של מתחם זה.",רקע,טיעוני הצדדים
ME-09-1010-582,"אשר לאישום החמור של הנחת המטען, הטעים עו""ד לביב שהנאשם לא הניח אותו בעצמו, ותפקידו היה זוטר, של מאבטח, ושאין ראיה שהמטען בכלל התפוצץ, לא כל שכן לגרימת נזק כלשהו. מתחם הענישה שהסנגור טוען לו, בהסתמך על פסיקה שהגיש,  בזיקה לאישום זה, הוא בין 5-8 שנות מאסר. הסנגור טוען עוד, שלמעשה פעולות הנאשם בהקשר אישום זה קרובות באופיין לסיוע לביצוע העבירה יותר מאשר לעבירת ניסיון הרצח אשר יוחסה לו ושבה הודה. מכל מקום – עותר הוא להטלת מאסר בגבול התחתון של המתחם האמור לאור ""זוטרות"" חלקו של הנאשם במעשה.",רקע,טיעוני הצדדים
ME-09-1010-582,"עוד ביקש עו""ד לביב ליתן משקל לנסיבותיו האישיות של הנאשם, הפגיעה במשפחתו שאותה הוא פרנס, לרבות אמו החולנית, מעצרו הממושך, כ- 4 שנים, במהלך ניהול המשפט, חלוף הזמן מאז ביצוע העבירות ובעצם ההודאה ונטילת האחריות מצד הנאשם.",רקע,טיעוני הצדדים
ME-09-1010-582,"בדבריו לביהמ""ש, לאחר טיעוני הסנגור, ביקש הנאשם רחמים לעת גזירת הדין, והביע צער על מעשיו, שאותם הגדיר כטעות, וציין שהוא בן 26 והיה נשוי אך חודשיים כאשר נעצר, והוסיף ותיאר את מצבה הקשה של משפחתו, את מחלת אמו ואת נטל הפרנסה שבו נשא טרם המעצר.",רקע,טיעוני הצדדים
ME-09-1010-582,עד כאן סקרנו טיעוני הצדדים לעונש.,רקע,טיעוני הצדדים
ME-09-1010-582,"בבואנו לשקלל כל האמור ולהטיל על הנאשם את העונש המתאים, על פי העקרונות והשיקולים המנחים המותווים כיום במסגרת תיקון 113 של חוק העונשין, איננו רואים  צורך לקבוע עמדה בשאלה, שהציף עו""ד לביב בטיעוניו, האם מטרת המחוקק היתה להביא להחמרה בענישה אם לאו.",רקע,דיון והכרעה
ME-09-1010-582,"המחוקק קבע, ברורות, כי מטרת התיקון הינה לקבוע את העקרונות והשיקולים המנחים בענישה ואת המשקל שיש לתת להם על מנת לקבוע עונש המתאים לנאשם, בנסיבות העבירה, על בסיס ""עיקרון העל"" של הלימה, כמפורט בסעיפים 40 א ו 40ב של החוק.",רקע,דיון והכרעה
ME-09-1010-582,"עלינו לחתור, איפוא, להטלת עונש שיהיה מתאים והולם, כפי הגדרת מונחים אלה ומשמעותם על פי החוק, תוך יישום מושכל של מכלול השיקולים והאיזונים שנקבעו בתיקון 113 הנ""ל, ואין צורך להרהר בשאלה האם חקיקת התיקון נועדה להשגת תכלית נוספת, כזו שאינה נקובה בו ואינה עולה מפורשות מתוכנו, בין להחמרה ובין להקלה.",רקע,דיון והכרעה
ME-09-1010-582,"מהיבט הערך החברתי המוגן, והאינטרס הציבורי, אל מול נסיבותיו האישיות של נאשם המובא לדין בשל עבירות נגד ביטחון המדינה, הכלל שהשתרש בפסיקה הינו, כי שיקולי הגמול וההרתעה, במקרים הללו, גוברים במשקלם על אלה הקשורים בנסיבות האישיות.",רקע,דיון והכרעה
ME-09-1010-582,"בע""פ 9349/07, חאמד נ' מדינת ישראל [מיום 23.6.08, פורסם באתר נבו], נאמר כי:",רקע,דיון והכרעה
ME-09-1010-582,"כמובן, אף ששיקולי ההרתעה והגנה על שלום הציבור מקבלים משקל רב, לעת גזירת הדין, אין פשר הדבר שביהמ""ש מתעלם משיקולי קולא, כגון נסיבות אישיות של נאשם, ועדיין כל מקרה, על נסיבותיו המיוחדות, נבחן לגופו [ראה ע""פ 3834/07, מוחמד אבו שלוף נ' מ.י, מיום 29.3.09].",רקע,דיון והכרעה
ME-09-1010-582,"לאחרונה, הזדמן לנו להתייחס לממשק שבין גבולות מתחם הענישה, הנקבע על פי תיקון 113, לבין ההתחשבות בנסיבות אישיות של נאשם, והבענו דעתנו כי ""...כיום, לאחר התיקון לחוק, השיקולים הקשורים בנסיבות האישיות של הנאשם, ילקחו בחשבון בקביעת העונש בתוך מתחם העונש ההולם שיקבע, שהרי המתחם יקבע על פי הערך החברתי שנפגע, כמפורט לעיל, מידת הפגיעה בערך החברתי, מדיניות הענישה ונסיבות העבירה"" [ראה - תפ""ח 1103/06, מ.י נ' יאסר אבו חמאד, גז""ד מיום 22.10.12, להלן:""גז""ד אבו יאסר""].",רקע,דיון והכרעה
ME-09-1010-582,"במקרה הנדון לפנינו כעת, ובשים לב לאמור, יהא עלינו לקבוע מתחם העונש ההולם, לעבירות השונות, ולשקלל, בתוך אותו מתחם, את הנסיבות הספציפיות, הן של מעשי העבירה, הן של עושה העבירה - הנאשם, על מנת לקבוע היכן, בתוך אותו מתחם, יש למקם עונשו של הנאשם.",רקע,דיון והכרעה
ME-09-1010-582,"אין טענה, ובדין כך, שהמקרה שלפנינו מצדיק חריגה ממתחם העונש ההולם, בין לקולא, משיקולי שיקום [סעיף 40ד לחוק], ובין לחומרא, משיקולי הגנה על שלום הציבור [סעיף 40ה לחוק].",רקע,דיון והכרעה
ME-09-1010-582,"בגז""ד ""יאסר אבו חאמד"" שלעיל [תפ""ח 1103/06], קבענו את מתחמי הענישה ביחס לעבירות כדוגמת אלה שבהן הורשע הנאשם כעת, ובהתבסס על פסקי דין בעניינים דומים, שחלקם אוזכר וצוטט על ידינו בגזר הדין הנזכר.",רקע,דיון והכרעה
ME-09-1010-582,"אשר לפעילות בארגון טרור ואימונים צבאיים מטעם הארגון, נקבע מתחם ענישה של 3-5 שנות מאסר בפועל.",רקע,דיון והכרעה
ME-09-1010-582,"אשר לשמירות חמושות (""ריבאט""), שתכליתן התרעה וירי לעבר חיילים באזור הגבול, קבענו מתחם שבין 6-10 שנות מאסר לריצוי בפועל. ערים אנו לכך שהסנגור במקרה הנדון כעת,  הצביע בטיעוניו על פסיקה מקלה יותר, המשקפת מתחם שונה, כאשר דובר על עבירות דומות, במקרים אחרים, אולם, יש לזכור שעל פי סעיף 40ג(א), מתחם העונש ההולם למעשה העבירה נגזר גם מ""נסיבות הקשורות בביצוע העבירה כאמור בסעיף 40 ט'"". סעיף 40ט . הנ""ל מונה בין אותן נסיבות, כאלה המשפיעות על חומרת מעשה העבירה ועל אשמו של הנאשם, ובהן הנזק שהיה צפוי להיגרם מביצוע העבירה [סק' (3)] וחלקו היחסי של הנאשם בביצוע העבירה [סק' (2)].",רקע,דיון והכרעה
ME-09-1010-582,"במקרה שלפנינו קיימות נסיבות מחמירות, הן בשל כך שהנזק שצפוי היה להיגרם היה ניכר וכבד, באשר הנאשם וחבריו היו חמושים לעייפה, גם בנשק קל וגם בנשק נ""ט (RPG), וכן ברימונים (האישום הראשון), ואף בשל כך שבחלק מהפעילות האמורה (נשוא האישום השלישי), חלקו היחסי של הנאשם היה דומיננטי בתוך חולייתו, והוא היה ממונה על הפעלת טיל היאסין, לאור ההכשרה הספציפית שקיבל (נשוא האישום השני).",רקע,דיון והכרעה
ME-09-1010-582,מכאן – מתחם הענישה האמור ראוי ורלוונטי למעשים הספציפיים המפורטים בכתב האישום.,רקע,דיון והכרעה
ME-09-1010-582,"אשר להנחת המטען לצורך פגיעה בטנק (האישום הרביעי), קבענו בגז""ד ""אבו חאמד"" כי מתחם הענישה ההולם למעשה כזה, הינו בין 10-15 שנות מאסר.",רקע,דיון והכרעה
ME-09-1010-582,"בבואנו לקבוע העונש ההולם למעשים שבהם הורשע הנאשם כאן, בתוך גדרי מתחמי הענישה שצויינו, שקלנו את טיעוני הצדדים כפי שתומצתו לעיל. כאשר מדובר על האימונים וההכשרה שעבר הנאשם, והשתתפותו בפעולות השמירה החמושות, העונש ההולם אינו ברף הנמוך של המתחם, כפי שטוען הסנגור, וזאת משום חלקו הדומיננטי, כאמור, של הנאשם בחוליה והיותו מופקד על כלי הנשק ההרסני והמשמעותי שעמד לרשותה - טיל היאסין, וגם משום ההצטיידות המסיבית בנשק מסוגים שונים - רוס""ר, RPG  ורימונים, דבר המעיד על כוונה ורצון לגרום נזק ונפגעים מירביים לעת התקלות אפשרית עם כוחות צה""ל, להבדיל, למשל, משמירה הרתעתית או ""ראוותנית"" גרידא. עם זאת, הבאנו בחשבון גם את טענת הסנגור שמרבית פעולות השמירה, על ציר הזמן, בוצעו בזמן הרגיעה היחסית ברצועה (""תהדיה""), בעת שבה פוטנציאל החיכוך וההתקלות בפועל, היה נמוך יחסית.",רקע,דיון והכרעה
ME-09-1010-582,"אשר לאישום הרביעי – הנחת המטען, אכן, תפקידו של הנאשם היה לאבטח במהלך הנחתו את שני חבריו שעסקו בביצוע בפועל, אולם, עדיין, מדובר בהיותו של הנאשם חוליה חיונית וחשובה במעגל המיידי של הטמנת המטען. מאחר שברור, ובכך הודה הנאשם, שכוונת החוליה היתה להפעיל המטען כנגד טנקים של צה""ל ולגרום למותם של אנשי הצוות, הרי חלקו המדוייק של כל אחד מהחברים בביצוע בפועל, אינו הרכיב המכריע לעת גזירת העונש. כל אחד מהמשתתפים ""תורם"" את חלקו בהתאם ליכולותיו והכשרתו. עם זאת – נתחשב בכך שבפועל, אף שלא מחמת חרטה של הנאשם, לא נגדעו חיי אדם, כתוצאה מהפעלת המטען, וגם בכך שמעבר לשמועה, מכלי שני, ששמע הנאשם על כך שהמטען אכן התפוצץ, אין ראייה ממשית לכך שהופעל  ושאכן היה זה כנגד טנק של צה""ל.",רקע,דיון והכרעה
ME-09-1010-582,"אשר לנסיבות האישיות שהוצגו, וכאמור משקלם היחסי אינו גדול במיוחד, כאשר מדובר בעבירות ביטחון כדוגמת אלה שלפנינו, התחשבנו בכך שהנאשם יחסית צעיר, ושרקעו הוא ממשפחה קשת יום ואף ידועת חולי. כמו כן, ניתן משקל לכך שהנאשם, הגם שלאחר שמיעת ראיות התביעה, נאות לקבל אחריות על מעשיו ולהודות בהם, ואף הביע צער וחרטה על ביצועם.",רקע,דיון והכרעה
ME-09-1010-582,"ראינו לנכון לגזור עונש כולל לכל האירועים שבהם הורשע הנאשם, ולכל מעשי העבירה שפורטו לעיל.",רקע,דיון והכרעה
ME-09-1010-582,"בשים לב למכלול השיקולים שתוארו, ולצורך בקביעת עונש הולם תוך מתן ביטוי לסוגי העבירה השונים ומתחמי הענישה שתוחמו, ובהתחשב בנסיבות לחומרא ולקולא שפורטו, החלטנו לגזור על הנאשם את העונשים הבאים:",רקע,דיון והכרעה
ME-09-1010-582,"מאסר בפועל למשך 18 שנים, בניכוי תקופת מעצרו בתיק זה, החל מיום 11.1.09.",רקע,דיון והכרעה
ME-09-1010-582,"מאסר על תנאי של 24 חודשים על כל עבירה כנגד בטחון המדינה, שהיא מסוג פשע, ככל שהנאשם יעבור ויורשע עליה בתוך 3 שנים מיום שחרורו ממאסר.",רקע,דיון והכרעה
ME-10-08-17917-313,הנאשם הורשע בעבירות של החזקת נשק  והחזקת סם מסוכן לצריכה עצמית.,רקע,עובדות המקרה
ME-10-08-17917-313,על פי עובדות כתב האישום:,רקע,עובדות המקרה
ME-10-08-17917-313,"באישום הראשון – בחודש יולי 2010 קיבל הנאשם מאחר אקדח עט ושלושה כדורים בקוטר  התואמים לאקדח החביאו במחסן ביתו ובין התאריכים 23.7.10 עד 24.7.10 הוא הובילו ממקום מחבואו ונסע לעתלית עם בני משפחתו, חזר לביתו ושב והחביאו במחסן.",רקע,עובדות המקרה
ME-10-08-17917-313,"באישום השני – בחודש יולי 2010 קיבל הנאשם מאותו אחר  סם מסוכן נסוג קנבוס, תמורתו שילם 150 ₪. בחיפוש בבית הנאשם נתפס הסם. גם במועד אחר, שקדם למועד זה סופק לנאשם סם מסוג קנבוס לשימוש עצמי.",רקע,עובדות המקרה
ME-10-08-17917-313,הנאשם הודה בעובדות כתב האישום (בשני האישומים) ובעבירות שיוחסו לו שם.,רקע,עובדות המקרה
ME-10-08-17917-313,הנאשם יליד 1967 וזו לו הסתבכותו הראשונה בפלילים.,רקע,עובדות המקרה
ME-10-08-17917-313,"מטעם הנאשם העידו הן גרושתו והן רעייתו הנוכחית, כי הנאשם הוא אב למופת, הקשור מאד לילדיו וכי הוא מתחרט על מעשיו ואינו יודע כיצד הגיע לכדי ביצוע העבירות. רעייתו העידה כי הנאשם אף פנה לקבלת עזרה במוסד גמילה.",רקע,ראיות לעונש
ME-10-08-17917-313,"ב""כ המאשימה ביקש להחמיר עם הנאשם בשים לב לחומרת העבירות – הן העבירות בנשק והן בסם המסוכן – עבירות שיש בהן משום סכנה לציבור. כן טען לצורך בהרתעה בעבירות מסוג זה.",רקע,טיעוני הצדדים
ME-10-08-17917-313,"הסניגור ביקש להתחשב במצבו של הנאשם, שאלה העבירות הראשונות שמיוחסות לו. לטענתו, הנאשם אדם נורמטיבי שהודה בהזדמנות הראשונה הן במשטרה והן בבית המשפט ומסר לחוקריו את כל המידע שנדרש על ידם. כן טען כי החזיק באקדח כאמצעי הגנה עצמית, כאשר יצא עם משפחתו לשהיית לילה בקמפינג בשפת הים וכי הנאשם מתחרט על מעשיו. באשר לסם טען כי מדובר באחזקת סם לשימוש עצמי בלבד.",רקע,טיעוני הצדדים
ME-10-08-17917-313,"הסניגור טען כי הנאשם עלה לארץ בגיל 17 כנוצרי וכי שירת בצה""ל ובהמשך בשירות בטחון כללי, כי בחייו התמודד עם קשיים רבים וזוהי מעידתו הראשונה והחד פעמית.",רקע,טיעוני הצדדים
ME-10-08-17917-313,הסניגור ביקש לשלוח את הנאשם לממונה על עבודות השירות ובהמשך להשית עליו עונש שלא יכלול מאסר בפועל.,רקע,טיעוני הצדדים
ME-10-08-17917-313,"הנאשם עצמו הביע אף הוא חרטה על מעשיו וטען כי מדובר במעידה חד פעמית, שהוא אינו יודע כיצד הגיע אליה וכי הוא חי בבושה וחרפה כלפי בני משפחה והחברה. לטענתו, היום הוא מבין את הדברים אחרת והוא התעורר ממשהו שלא חלם בחלומותיו הגרועים ביותר שיגיע אליו. הנאשם ביקש רחמי בית המשפט.",רקע,טיעוני הצדדים
ME-10-08-17917-313,שני הצדדים הגישו פסיקה בתמיכה לטענותיהם בדבר רמת הענישה בעבירות דומות.,רקע,טיעוני הצדדים
ME-10-08-17917-313,"לאחר ששמעתי את טענות הצדדים, החלטתי להפנות את הנאשם לממונה על עבודות השירות (כאשר הבהרתי בהחלטתי כי אין בכך כדי להביע עמדה באשר לעונש שיש להשית על הנאשם וכי אשקול עמדתי לאחר חוות הדעת ושמיעת טיעון משלים מטעם הצדדים).",רקע,תסקיר שירות מבחן
ME-10-08-17917-313,הונחה בפני חוות דעת הממונה על עבודות השירות שקבע כי הנאשם יוכל לרצות עונשו בעבודות שירות (כאשר מקום העבודה שהוצע הינו בית הקשיש בנהריה). צויין בחוות דעת הממונה כי הנאשם הודה בשימוש בסמים בעברו אך טען כי השימוש האחרון היה לפני 4 חודשים. בדיקת שתן שנערכה לנאשם הצביעה על היותו נקי.,רקע,תסקיר שירות מבחן
ME-10-08-17917-313,עוד צויין כי הנאשם הביע הסכמה לריצוי העונש בעבודות שירות.,רקע,תסקיר שירות מבחן
ME-10-08-17917-313,"הסניגור הוסיף וטען כי הנאשם גם פנה ליחידה לטיפול בהתמכרויות בנהריה בתחילת חודש דצמבר 2010, והחל בתהליך גמילה. הסניגור הגיש לקראת הדיון אישור של היחידה מיום 26.12.10 לפיו הנאשם אכן החל בתהליך, הוא משתף פעולה, מגיע לפגישות במועדן ובדיקות השתן שלו נקיות.",רקע,טיעוני הצדדים
ME-10-08-17917-313,"ב""כ המאשימה חזר על עמדתה, לפיה יש להשית על הנאשם עונש מאסר מאחורי סורג ובריח , תוך הפניה לפסיקה מחמירה.",רקע,טיעוני הצדדים
ME-10-08-17917-313,"הסניגור חזר על הבקשה להעדיף את הנסיבות האישיות של הנאשם, חרף חומרת העבירות בהן הורשע, תוך שהוא מבקש לאמץ את חוות דעת הממונה על עבודות השירות ולאפשר לנאשם להשתלב במסגרת שיקומית לטיפול בהתמכרותו לסמים.",רקע,טיעוני הצדדים
ME-10-08-17917-313,"קשה היא מלאכת גזירת הדין והיא קשה שבעתיים כאשר מדובר בנאשם שאכן עבר עבירות והורשע במסגרת התיק הנוכחי, אך עברו נקי, הוא הודה בהזדמנות הראשונה בה נחקר במשטרה ואף סיפק ""מניע"" לאחזקת הנשק (עט אקדח) – למטרת הגנה עצמית בשהיית לילה בקמפינג בחוף הים.",רקע,דיון והכרעה
ME-10-08-17917-313,"אכן ההלכה היא כי ""החזקה של כלי נשק על ידי מי שאינו מורשה בכך יש בה פוטנציאל להוביל להסלמה חמורה ולתוצאות קשות של כל אירוע בו יהיה מעורב אותו נושא נשק, וזאת אף מקום שהנזק מוחזק למטרות ""הגנה עצמית בלבד""(רע""פ 5921/08 רביע רג'בי נ. מדינת ישראל – פסק דין מיום 6.5.09)  וכי ""חובה להשית בעבירות אלה עונש חמור, המשקף חומרתן ואשר יש בו כדי להתריע עבריינים בכוח מלבצע עבירות דומות"" (רע""פ 2718/04 אבו דחאל נ. מדינת ישראל – פסק דין מיום 29.3.04).",רקע,דיון והכרעה
ME-10-08-17917-313,"ואולם אין באמור כדי לפגוע בהלכה לפיה הענישה היא אינדיבידואלית, ועל העונש לשקף איזון בין האינטרס הציבורי לבין האינטרס האישי/שיקומי של הנאשם העומד בפני ביהמ""ש בגוזרו את הדין.",רקע,דיון והכרעה
