verdict,text,part,mapped_category
SH-22-05-36033-112,"בין השעות 16:39-16:37 התקשר הנאשם מהטלפון השני אל דיין. סמוך ל-16:52 הגיע הנאשם והתקשר אל דיין, שניגש אל הסקודה. הנאשם, שישב במושב הנהג, מסר לדיין שתי שקיות שקופות שהכילו קנבוס. לשאלת דיין האם זה 10 גרם, הנהן הנאשם בראשו לחיוב. דיין מסר לנאשם שטר של 200 ₪. סמוך ל-17:08 חזר הנאשם ברכב הסקודה, פגש בשנית את דיין. דיין לקח את השטרות ומסר לנאשם 200 ₪ במזומן תמורת הסם. במעשים אלו סחר הנאשם ב-2 גרם קנבוס (כך נרשם בהתאם לתיקון כתב האישום), תמורת 200 ₪.","כתב האישום, הסדר הטיעון, הכרעת הדין והשתלשלות ההליך",עובדות המקרה
SH-22-05-36033-112,"הסדר הטיעון לא כלל הסכמה עונשית והנאשם הופנה לשירות המבחן לעריכת תסקיר. דיון טיעונים לעונש נקבע בפני כב' הש' בונדה ליום 14.9.23. מועד זה נדחה ל-25.12.23 ובהמשך ל-14.2.24 בפניי. במועד זה נדחתה בקשת ב""כ הנאשם לשוב ולהפנותו לשירות המבחן לקבלת תסקיר משלים. הבקשה להפנות את הנאשם לממונה על עבודות שירות התקבלה, מבלי שמי מהצדדים יפתח ציפייה כלשהי לגבי תוצאות ההליך. בחוות הדעת מ-16.4.24 נמצא הנאשם מתאים לביצוע עבודות שירות. מועד מתן גזר הדין נדחה מספר פעמים מטעמים שונים, לרבות מאילוצי בית המשפט ולבקשת ב""כ הנאשם.","כתב האישום, הסדר הטיעון, הכרעת הדין והשתלשלות ההליך",ראיות לעונש
SH-22-05-36033-112,"הנאשם הורשע ב-3 עבירות סחר בסמים, שבוצעו במקומות שונים, במשקלים שונים ומול סוכנים שונים, משכך – הגם שמדובר בעבירות שבוצעו בסמיכות זמנים, וחלקן אף באותו תאריך, בהתאם להוראת תיקון 113 ל-חוק העונשין ול""מבחן הקשר ההדוק"" שנקבע ב-ע""פ 4910/13 ג'אבר נ' מדינת ישראל (29.10.14) (להלן: הלכת ג'אבר) – אני מקבלת עמדת המאשימה וקובעת כי מדובר ב-3 אירועים נפרדים. עם זאת, בהינתן קיומה של זיקה בין האירועים, כשמדובר ב-3 אירועי סחר בקנבוס בנסיבות דומות, לרבות מבחינת כמויות הסם, מדובר במתחמים זהים ומשכך ייסקרו להלן אמות המידה ואבני הבוחן בהתאם לסעיף 40ג(א) ל-חוק העונשין במאוחד:",קביעת מתחם העונש ההולם,דיון והכרעה
SH-22-05-36033-112,"הערכים חברתיים שנפגעו מביצוע העבירות הם הגנה על שלום הציבור ובריאותו. השימוש בסמים פוגע בבריאות המשתמשים, משבש שגרת חייהם, עלול להביא להתמכרות ולעבריינות נלווית בתחומי הרכוש והאלימות ובכך להוביל לפגיעה בערכים נוספים, לרבות פגיעה בקניין הציבור, בשלוות נפשו, בביטחונו האישי ושלמות הגוף. כך, מעבר לנזקים הישירים הנגרמים למשתמשי הסם, נגע הסמים מהווה אחד ממחוללי הפשיעה, המלווה ואף יוצר נזקים עקיפים בשל עבירות רכוש, המבוצעות על רקע הצורך העז והבלתי נשלט להשיג את מנת סם, ולעיתים אף עבירות אלימות, המבוצעות כתוצאה מהשימוש בסמים או במהלך ביצוע עבירות הרכוש.",קביעת מתחם העונש ההולם,דיון והכרעה
SH-22-05-36033-112,"מידת הפגיעה בערכים המוגנים לא מבוטלת – סוחרי סמים הם מפיצי הסמים ומסיבה זו ממוקמים גבוה בשרשרת הפצת הסמים המסוכנים, ודאי כשמדובר בסחר בסמים ברחובות העיר ובאור יום. אמנם נוכח נסיבות ביצוע העבירות, לרבות כמויות הסם וסוגו, מידת הפגיעה היא לא מהחמורות, אך אף כשמדובר בכמויות ""קטנות"" – ""אין בכך כדי להפחית מחומרתן של עבירות אלה"" [ראו והשוו רע""פ 7996/12 יוסף נ' מדינת ישראל (23.1.13)] ואף אין להקל ראש בסמים המוגדרים ""קלים"". כך קבעה כב' הש' ארבל ב-ע""פ 2000/06 מדינת ישראל נ' ויצמן ואח' (20.7.06), כי ""...אין להקל ראש בעבירות הנוגעות לסמים המוגדרים כ'קלים'. המאבק בנגע הסמים צריך להיות מכוון גם נגד השימוש בסמים קלים ובפגיעתם של אלה ביחידים ובחוסנה של החברה כולה אין להמעיט"". בשל עוצמת הפגיעה נקבע לא אחת כי ""מלחמת החורמה בעברייני סמים נמשכת והולכת. מלחמה קשה היא, מלחמה ארוכה, והיא כמלחמת ישראל בעמלק"" [ראו קביעת כב' הש' חשין (כתוארו אז) בסעיף 35 לפסק דינו ב-ע""פ 4998/95 מדינת ישראל נ' אוקטביו, פ""ד נא(3) 769, 787)].",קביעת מתחם העונש ההולם,דיון והכרעה
SH-22-05-36033-112,"מדיניות הענישה הנהוגה – עיון בפסיקת 3 הערכאות מלמד כי קיים מנעד גדול של ענישה. כל אחד מב""כ הצדדים הפנה לפסיקה התומכת בעמדתו ועליה הוספתי פסיקה. כל מקרה לנסיבותיו וברי כי יש לאבחן המקרים השונים למקרה שלפניי – אולם קיימים פסקי דין מהם ניתן לגזור אמת-מידה עונשית הולמת, כמפורט להלן:",קביעת מתחם העונש ההולם,דיון והכרעה
SH-22-05-36033-112,"רע""פ 6401/18 ספיר נ' מדינת ישראל (17.9.18), אליו הפנו ב""כ המאשימה – נדחו ערעור ובקשת רשות ערעור. נקבע מתחם 16–36 בגין 5 עבירות סחר בקנבוס וכן תיווך, ניסיון לסחר, החזקה לצריכה עצמית והפרעה לשוטר במילוי תפקידו. עבירות הסחר, הניסיון לסחר והתיווך בוצעו תוך שימוש במערכת מסרונים. בחריגה לקולה מהמתחם, לאור שיקולי שיקום, בהתחשב בנסיבותיו האישיות, הודאתו, מצבו המשפחתי והבריאותי, עברו, נטילת אחריות והתרשמות שירות המבחן שהשתקם – הושתה שנת מאסר בפועל.",קביעת מתחם העונש ההולם,דיון והכרעה
SH-22-05-36033-112,"רע""פ 5698/17 ליפצר נ' מדינת ישראל (4.9.17), אליו הפנו ב""כ המאשימה – נדחו ערעור ובקשת רשות ערעור. נקבע מתחם 6–12 חודשי מאסר לכל עבירת סחר בחשיש, החזקתו שלא לצריכה עצמית והחזקת כלים להכנת סם, לצד מספר חודשי מאסר, שיכול שירוצו בעבודות שירות, בגין אספקת קנבוס. מדובר היה במי שבהזדמנויות רבות במשך כשנה, מכר קנבוס במשקלים של 5-1 גרם ל-8 מכרים שונים, החזיק בביתו כ-120 גרם קנבוס, כלים וכסף מזומן וסיפק קנבוס. על צעיר, שנטל אחריות, ביצע את העבירות על רקע נסיבות אישיות, נפשיות ורפואיות ואשר לחובתו עבר בהחזקת סם שלא לצריכה עצמית – הושתו 30 חודשי מאסר בפועל, מאסרים מותנים, פסילה בפועל ומותנית וחולטו 13,590 ₪ ומכשיר טלפון שנתפסו.",קביעת מתחם העונש ההולם,דיון והכרעה
SH-22-05-36033-112,"רע""פ 5712/16 אייזנבאך נ' מדינת ישראל (17.8.16) – נדחו ערעור ובקשת רשות ערעור. נקבע מתחם 8–24 בגין 4 עבירות סחר בקנבוס, תמורת כמה מאות שקלים. על צעיר, שנסיבות חייו מורכבות, אשר הודה ונטל אחריות, שיתף פעולה בהליך טיפולי ולהתרשמות שירות המבחן ההליך היווה עבורו גורם מרתיע, כשלחובתו הרשעה בהיעדר מהשירות – הושתו 8 חודשי מאסר בפועל, מאסרים מותנים וקנס, חרף המלצת שירות המבחן להסתפק בשל""צ וצו מבחן.",קביעת מתחם העונש ההולם,דיון והכרעה
SH-22-05-36033-112,"רע""פ 6087/16 אבו דיאב נ' מדינת ישראל (11.8.16), אליו הפנו ב""כ המאשימה – נדחתה בקשת רשות ערעור על פסק הדין בערעור, בגדרו התקבל חלקית ערעור המבקש. בגין הרשעה ב-3 עבירות סחר בחשיש ומכירת כדורים הנחזים לסםAlfa-PVP  נקבע מתחם 18–40 חודשי מאסר בפועל, לצד ענישה נלווית, הכוללת קנס ופסילה. בית המשפט המחוזי הפחית מ-27 ל-24 חודשי מאסר לאור הודאתו, חרף התרשמות שלילית של שירות המבחן.",קביעת מתחם העונש ההולם,דיון והכרעה
SH-22-05-36033-112,"רע""פ 3627/13 שדה נ' מדינת ישראל (22.5.13) – נדחו ערעור ובקשת רשות ערעור של מי שבגין הרשעתו ב-2 עסקאות סחר בקנבוס, במשקל מצטבר של 1.87 גרם, תוך התחשבות בהודאתו, עברו הלא מכביד ובכך ש""מדובר בסחר בכמות קטנה, בסם שאיננו סם 'קשה' יחסית, ובתמורה הכספית הנמוכה שאותה קיבל המבקש בעבור הסמים שמכר"" – נידון ל-7 חודשי מאסר, מאסר מותנה, 3,000 ₪ קנס ו-12 חודשי פסילה.",קביעת מתחם העונש ההולם,דיון והכרעה
SH-22-05-36033-112,"רע""פ 3488/09 מנור נ' מדינת ישראל (27.4.09), אליו הפנו ב""כ המאשימה – נדחו ערעור ובקשת רשות ערעור. על מי שהורשע לפי הודאתו בשתי עבירות סחר ב-MDMA וחשיש ובהחזקת חשיש וקנבוס שלא לצריכה עצמית – הושתו 20 חודשי מאסר, 8 חודשי מאסר מותנה וחילוט הרכב ו-700 ₪ שנתפסו, תוך התחשבות בנסיבותיו האישיות, עברו הפלילי, דברי המטפלת בו מזה מספר שנים והמלצת שירות המבחן. נוכח חוסר מודעות אשתו, שהיתה בעלים במשותף ברכב, לעבירות שביצע המבקש ברכב – נקבע כי החילוט יחול על מחצית שווי הרכב בלבד.",קביעת מתחם העונש ההולם,דיון והכרעה
SH-22-05-36033-112,"עפ""ג (מחוזי-ב""ש) אבטאו נ' מדינת ישראל (23.4.23) – לאחר שהמערער חזר בו, בהמלצת בית המשפט, נדחה ערעור על גזר הדין ב-ת""פ (שלום-אשק') 39423-05-22 מדינת ישראל נ' יצחק ואח' (10.1.23), אליו הפנו ב""כ המאשימה. המערער, שהיה נאשם 2, הורשע על פי הודאתו בסחר בסמים והסתייעות ברכב לעבור עבירה. בשים לב לסמיכות הזמנים, אופי העבירות, תדירותן והזיקה ביניהן – נקבע כי מדובר באירוע אחד לגביו נקבע מתחם 24-8 חודשי מאסר, קנס במתחם 1,500 ₪-5,000 ₪ ופסילה במתחם בין 45 ימים לבין 3 חודשים. לאחר שלא נמצאו שיקולים המצדיקים סטייה מהמתחם לקולה או לחומרה – הושתו 16 חודשי מאסר בפועל בניכוי ימי המעצר, מאסרים מותנים, התחייבות, 2,500 ₪ קנס, 2 חודשי פסילה בפועל ו-4 חודשי פסילה מותנית.",קביעת מתחם העונש ההולם,דיון והכרעה
SH-22-05-36033-112,"עפ""ג (מחוזי-חי') 43561-08-20 הררי נ' מדינת ישראל (5.11.20), אליו הפנה ב""כ הנאשם – נדחה ערעור על אי-ביטול הרשעה. בגין גידול 36 שתילי קנבוס במשקל 9.15 גרם, החזקת כלים המשמשים להכנת סמים וגידולם (עציצים, מפוח, 6 מנורות, 3 מערכות אוורור מקובעות לקיר, מזגן נייד, 6 שנאים ו-7 מיכלי כימיקליים), החזקת 2.67 גרם קנבוס לצריכה העצמית, בהפרת הוראת חוקית והפרעה לשוטר במילוי תפקידו – הושתו מאסרים מותנים, 5,000 ₪ קנס, מבחן ל-18 חודשים ו-250 שעות של""ץ. הרכב לא חולט בהעדר אינדיקציה לכך שהמערער סחר בסמים שגידל ונוכח מסמכי רישום הרכב.",קביעת מתחם העונש ההולם,דיון והכרעה
SH-22-05-36033-112,"עפ""ג (מחוזי-ת""א) 28791-06-20 מושיוב נ' מדינת ישראל (30.7.20) – הערעור נדחה. נקבע מתחם 5–15 חודשי מאסר בפועל לצד ענישה נלווית בגין 3 עבירות סחר בקנבוס. על מי שהיה נעדר עבר פלילי, הודה בפתח משפטו, נטל אחריות מלאה על מעשיו והביע חרטה, תרם למדינה בשירות צבאי מלא בחיל הים, סבל ממצב נפשי לא פשוט שהיה הרקע לביצוע העבירות, השתלב בטיפול, גילה מוטיבציה ושירות המבחן המליץ על של""ץ ומבחן – הושתו 5 חודשי עבודות שירות וענישה נלווית.",קביעת מתחם העונש ההולם,דיון והכרעה
SH-22-05-36033-112,"עפ""ג (מחוזי-ב""ש) 58296-05-19 אלהואשלה נ' מדינת ישראל (10.7.19), אליו הפנו ב""כ המאשימה – נקבע מתחם 7–18 חודשי מאסר בגין מכירת 7.3 גרם קנבוס לשוטר תמורת 300 ₪ במסיבה. בערעור הוקל עונשו מ-9 ל-7 חודשי מאסר לריצוי בעבודות שירות וענישה נלווית, הכוללת מאסרים מותנים, קנס ו-90 ימי פסילת רישיון נהיגה. בתי המשפט התחשבו בגילו הצעיר, שמירה על רצף תעסוקתי, נטילת אחריות, ההודאה והחרטה, היותו מורתע מההליך, שהה כחודש במעצר ולאחריו בתנאים מגבילים ונעדר עבר פלילי. שירות המבחן לא בא בהמלצה טיפולית משום שהחזיק בעמדה קורבנית ופסיבית ולא ראה צורך במעורבות טיפולית. לצד זאת, המליץ שירות המבחן כי המאסר ירוצה בעבודות שירות, כדי שלא ייחשף לחברה שולית במאסר.",קביעת מתחם העונש ההולם,דיון והכרעה
SH-22-05-36033-112,"ע""פ (מחוזי-י-ם) 33947-10-17 מדינת ישראל נ' קרוקוצקי (20.3.18), אליו הפנו ב""כ המאשימה – נדחה ערעור המאשימה. בגין 6 עבירות סחר בקנבוס וחשיש (בכמויות שבין 1 גרם ל-10 גרם) נקבע מתחם 6–12 חודשי מאסר לכל עבירת סחר (וכן מתחם ממאסר מותנה עד מספר חודשי מאסר בפועל בהחזקת קנבוס). הרשעת הנאשם בוטלה והושתו 420 שעות של""ץ, מבחן לשנה ו-10,000 ₪ התחייבות. בדחותו הערעור קבע בית המשפט המחוזי, בין היתר, שאכן מדובר בעבירות סחר בסם מסוכן, אך העבירות נעשו על פני פרק זמן קצר, בסמים קלים וכי לא נפלה טעות בהחלטת בית משפט קמא.",קביעת מתחם העונש ההולם,דיון והכרעה
SH-22-05-36033-112,"ת""פ (שלום-נצ') 64418-09-16 מדינת ישראל נ' שיבלי (14.2.19),  אליו הפנה ב""כ הנאשם – בגין גידול במעבדה, שכללה אביזרי גידול ופנקס טיפולים, של עשרות שתילי קנבוס, במשקל כולל של 837.76 גרם, החזקת 3 אריזות שהכילו 287.53 גרם חשיש, החזקת 1.86 גרם חשיש ונייר מקופל ובו תפזורת 0.25 גרם חשיש – נקבע מתחם הנע ממאסר קצר, שניתן לריצוי בעבודות שירות עד 10 חודשי מאסר בפועל. לא נמצא מקום לביטול ההרשעה ולאחר בחינת השיקולים לקולה ולחומרה, הושתו מאסרים מותנים, 300 שעות של""ץ, 5,000 ₪ התחייבות, מבחן לשנה ו-3 חודשי פסילה מותנית.",קביעת מתחם העונש ההולם,דיון והכרעה
SH-22-05-36033-112,"ת""פ (שלום-ק""ש) 40639-10-17 מדינת ישראל נ' בובו (28.5.18), אליו הפנה ב""כ הנאשם – בגין 4 עבירות סחר בקנבוס (במשקלים 3, 5, 10 ולא ידוע) ובהחזקת כ-80 גרם קנבוס שלא לצריכה עצמית – נקבע מתחם 6–15 חודשי מאסר. על צעיר כבן 21, נעדר עבר פלילי, שהודה בכתב האישום ללא תיקון, נטל אחריות, הביע חרטה, מסר בדיקות נקיות מסמים, בהינתן תסקיר נושא אופי חיובי – הושתו 6 חודשי מאסר בעבודות שירות, מאסר מותנה, 4,000 ₪ קנס, פסילת רישיון בפועל ומותנית.",קביעת מתחם העונש ההולם,דיון והכרעה
SH-22-05-36033-112,"ת""פ (שלום-ת""א) 9050-04-13 מדינת ישראל נ' פלוני (1.7.15), אליו הפנה ב""כ הנאשם –  נקבע כי מדובר במקרה יוצא דופן, לאור אישיות הנאשם והנזק העצום וה""מרחבי"" שעלול להיגרם לו במישור המשפחתי והתעסוקתי ומשכך בוטלה הרשעתו ב-4 עבירות סחר בחשיש, תמורת סכומים שבין 300 ₪ לבין 1,000 ₪. לזכות הנאשם עמדו התקופה הקשה בה היה שרוי באירוע (עקב הליכים משפטיים מול גרושתו), נסיבות העבירה (רכישה מרוכזת של הסם על ידי הנאשם, אותו חילק לחבריו תמורת עמלת רכישה), מאמצי שיקום וטיפול כדי לחזור למוטב והמלצת שירות המבחן, לפיה הסיכון שישוב לפלילים מינימלי. הושתו 360 שעות של""ץ ו-5,000 ₪ התחייבות.",קביעת מתחם העונש ההולם,דיון והכרעה
SH-22-05-36033-112,"ת""פ (שלום-ת""א) 44597-02-13 מדינת ישראל נ' שאגן (9.8.13), אליו הפנה ב""כ הנאשם – ב-3 עבירות סחר בחשיש (במשקלים של 10.06 גרם, 9.91 גרם ו-19.89 גרם) נקבע מתחם לכל מכירה ממאסר מותנה לצד של""צ עד 6 חודשי מאסר, שניתן לרצותם בעבודות שירות, יחד עם קנס. ההרשעה בוטלה, לא בלי היסוס, תוך קביעה כי אמנם מדובר ב-3 מכירות במהלך 4 שבועות, אך התנהגות הנאשם רחוקה מלהיות התנהגות סוחר סמים. הובא בחשבון שהמכירות היו ביוזמת הסוכן, בכמויות קטנות של סם ""קל"", לאדם שהנאשם ראה בו ידיד ועמית לצריכת סמים קלים, ללא ראיה או חשד שהנאשם נהג לסחור בסם דרך קבע וכי מוצדק להתייחס לפרשה כאל מעידה חד פעמית, שלא תחזור במסכת חייו הנורמטיביים. הושתו 300 שעות של""ץ וצו פיקוח לשנה.",קביעת מתחם העונש ההולם,דיון והכרעה
SH-22-05-36033-112,"ת""פ (שלום-י-ם) 54706-01-13 מדינת ישראל נ' חביב ואח' (17.6.13), אליו הפנה ב""כ הנאשם – בין הרשעת נאשם 2, על יסוד הודאתו, ב-2 עבירות סחר בחשיש (4.31 גרם ו-3.99 גרם) נקבע מתחם ממספר חודשי מאסר בפועל עד 12 חודשי מאסר בפועל. לאחר שנמצאה הצדקה לחריגה משיקולי שיקום הושתו, בהסכמת הצדדים, 45 ימי מאסר לריצוי בעבודות שירות, מאסרים מותנים וצו פיקוח לשנה.",קביעת מתחם העונש ההולם,דיון והכרעה
SH-22-05-36033-112,"*** לא למותר לציין, כי ב-9.9.13 נגזר דינו של נאשם 1 (ב""כ הנאשם לא הפנה לגז""ד זה). בגין הרשעתו, לפי הודאתו, ב-4 עבירות סחר בחשיש (6.4 גרם, 5.38 גרם, 3.89 גרם ואצבע במשקל לא ידוע) – נקבע מתחם הנע בין מספר חודשי מאסר לבין 18 חודשי מאסר בפועל. בהחזקת יחידה של AM-2201 לשימוש עצמי – נקבע מתחם הנע בין מאסר מותנה לבין ענישה מוחשית, שיכולה להיות מאסר בעבודות שירות (בעבירה של שיבוש מהלכי משפט נקבע מתחם הנע בין עונש שלא כולל מאסר בפועל לבין מספר חודשי מאסר בפועל). תוך התחשבות גם בעונש שנגזר על נאשם 2 ולפער בחומרת מעשי השניים – הושתו 6 חודשי מאסר לריצוי בעבודות שירות, מאסרים מותנים, 4,000 ₪ קנס, 3 חודשי פסילה בפועל ופסילה מותנית.",קביעת מתחם העונש ההולם,דיון והכרעה
SH-22-05-36033-112,"ת""פ (שלום-רמ') 48125-05-11 מדינת ישראל נ' ספיבק (11.11.12), אליו הפנה ב""כ הנאשם – בגין הרשעתו, לפי הודאתו, ב-2 אישומי סחר בחשיש (3.66 גרם ו-4.73 גרם) נקבע מתחם 3–18 חודשי מאסר בפועל. הושתו 6 חודשי מאסר לריצוי בעבודות שירות, מאסרים מותנים, 7,500 ₪ קנס, 6 חודשי פסילה בפועל ו-6 חודשי פסילה מותנית.",קביעת מתחם העונש ההולם,דיון והכרעה
SH-22-05-36033-112,"בפסיקה עוברת כחוט השני הקביעה בדבר חשיבות נסיבות הקשורות בביצוע העבירה, שכן אין דין עסקה בודדת כדין מי שעיסוקו בסחר בסמים, אין דין סחר בכמויות גדולות כדין סחר בכמויות קטנות ובמסגרת זו יש לתת את הדעת גם לסוג הסם ונסיבות נוספות, כפי שנקבע בסעיף 40 יט ל-חוק העונשין, ובכלל זה:",קביעת מתחם העונש ההולם,דיון והכרעה
SH-22-05-36033-112,"התכנון שקדם לביצוע העבירות –מעצם טיבן וטבען קדם לעבירות תכנון מוקדם. משעובדות כתב האישום בהן הודה לא מובילות למסקנה כי הנאשם הוא אותו ""יוזר"" שהתכתב עם הסוכנים טרם ביצוע עבירות הסחר בסמים – התכנון המוקדם בא לידי ביטוי בפעולות שעשה בשלבים מתקדמים יותר של ביצוע העבירות והשימוש ברכב.",קביעת מתחם העונש ההולם,דיון והכרעה
SH-22-05-36033-112,"חלקו של הנאשם בביצוע העבירות – הנאשם הוא מי ששינע את הסמים לסוכנים, מסר להם אותם וקיבל את התמורה הכספית. לשיטת המאשימה, מעובדות כתב האישום עולה כי חלקו של הנאשם הוא בלעדי. מנגד, לטענת ב""כ הנאשם, מדובר בנאשם שהצטייד בפלאפון שמסרו לו אחרים, שדיבר עם השוטרים, קבע איתם, הגיע למקום האיסוף, לא הסתיר פניו והתכנון הסתיים בקביעת המפגש בלבד. כמצוין לעיל, מעובדות כתב האישום עלה, שהסוכנים התכתבו עם ""יוזרים"" אשר זהותם לא ידועה. עמימות זו תזקף לזכות הנאשם בכל הנוגע לחלקו בביצוע העבירות. לצד זאת, נפסק לא אחת, כי במסגרת המאבק בנגע הסמים, יש צורך להכות בכל אחת ואחת מחוליות הפצת הסם. בענין זה קבע כב' הש' עמית בסעיף 5 לפסק דינו ב-ע""פ 3172/13 סואעד נ' מדינת ישראל (7.1.14) –",קביעת מתחם העונש ההולם,דיון והכרעה
SH-22-05-36033-112,"הנזק שנגרם מביצוע העבירות לא נמצא ברף גבוה, מאחר שהסמים נמכרו לסוכנים סמויים ובהינתן כי הסמים נתפסו.",קביעת מתחם העונש ההולם,דיון והכרעה
SH-22-05-36033-112,"אין להקל ראש בנזק שהיה צפוי מביצוע העבירות – בסחר בסמים טמון פוטנציאל נזק רב, בשל פגיעתם הרעה בבריאות הציבור, בחלקים נרחבים באוכלוסייה. השלכות השימוש בסמים קשות, השימוש פוגע בבריאות המשתמשים, משבש שגרת חייהם, עשוי להביא להתמכרות ולעבריינות נלווית בתחומי הרכוש והאלימות, כמפורט לעיל. לצד זאת, בהתחשב בכמויות הסם (גרמים בודדים), בתמורה הלא גבוהה ובסוג הסם, שלא נמנה על הקטלניים שב-פקודת הסמים – לא מדובר בנזק ברף הגבוה.",קביעת מתחם העונש ההולם,דיון והכרעה
