verdict,text,part
ME-23-12-14553-571,"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  6, 7.א., 7.ג",nothing
ME-23-12-14553-571,"חוק העונשין, תשל""ז-1977: סע'  40ח, 400",nothing
ME-23-12-14553-571,הערכים המוגנים הרלוונטיים לענייננו הם שמירה על בטחון הציבור ובריאותו ושמירה על  הקניין.,	דיון והכרעה
ME-23-12-14553-571,"נגע הסמים הוא נגע קשה, שיש למגרו. התוצאות של גידול והפצת סם הן תוצאות קשות ופוגעות פגיעה רוחבית במרקם החברה ובשלום הציבור לרבות ברכושו בעקיפין, וכמובן בבריאותם של צרכני הסם. בעניין זה יפים דבריו של השופט (כתוארו אז) מ' חשין בע""פ 6021/95 אוקטביו נ' מדינת ישראל (פורסם בנבו, 31.7.1997), פסקה 35:",	דיון והכרעה
ME-23-12-14553-571,"כאמור, נכונים הדברים כנגד כל שרשרת מפיצי הסם והמסייעים בידיהם לרבות כלפי מי שמגדלים את הסם, אשר מהווים את החוליה הראשונה בשרשרת ואשר ביחס לעבירה שביצעו קבע המחוקק עונש של 20 שנות מאסר.",	דיון והכרעה
ME-23-12-14553-571,"שכיחותה הגוברת של עבירת גידול הסמים שנעברת גם על-ידי אזרחים נורמטיביים כמקור לעשיית כסף קל מסיבות שונות, לרבות על-ידי אזרחים שנקלעו למצוקה כלכלית ולחובות כספיים בשוק האפור המתפתים לפתור את מצוקתם באמצעות גידול סמים, צריכה להיתקל בענישה מרתיעה ומשמעותית, זאת גם בהתייחס לגידול של סמים הנחשבים לסמים ""קלים"".",	דיון והכרעה
ME-23-12-14553-571,"לעניין זה התייחס השופט י' עמית בע""פ 2596/18 זנזורי נ' מדינת ישראל  (פורסם בנבו, 12.8.2018), פסקה 8 (להלן: ""ענין זנזורי""):",	דיון והכרעה
ME-23-12-14553-571,"מידת הפגיעה בערכים המוגנים בענייננו היא משמעותית בשים לב למספר השתילים ומשקל הסם, ובשים לב לנזק הכלכלי שהסב לחברת החשמל באמצעות החשמל שנטל באופן פיראטי.",	דיון והכרעה
ME-23-12-14553-571,"בכל הקשור לנסיבות הקשורות בביצוע העבירות נתתי דעתי למשקל הסם הגבוה שגודל (180 ק""ג); לכך שהנאשם גם החזיק סם שלא לצריכה עצמית בוילה במשקל של 7.48 ק""ג וזאת לצד ציוד רב ששימש לגידול הסם; להיערכות, להתארגנות ולתכנון שקדם לביצוע העבירות (שכירת וילה, הצטיידות בציוד מתאים, רכישת ידע, התחברות פיראטית לחשמל); לנזק הכספי המשמעותי שנגרם לחברת החשמל כתוצאה מגניבת החשמל; לנזק שעלול היה להיגרם לו הסם שגודל היה מופץ בשווקים; לנזק שעלול היה להיגרם כתוצאה מחיבור פיראטי לחשמל; לסיבה שהביאה את הנאשם לביצוע העבירה (רווח כספי מהיר בשל מצוקה כלכלית אליה נקלע) ולחלקו הבלעדי של הנאשם בביצוע העבירות.",	דיון והכרעה
ME-23-12-14553-571,"באשר למשקל הסם ראוי לציין, כי מחד אין לערוך חישוב אריתמטי של תקופת המאסר כנגזר ממשקלו של הסם, ואולם כבר נקבע כי למשקל הסם יש משמעות לא מבוטלת בשאלת העונש המוטל בעבירות סם, וזאת כנגזר מפוטנציאל הנזק. בעניין זה ראו ע""פ 6409/12 מדינת ישראל נ' אלגדיפי (פורסם בנבו, 5.6.2013), פסקה 11.",	דיון והכרעה
ME-23-12-14553-571,"עוד אציין, כי קשה להלום את טענת ב""כ הנאשם לפיה הוילה ששכר הנאשם לא יועדה גם לשם גידול הסם. זאת, הן לנוכח התהייה העולה מכך שהנאשם שהוא צעיר, רווק, שנמצא בחובות כספיים מוצא לשכור וילה שבה כ-7 חדרים ואשר בה התגורר בגפו והן לנוכח, העובדה שהסמים גודלו ב-6 חדרים בוילה כשבחדר נוסף נמצא שק סם נוסף.",	דיון והכרעה
ME-23-12-14553-571,"לצד כל האמור נתתי משקל לכך שהסם שגודל לא נחשב לסם מסוג הסמים ה""קשים"", כי זה נתפס בטרם הופץ אל השווקים ומכאן שלא נגרם נזק ממשי לבריאות הציבור, ולכך שמעובדות כתב האישום נותר ספק באשר לתקופת הגידול, ומספק זה זכאי ליהנות הנאשם.",	דיון והכרעה
ME-23-12-14553-571,"עיון בפסיקה בעבירות דנן מגלה מנעד רחב של ענישה התלוי בנסיבות ה""עושה"" לרבות גילו של הנאשם, עברו הפלילי, נסיבות חייו ומידת השתלבותו בהליך שיקומי כמו גם, ובעיקר, בנסיבות ה""מעשה"" לרבות סוג הסם שגודל, היקף הגידול ומשקלו של הסם, משך הגידול, מיקום הגידול, חלקו של הנאשם בגידול, מידת התכנון וההצטיידות שקדמו לביצוע הגידול, בשאלה האם העבירה בוצעה בצוותא עם אחרים ובשאלת קיומן של עבירות נלוות לביצוע עבירת הגידול.",	דיון והכרעה
ME-23-12-14553-571,"עם זאת, בית המשפט העליון הבהיר לא פעם כי ככלל בעבירות סמים השיקולים הנוגעים לנסיבותיו האישיות של הנאשם נסוגים מפני האינטרס הציבורי שבהרתעת הרבים (ע""פ 6029/03 מדינת ישראל נ' שמאי [פורסם בנבו, 9.2.2004], פסקה 7).",	דיון והכרעה
ME-23-12-14553-571,"אחר הערות מקדימות אלו תוצג להלן פסיקה במקרים דומים, תוך שאציין כי מודע אני להבדלים הקיימים בין נסיבות ה""מעשה"" ו""העושה"" שהיו באותם מקרים לאלו שבענייננו, על ההשלכה שיש לכך לעניין העונש.",	דיון והכרעה
ME-23-12-14553-571,"בע""פ 2601/16 אוזנה נ' מדינת ישראל (פורסם בנבו, ‏29.5.2016) חזר בו נאשם שהורשע בעבירות של גידול סם מסוכן מסוג קנביס במשקל של מעל 100 ק""ג, קשירת קשר לפשע ונטילת חשמל מערעורו בהמלצת בית המשפט העליון, ונותר על כנו עונש של 45 חודשי מאסר שהטיל עליו בית המשפט המחוזי במסגרת הסדר טיעון ""סגור"".",	דיון והכרעה
ME-23-12-14553-571,"בת""פ 49675-04-17 (מחוזי-ב""ש) מדינת ישראל נ' אלאטרש (פורסם בנבו, 18.03.2018), בית המשפט המחוזי גזר על נאשם, נעדר עבר פלילי, שהורשע בעבירות של ייצור, הכנה והפקה של סם מסוכן והחזקת סם שלא לצריכה עצמית עונש של 45 חודשי מאסר וקנס בסך של 30,000 ₪ (גובה הקנס היה מוסכם על הצדדים). במקרה זה גידל הנאשם, בשל מצוקה כלכלית אליה נקלע,  888 שתילי סם מסוכן מסוג קנביס במשקל כולל של 253.9 ק""ג.",	דיון והכרעה
ME-23-12-14553-571,"בע""פ 863/18 סבן נ' מדינת ישראל (פורסם בנבו, 15.11.2018) קיבל בית המשפט העליון את ערעורו של נאשם שהורשע בעבירות של ייצור, הכנה והפקה של סם מסוכן מסוג קנביס, החזקת סם מסוכן שלא לצריכה עצמית, החזקת חצרים לשם הכנת סם מסוכן וקשירת קשר לפשע, והעמיד את עונשו על 36 חודשי מאסר חלף 42 חודשי מאסר משיקולים של אחידות הענישה ותסקירים חיוביים של שירות המבחן. במקרה זה הקים הנאשם עם אחרים ""מעבדה"" לגידול סמים וגידל283  שתילי קנביס במשקל כולל של כ- 92 ק""ג נטו.",	דיון והכרעה
ME-23-12-14553-571,"בת""פ (מחוזי–מרכז) ת""פ 30876-03-17 מדינת ישראל נ' בן אדיבה (פורסם בנבו, 20.09.2018) גזר בית המשפט המחוזי על נאשם, נעדר עבר פלילי, שהורשע בעבירות של קשירת קשר לפשע, ייצור, הכנה והפקה של סם מסוכן, החזקת סם מסוכן שלא לצריכה עצמית, גניבה בנסיבות מיוחדות בצוותא חדא והחזקת חצרים להכנת סמים עונש של 30 חודשי מאסר וקנס בסך של 50,000 ₪. במקרה זה גידל הנאשם, בשל קשיים כלכליים, 1,246 שתילים במשקל של 140 ק""ג תוך גניבת חשמל בהיקף של 42,000 ₪.",	דיון והכרעה
ME-23-12-14553-571,"בע""פ 8191/19 אלוכילי נ' מדינת ישראל (פורסם בנבו, 7.9.2020) נדון עניינו של נאשם שהורשע בעבירות של גידול והחזקת סם שלא לצריכה עצמית מסוג קנביס במשקל של 97 ק""ג בתוך מחסן במתחם ביתו. הנאשם חזר בו מערעורו בהמלצת בית המשפט העליון ועונש של 27 חודשי מאסר שהטיל בית המשפט המחוזי נותר על כנו מטעמי שיקום.",	דיון והכרעה
ME-23-12-14553-571,"בעניין זנזורי דחה בית המשפט העליון את ערעור המאשימה ואת הערעור שכנגד של נאשם 1 שהורשע בעבירות של קשירת קשר, שיבוש מהלכי משפט וייצור והפקה הכנה של סמים מסוכנים, והותיר על כנו עונש של 26 חודשי מאסר. במקרה זה נאשם 1, בסיוע נאשם 2 ששכר עבורו יחידת גג גדולה, הקים ""מעבדה"" לגידול קנבוס. במעבדה נתפסו 137.6 ק""ג של סם מסוכן מסוג קנביס;",	דיון והכרעה
ME-23-12-14553-571,"בע""פ 871/20 אברג'יל נ' מדינת ישראל (פורסם בנבו, 30.3.2020) דחה בית המשפט העליון את ערעורו של נאשם שהורשע  בעבירות של ייצור, הכנה והפקה של סם מסוכן מסוג קנביס, ובהחזקת סם מסוכן שלא לצריכה עצמית והותיר על כנו עונש של 26 חודשי מאסר. במקרה זה הקים הנאשם ""מעבדה"" לגידול סם מסוכן וגידל בה מאות שתילים שהגיעו למשקל של 80 ק""ג.",	דיון והכרעה
ME-23-12-14553-571,"המאשימה הפנתה בין היתר לע""פ 8988/16  בן סימון נ' מדינת ישראל (פורסם בנבו, 8.3.2017) בו דחה בית המשפט העליון את ערעורו של נאשם שהורשע בעבירות של ייצור הכנה והפקה של סם מסוכן מסוג קנביס במשקל כולל של 87.25 ק""ג, סחר והספקת סם מסוכן, ונטילת חשמל במרמה בשווי עשרות אלפי שקלים והותיר על כנו עונש של 36 חודשי מאסר וקנס בסך 40,000 ₪ . במקרה זה גידל הנאשם סם מסוכן מסוג קנבוס ב""מעבדה"" שהקים בביתו שכללה ציוד ומגוון מכשירים לגידול הסם. בנוסף, סיפק הנאשם לאחר סם מסוכן מסוג קנבוס בכמות של 5.43 גרם נטו;",	דיון והכרעה
ME-23-12-14553-571,"ת""פ (מחוזי ב""ש) 26719-08-20 מדינת ישראל נ' אבייב ואח' (פורסם בנבו, 28.12.2021) בו גזר מותב זה על נאשם 1 נעדר עבר פלילי שהורשע בעבירות של גידול סם מסוכן מסוג קנבוס במשקל של כ-120 ק""ג (500 שתילים), השחתת מתקן חשמל (שיצר סיכון בטיחותי) ונטילת חשמל עונש של 32 חודשי מאסר וקנס בסך של 75,000 ₪. נאשמת 2 בת זוגו של הנאשם שהורשע בעבירות של סיוע לגידול סם וסיוע לנטילת חשמל נדונה ל-9 חודשי מאסר לריצוי בעבודות שירות וקנס בסך 25,000 ₪.",	דיון והכרעה
ME-23-12-14553-571,"ת""פ (מחוזי-ב""ש) 44477-08-20 מדינת ישראל נ' סראיעה (פורסם בנבו, 14.12.2021) בו גזר בית המשפט המחוזי על נאשם שהורשע בעבירות של גידול סם מסוכן מסוג קנבוס במשקל של כ-114.38 ק""ג (740 שתילים), החזקת סם מסוכן שלא לצריכה עצמית והחזקת סם מסוכן לצריכה עצמית עונש של 45 חודשי מאסר כולל הפעלה של מאסר מותנה בן 6 חודשים מחציתו במצטבר, וקנס בסך 20,000 ₪.",	דיון והכרעה
ME-23-12-14553-571,"יצוין, כי ערעור שהגיש הנאשם לעניין העונש התקבל באופן חלקי כך שעונשו הועמד על 36 חודשי מאסר כולל המאסר על תנאי שהופעל (ע""פ 717/22 סראיעה סלאמה נ' מדינת ישראל [פורסם בנבו, 1.2.2023]).",	דיון והכרעה
ME-23-12-14553-571,"לא מצאתי לחרוג ממתחם העונש ההולם אותו קבעתי ובגדרי המתחם נתתי משקל להודאתו של הנאשם ולחיסכון בזמן שיפוטי, לחרטה ולאחריות שלקח על מעשיו, לנסיבותיו האישיות-משפחתיות המורכבות, למשבר הכלכלי אליו נקלע כעולה מתסקיר שירות המבחן, ולפגיעה של עונש המאסר בו ובמשפחתו.",	דיון והכרעה
ME-23-12-14553-571,"כן מצאתי לתת משקל לכך שהנאשם נעדר עבר פלילי ולרצונו לשקם את חייו (אף אם לא במסגרת טיפולית) כעולה מתסקיר שירות המבחן, אף שזה המליץ בסופו של יום על ענישה מוחשית.",	דיון והכרעה
ME-23-12-14553-571,לצד זאת נתתי משקל לשיקולי ההרתעה של הנאשם (שבעניינו לא הוצג בתסקיר אופק שיקומי ממשי) ושל הרבים בשים לב לשכיחות תופעת גידול הסמים בנסיבות דומות.,	דיון והכרעה
ME-23-12-14553-571,"כאמור הנאשם עבר את העבירות ממניע כלכלי בשל המצוקה אליה נקלע ואף הסב פגיעה בקניין בשווי עשרות אלפי שקלים. בגין כך ראוי להטיל עליו גם עונש של קנס משמעותי ובעניין זה ראו ע""פ 5515/22  אנריקז נ' מדינת ישראל (פורסם בנבו, 27.3.2023).",	דיון והכרעה
ME-23-12-14553-571,"זאת, אף שנסיבות אותו מקרה שונות מענייננו באשר באותו מקרה דובר בעבריין סמים כבד ורצידיוויסט אשר לא לקח אחריות על מעשיו וניהל הליך של הוכחות ואשר גרם לנזקים כלכליים גבוהים מאלו שהנאשם בעניינו גרם.",	דיון והכרעה
ME-23-12-14553-571,"לצד זאת, וכמצוות סעיף 40ח לחוק העונשין, מצאתי לתת משקל למצבו הכלכלי של הנאשם ביחס לגובה הקנס שיוטל עליו כמו גם לתמהיל הענישה הכולל רכיב מאסר ממשי ופיצויים. אף לקיחת האחריות והמוטיבציה שגילה להיטיב את דרכיו הובילוני למסקנה לפיה אין מקום להכביד את היד עם הנאשם גם ביחס לרכיב עונשי זה.",	דיון והכרעה
ME-23-12-14553-571,"באשר לרכיב הפיצויים, סבורני שיש מקום לחייב את הנאשם בפיצוי חברת החשמל. עם זאת, מקובלת עלי טענת ב""כ הנאשם כי המסמך של חברת החשמל שהוא צירף לטיעוניו (נ/1), ואשר בהתאם לו נקבע בכתב האישום כי הנזק שנגרם לחברת החשמל נאמד בסך כולל של 99,717.18 ₪, לא יכול לבסס פיצוי שכזה.",	דיון והכרעה
ME-23-12-14553-571,"אכן, הנאשם הודה בעובדות כתב האישום וכעת אין מקום לחזרה מהודאה אף ביחס לעובדה 7 לכתב האישום המתייחסת לגובה הנזק שנגרם לחברת החשמל. עם זאת, בעובדה 7 לכתב האישום צוין כאמור כי מדובר בנזק ש""נאמד"", היינו מדובר באומדן בלבד. מנ/1 עולה שהתקופה שעל בסיסה חישבה חברת חשמל את הנזק שנגרם לה היא מיום 06.06.2023 עד ליום 30.11.2023.",	דיון והכרעה
ME-23-12-14553-571,"ואולם, בעובדה 1 לכתב האישום צוין שהנאשם עבר העבירות ""במועד שאינו ידוע במדויק למאשימה, ובמשך תקופה שלא ידועה למאשימה ועד ליום 30.11.2023"". הווה אומר, שאין וודאות שאכן הנאשם החל לגדל הסמים מיום 06.06.2023 או בסמוך לכך, וספק זה צריך להיזקף לטובת הנאשם.",	דיון והכרעה
ME-23-12-14553-571,"מכאן, שלטעמי אין מקום להטיל על הנאשם את הפיצוי בהיקף שלו עתרה המאשימה, ואף לא בקירוב לכך.",	דיון והכרעה
ME-23-12-14553-571,לאור כל האמור לעיל אני גוזר על הנאשם את העונשים הבאים:,	דיון והכרעה
ME-23-12-14553-571,30 חודשי מאסר בניכוי ימי מעצרו.,	דיון והכרעה
ME-23-12-14553-571,"12 חודשי מאסר על תנאי, למשך 3 שנים מיום שחרור הנאשם ממאסרו, שלא יעבור עבירת סמים מסוג פשע.",	דיון והכרעה
ME-23-12-14553-571,"6 חודשי מאסר על תנאי, למשך 3 שנים מיום שחרור הנאשם ממאסרו, שלא יעבור עבירת סמים מסוג עוון.",	דיון והכרעה
ME-23-12-14553-571,"קנס בסך של 30,000 ₪ או 9 חודשי מאסר תמורתו. הקנס ישולם בתוך 30 חודשים מהיום.",	דיון והכרעה
ME-23-12-14553-571,"פיצוי בסך 20,000 ₪ לחברת החשמל . הפיצויים ישולמו בתוך 24 חודשים מהיום.",	דיון והכרעה
ME-23-12-14553-571,כל תשלום בתיק ייזקף תחילה לטובת הפיצויים.,	דיון והכרעה
ME-23-12-14553-571,"בהתאם להסדר שבין הצדדים, אני מכריז על הנאשם כסוחר סמים. ניתן בזאת צו לחילוט כל הציוד שנתפס המפורט בבקשת החילוט ואשר קשור לגידול הסם לטובת אוצר המדינה.",	דיון והכרעה
