verdict,text,part
SH-24-05-65090-664-3,"עבירות נשק לסוגיהן היו זה מכבר למכת מדינה. האיסורים על עבירות כאמור באים להגן על ערכים חברתיים שכוללים שמירה על חיי אדם ועל שלמות גופו, וכן שמירה על סדרי חיים תקינים ושלווים שאינם מופרעים על ידי איש האוחז באקדח, ברובה, או בתת-מקלע. יתירה מכך: עסקינן באיסורים על מעשי הכנה לקראת ביצועם של מעשים פליליים חמורים ומסוכנים עד-מאד, אשר נעשים באמצעות כלי ירייה ואשר כוללים איומים, תקיפה, ירי במקום מגורים, גרימת חבלה והמתה. בדרך כלל, מעשי הכנה שאינם מגיעים כדי ניסיון לעבור עבירה פלילית אינם בני עונשין; ואולם, לא כך הוא כאשר מדובר במעשי הכנה שחומרתם מגיעה כדי סיכון ממשי וחמור לפרט ולחברה כאחד (ראו: ש""ז פלר יסודות בדיני עונשין 52-48 (כרך ב', תשמ""ז)). על מעשי הכנה כאלה נענשים בחומרה, ואין זה מקרי שעצם הרכישה או ההחזקה של כלי נשק בלא רשות על פי דין להחזקתו גוררת אחריה עונש מרבי של שבע שנות מאסר, כאמור בסעיף 144(א) לחוק העונשין. עונש זה ועונשים אחרים, שחלקם חמורים אף יותר, אשר מוטלים על עברייני נשק, מהווים חלק ממלחמתה הבלתי מתפשרת של החברה בנגע ששמו זילות חיי אדם והקלות הבלתי נסבלת של הלחיצה על ההדק (ראו דברי השופט י' אלרון בע""פ 4406/19 מדינת ישראל נ' סובח [פורסם בנבו] (5.11.2019) (להלן: עניין סובח)).",מתחם העונש ההולם
SH-24-05-65090-664-3,"לזאת אוסיף, כי עונשי מאסר מרביים אינם באים לקבוע אך ורק את גבולה העליון של סמכות הענישה שבידי בתי המשפט. עונשים כאמור מבטאים את רמת הענישה הראויה במקרים החמורים ביותר של ביצוע העבירה שבה עסקינן, ומהם ניתן וראוי לגזור את מתחם העונשים עבור מקרים פחות חמורים (ראו פסקה 16 לפסק דיני בע""פ 3124/18 פלוני נ' מדינת ישראל [פורסם בנבו] (14.8.2019), והאסמכתאות שם (להלן: עניין פלוני)). מובן מאליו הוא, שגזירה כאמור אינה נעשית בדרך של התאמה מתמטית. מדובר אך ורק בזיקה עניינית לחומרת העבירה, כפי שנקבעה על ידי המחוקק שאת דברו אנו מקיימים. הקפדה על זיקה כאמור היא חלק מהבניית שיקול הדעת השיפוטי בענישה, אשר נעשתה בגדרו של תיקון 113 לחוק העונשין (ראו: ע""פ 8641/12 סעד נ' מדינת ישראל, פ""ד סו(2) 772 (2013)).",מתחם העונש ההולם
SH-24-05-65090-664-3,"נתון משמעותי נוסף אותו אביא בחשבון הוא תיקון 140 לחוק העונשין, הקובע כי בצד עבירת החזקת נשק עונש מזערי של 21 חודשי מאסר (רבע העונש המירבי). ר' למשל פסק דינו של בית המשפט המחוזי בירושלים בעפ""ג 9683-09-22, אדיב, שם נדון ערעורו של נאשם אשר הורשע בהחזקת אקדח אחד, ואושר מתחם עונש הולם שבין שנה וחצי לשלוש שנים מאסר שנקבע בעניינו של אותו נאשם, ונקבע:",מתחם העונש ההולם
SH-24-05-65090-664-3,"בעבירות הנשק גלום סיכון רבתי לשלום הציבור, לביטחונו ולסדר החברתי. הפסיקה בעת האחרונה נוקטת מדיניות של החמרה ניכרת בענישה בגין עבירות אלה. נפסק כי הטלת ענישה הולמת ומרתיעה היא בעלת חשיבות של ממש ביחס לכל חוליות השרשרת העבריינית – החל מיצרני או מבריחי נשק בלתי חוקי, דרך הסוחרים בו, עובר לאלה אשר רק מחזיקים או נושאים אותו, ועד לאלה הנוטלים אותו לידם ועושים בו שימוש בלתי חוקי, וזאת ביחס לכל סוגי כלי הנשק. עיקר המשקל ניתן לשיקולי הרתעה, כאשר נפסק כי הם מחייבים נקיטת ענישה מחמירה ובלתי מתפשרת כלפי מעורבים בעבירות נשק אף אם הם נעדרי עבר פלילי – ""בטיפולנו בעבירות מסוג זה ובמבצעיהן, להרתעת היחיד והרבים ולהרחקת עברייני הנשק מהחברה על-ידי השמתם בין כותלי הכלא לתקופות ממושכות יש מעמד בכורה. ... ככלל, יעדים עונשיים אלו מוחקים מניה וביה את בקשת העבריין לשיקום שמחוץ לכלא – זאת, גם כאשר מדובר בעבריין צעיר שהסתבך לראשונה בפלילים ובקשתו לשיקום כנה ואף זוכה לתמיכתו של שירות המבחן"" (ע""פ 4077/22 פלוני נ' מדינת ישראל, פסקה 12 לפסק דינו של כבוד השופט א' שטיין (28.7.2022)). עוד נקבע כי הקלה בעונשו של עבריין נשק מכבידה על החברה ומעמידה אותה בסכנה (ע""פ 5602/22 מדינת ישראל נ' פלוני, פסקה 15 לפסק דינו של כבוד השופט א' שטיין (14.9.2022)).",מתחם העונש ההולם
SH-24-05-65090-664-3,"לאחרונה נתן המחוקק דעתו לצורך בהחמרת הענישה של אלה המורשעים בעבירות נשק, כאשר במסגרת תיקון מס' 140 עיגן באופן חריג עונשי מינימום בעבירות נשק, כך שהעונש שיושת בגינן יעמוד לכל הפחות על רבע העונש המרבי שנקבע לעבירה, אלא אם החליט בית המשפט מטעמים מיוחדים שיירשמו להקל בעונש (סעיף 144(ז) לחוק העונשין, התשל""ז-1977; וראו: דברי ההסבר להצעת חוק העונשין (תיקון מס' 142 – הוראת שעה)(עונש מזערי על החזקת נשק בלא רשות על פי דין), התשפ""א-2021, ה""ח 90).",מתחם העונש ההולם
SH-24-05-65090-664-3,"תיקון מס' 140 משקף את רצון המחוקק לפעול בצעד נוסף המכוון להחמרת הענישה, וזאת בנוסף למדיניות המחמירה שננקטה כאמור על-ידי בתי המשפט לאחרונה (ראו, למשל: ע""פ 4103/22 מדינת ישראל נ' אמון, פסקה 9 לפסק דינו של כבוד המשנה לנשיאה ע' פוגלמן (6.11.2022); ע""פ 309/22 מדינת ישראל נ' ביאדסה, פסקה 6 לפסק דינו של כבוד המשנה לנשיאה ע' פוגלמן (10.5.2022); ע""א 4456/21 מדינת ישראל נ' אבו עבסה, פסקה 15 לפסק דינו של כבוד השופט י' אלרון (23.1.2022)).",מתחם העונש ההולם
SH-24-05-65090-664-3,"במקרה שלפנינו עבירת החזקת הנשק שבה הורשע המערער בוצעה על ידו לאחר שנכנס לתוקפו תיקון מס' 140. במצב דברים זה סברנו כי לאור רף הענישה שנקבע בפסיקת בית המשפט העליון מן העת האחרונה ביחס לעבירה זו במקרים קרובים שלפני התיקון, אין מקום להתערבות ערכאת הערעור במתחם העונש ההולם שנקבע על-ידי בית משפט קמא העומד על 36-18 חודשי מאסר בפועל ועונשים נלווים, מתחם העולה בקנה אחד עם פסיקת בית המשפט העליון (ע""פ 2283/22 אל נבארי נ' מדינת ישראל (31.7.2022); ע""פ 5813/21 ג'בארין נ' מדינת ישראל (31.5.2022); ע""פ 2482/22 מדינת ישראל נ' קדורה (14.4.2022); ע""פ 4332/21 עאסלה נ' מדינת ישראל (20.2.2022); ע""פ 8320/21 מדינת ישראל נ' בסילה (28.12.2021); ע""פ 2141/21 חניני נ' מדינת ישראל (27.5.2021)).",מתחם העונש ההולם
SH-24-05-65090-664-3,"בקביעת מתחם העונש אביא בחשבון את חומרת מעשיו של הנאשם, המתבטאת, בצד החזקת האקדח, בכמות התחמושת והמחסניות אותן החזיק הנאשם, המקשה לקבל את ההנחה כי מדובר בהחזקה ""לשימוש עצמי בלבד"", פוטנציאל הנזק הטמון במעשים, הצורך החיוני להרתיע מפני ביצוע עבירות דומות, רמת הענישה הנוהגת והעונש המזערי שבצידה של העבירה.",מתחם העונש ההולם
SH-24-05-65090-664-3,"בשים לב לכל אלה, מתחם העונש ההולם את מעשיו של הנאשם הוא מאסר בפועל לתקופה שבין שנתיים ועד ארבע שנים ועונשים נלווים (בין היתר, בשים לב למתחם אשר אושר בעפ""ג  9683-09-22, אדיב, הנ""ל).",מתחם העונש ההולם
SH-24-05-65090-664-3,"הנאשם יליד שנת 1986, ומטיעוני ב""כ כוחו עולה כי הוא נשוי ואב לילדים, אשר למרבה הצער אחד מהם סובל מנכות (הוצגו לעניין זה מסמכים מהביטוח הלאומי).",נסיבות שאינן קשורות לעבירות
SH-24-05-65090-664-3,לחובת הנאשם מסר הרשעות קודמות:,נסיבות שאינן קשורות לעבירות
SH-24-05-65090-664-3,בשנת 2005 הורשע בהחזקת סכין ונדון למאסר מותנה.,נסיבות שאינן קשורות לעבירות
SH-24-05-65090-664-3,בשנת 2007 הורשע בהחזקת נשק והחזקת סכין ונדון לששה חודשי מאסר בעבודות שירות ועונשים נלווים.,נסיבות שאינן קשורות לעבירות
SH-24-05-65090-664-3,בשנת 2009 הורשע בעבירות של הכנת עבירה בחומרים מסוכנים והחזקת סכין ונדון לשבעה חודשי מאסר בפועל ועונשים נלווים.,נסיבות שאינן קשורות לעבירות
SH-24-05-65090-664-3,"בשנת 2009 הורשע הנאשם בהליך נוסף בעבירות של ניסיון לסחר בנשק וקשר לפשע, ונדון לשנה מאסר ועונשים נלווים.",נסיבות שאינן קשורות לעבירות
SH-24-05-65090-664-3,בשנת 2019 הורשע הנאשם בגניבה ונדון למאסר מותנה.,נסיבות שאינן קשורות לעבירות
SH-24-05-65090-664-3,מכלול שיקולי הענישה פועל לחובת הנאשם:,דיון והכרעה
SH-24-05-65090-664-3,"מדובר במי שלחובתו מספר הרשעות קודמות, בעבירות ממין העניין, ובכלל זה ניסיון סחר בנשק והחזקת נשק, בגינן נדון למספר מאסרים, אשר לא הביאו להרתעתו.",דיון והכרעה
SH-24-05-65090-664-3,"מעבר לכך, הנאשם לא קיבל אחריות למעשיו, וכאשר העיד ניכר בו, כי אינו מודע כלל לחומרת מעשיו ופוטנציאל הנזק הטמון בהם, וכי הוא חדור תחושת קרבנות, כאילו נעשה לו עוול בעצם מעצרו והאשמתו בעבירות בהן הורשע. אדגיש, כי לא אחמיר עם הנאשם בשל עצם כפירתו, שהרי זו זכות השמורה לכל נאשם. עם זאת, נאשם אשר מקבל אחריות למעשיו, ומבין את הפסול שבהם, זכאי להקלה, ממנה לא יהנה הנאשם.",דיון והכרעה
SH-24-05-65090-664-3,"בצד זאת אציין, כי ההליך נוהל באופן ממוקד וענייני, ועיקר חומר הראיות הוגש בהסכמה.",דיון והכרעה
SH-24-05-65090-664-3,"מנגד, הבאתי בחשבון, לחובת המאשימה, כי חרף העובדה שניתן צו חיפוש על פיו היה צריך לבצע את החיפוש בנוכחות שני עדים, החיפוש בוצע ללא עדים. כפי שפרטתי בהכרעת הדין, משקלו של פגם זה אינו גבוה, שכן מהראיות עלה שהחיפוש בוצע באמצעות כלב, שנוכחות של אנשים נוספים מלבד הכלבנית הפריעה לו - אך עדיין, ניתן לצפות כי המשטרה תפעל על פי צו שיפוטי, שניתן לבקשתה.",דיון והכרעה
SH-24-05-65090-664-3,"לאור זאת, אשית על הנאשם עונש במרכזו של המתחם אותו קבעתי.",דיון והכרעה
SH-24-05-65090-664-3,"שלוש שנים מאסר בפועל, אשר ימנה מיום מעצרו של הנאשם, 6.5.24, גם אם רישומי שב""ס יראו אחרת.",לפיכך גוזר על הנאשם את העונשים הבאים:
SH-24-05-65090-664-3,"שמונה חודשי מאסר בו לא יישא, אלא אם יעבור תוך שלוש שנים מיום שחרורו מהמאסר עבירת נשק שהיא פשע.",לפיכך גוזר על הנאשם את העונשים הבאים:
SH-24-05-65090-664-3,"ארבעה חודשי מאסר בו לא יישא, אלא אם יעבור תוך שלוש שנים מיום שחרורו מהמאסר עבירת נשק שהיא עוון.",לפיכך גוזר על הנאשם את העונשים הבאים:
SH-24-05-65090-664-3,"המוצגים יחולטו והמאשימה רשאית להשמידם, על פי החלטת פרקליט המחוז, לאחר שפסק הדין יעשה חלוט.",לפיכך גוזר על הנאשם את העונשים הבאים:
