part_number,verdict,text,part,predicted_category
13,SH-21-09-42879-201,"אשר לשילובו ביחידה להתמכרויות, מהתסקיר עולה כי שירות המבחן העריך כי הנזקקות העיקרית של הנאשם היא בתחום הטראומה וכי יש צורך במעקב פסיכיאטרי. צוין בתסקיר כי הנאשם שולב בשיחות פרטניות ביחידה להתמכרויות בדימונה. הנאשם הגיע לכלל הפגישות שנקבעו, שיתף פעולה והביע מוטיבציה גבוהה לשינוי אורחות חייו. שירות המבחן התרשם כי הנאשם זקוק לטיפול קבוצתי בו ירכוש כלים להתנהלות הסתגלותית וכן שהנאשם זקוק לטיפול בתחום הטראומה, לצורך עיבוד האירועים אשר חווה במהלך חייו. שירות המבחן התרשם כי הנאשם הביע מוטיבציה גבוהה לשילובו בהליך טיפולי לניהול אורח חיים תקין.",תסקיר שירות המבחן מיום 8.6.2023,תסקיר שירות מבחן
14,SH-21-09-42879-201,"בנוגע לגורמי הסיכוי והסיכון הטמונים בנאשם, הדגיש שירות המבחן את אלו; סיכויי השיקום: שירות המבחן התרשם כי הנאשם בעל יכולת וורבלית גבוהה, לוקח אחריות על מעשיו וחומרתם, מגלה אחריות כלפי טיפול באמו הסובלת ממוגבלות פיזית ומביע שאיפות להמשך ניהול אורח חיים נורמטיבי. אשר לגורמי הסיכון: שירות המבחן ציין כי הנאשם גדל במערכת משפחתית מורכבת ואלימה עד לניתוק קשר עם אביו. כמו כן, שירות המבחן התרשם מקיומם של קשיים רגשיים, כגון; דימוי עצמי נמוך, תלות וחרדה. שירות המבחן ציין כי נראה שהנאשם הצליח לשמור על תפקוד נורמטיבי לאורך השנים, אולם תהליך זה היה רצוף בקשיים רגשיים, אשר הובילו לפגיעה בתפקוד הלימודי והחברתי. שירות המבחן התרשם עוד כי בהיעדר ליווי מצד גורם טיפולי ומקצועי, מצוקתו הרגשית של הנאשם לא טופלה. עוד הודגש כי השימוש בסמים היווה מפלט לצרכיו הרגשיים והפיזיים של הנאשם. שירות המבחן התרשם כי הנאשם חבר לחברה שולית בשל הצורך להשתייך. כן שירות המבחן התרשם מאדם המתקשה להשתלב בעבודה ולשמור על רצף תעסוקתי.",תסקיר שירות המבחן מיום 8.6.2023,תסקיר שירות מבחן
15,SH-21-09-42879-201,"נוכח כל האמור לעיל, המליץ שירות המבחן, במסגרת תסקירו הראשון, על דחייה בת שלושה חודשיים לצורך שילוב הנאשם בהליך טיפולי בשירות המבחן וכן בהליך טיפולי בתחום הטראומה.",תסקיר שירות המבחן מיום 8.6.2023,תסקיר שירות מבחן
16,SH-21-09-42879-201,"מהתסקיר המשלים עולה כי ביום 2.8.2023 החל הנאשם השתתפותו בקבוצה טיפולית בשירות המבחן. צוין, כי הנאשם השתתף באופן פעיל בקבוצה ושיתף אודות חייו האישיים באופן המותאם לשלב הטיפולי בו נמצא. כמו כן, צוין כי הנאשם קשוב ליתר חברי הקבוצה וניכר כי מביע דעותיו.",תסקיר משלים מיום 14.8.2023,תסקיר שירות מבחן
17,SH-21-09-42879-201,"בתסקיר המשלים צוין כי בתקופת הדחייה ביצע הנאשם 7 בדיקות שתן למציאת שרידי סמים, מתוכן 5 יצאו נקיים משירידי סם ול-2 בדיקות לא הגיע הנאשם.",תסקיר משלים מיום 14.8.2023,תסקיר שירות מבחן
18,SH-21-09-42879-201,"שירות המבחן ציין כי פנה לקופת החולים של הנאשם וכן למחלקת הרווחה, אולם נמסר על ידי הגורמים האמורים כי הנאשם לא עבר מעולם אבחון פסיכיאטרי. עוד עולה מהתסקיר המשלים כי במהלך תקופת הדחייה, התקשה הנאשם לקדם הליך טיפולי בתחום הטראומה וכי רק לאחרונה הצליח לתאם תור לפסיכיאטר.",תסקיר משלים מיום 14.8.2023,תסקיר שירות מבחן
19,SH-21-09-42879-201,"נוכח האמור לעיל, שירות המבחן המליץ על ענישה חינוכית שיקומית אשר תכלול צו מבחן למשך שנה וצו של""צ בהיקף של 400 שעות.",תסקיר משלים מיום 14.8.2023,תסקיר שירות מבחן
20,SH-21-09-42879-201,"ב""כ המאשימה עמדה בטיעוניה לעונש על עובדות כתב האישום, והנסיבות המחמירות הקשורות בביצוע העבירה - העובדה שמדובר בשתי עבירות סחר ובסוג סם קשה. בנוסף, ב""כ המאשימה עמדה על עברו הפלילי של הנאשם, כאשר בהקשר זה הודגש כי לנאשם הרשעה קודמת הן בעבירת סמים והן בעבירה של החזקת סכין (תע/1).",עיקרי טיעוני הצדדים וראיות לעונש ,טיעוני הצדדים
21,SH-21-09-42879-201,"ב""כ המאשימה טענה כי מתחם העונש ההולם במקרה זה נע בין 8 חודשי מאסר בדרך של עבודות שירות ועד ל-18 חודשי מאסר בפועל. לטענת ב""כ המאשימה, בשל נסיבותיו של הנאשם, יש למקם את הנאשם בחלקו התחתון של המתחם, ולהשית עליו מאסר בדרך של עבודות שירות, לצד מאסר מותנה וקנס.",עיקרי טיעוני הצדדים וראיות לעונש ,טיעוני הצדדים
22,SH-21-09-42879-201,"בטיעוניו לעניין העונש הדגיש ב""כ הנאשם את נסיבות חייו של הנאשם. בהקשר זה טען ב""כ הנאשם כי בצעירותו עבר תאונת דרכים שהותירה את הנאשם נכה נפשית. נטען כי בעקבות אותה תאונת דרכים, הנאשם נזקק לטיפול פסיכיאטרי וכי הוא סובל מפוסט טראומה. עוד נטען על ידי ב""כ הנאשם כי תסקיר שירות המבחן בעניינו של הנאשם הוא חיובי ואינו כולל כל המלצה עונשית וזאת לנוכח ההליך שהנאשם עבר במסגרת שירות המבחן. ב""כ הנאשם הפנה למכתב מטעם הרווחה (נע/1) שלטעמו עולה בקנה אחד עם ממצאי התסקיר בדבר הצורך בהמשך הליך טיפולי לנוכח מצב הנפשי והפוסט טראומה שהנאשם פיתח. נוכח נתוני התסקיר והמפורט בו, עתר ב""כ הנאשם לאמץ את המלצות שירות המבחן.",עיקרי טיעוני הצדדים וראיות לעונש ,טיעוני הצדדים
23,SH-21-09-42879-201,"ב""כ הנאשם טען כי אין לקבל את עתירת התביעה לעונש מאסר שירוצה בעבודות שירות, שכן הדבר ייפגע ביכולת השיקום של הנאשם ובהשתלבותו בהליך טיפולי במסגרת צו מבחן. ב""כ הנאשם הדגיש עוד כי מדיניות הענישה הנוהגת בעבירות מסוג זה, ובכלל, מתפרשת על פני מנעד רחב של עונשים. לטעמו, במקרה קונקרטי זה, מתחם העונש יכול שיתחיל בשירות לתועלת הציבור (של""צ) ויסתיים בעונש מאסר בפועל. נוכח נתוניו, כך עתר הסניגור, יש למקם את הנאשם בתחתית המתחם ולהטיל עליו של""צ מורחב וצו מבחן בהתאם להמלצות התסקיר. יאמר, כי כבר בתחילת טיעוניו הדגיש ב""כ הנאשם את העובדה שהנאשם היה נתון במעצר מאחורי סורג ובריח משך תקופה של כשלושה חודשים וכי לאחר מכן נעצר באיזוק אלקטרוני לתקופה משמעותית.",עיקרי טיעוני הצדדים וראיות לעונש ,טיעוני הצדדים
24,SH-21-09-42879-201,"הנאשם בדברו האחרון אמר כי הוא מתחרט על מעשיו, מבין את גודל הטעות ולמד ממנה. הנאשם ציין כי יש לו שאיפה להתקדם בחייו.",עיקרי טיעוני הצדדים וראיות לעונש ,טיעוני הצדדים
25,SH-21-09-42879-201,"במקרה זה, הערך החברתי המוגן שנפגע הוא ההגנה על שלום הציבור ובריאותו. הפסיקה חזרה והדגישה את חומרתן של עבירות הסמים וכן את הצורך בענישה מחמירה ומרתיעה בעבירות סמים בכלל ובעבירות של סחר בסמים בפרט. זאת לנוכח תוצאות השימוש וההתמכרות הקשות, השפעות ארוכות טווח ורחבות היקף החורגות מעניינו של אדם אחד, ונוגעות לכלל החברה וכן הקלות שבה ניתן לבצע עבירות מסוג זה. בהקשר זה כבר נקבע בע""פ 6029/03 מדינת ישראל נ' גולן שמאי [פורסם בנבו] (9.2.04) כך:",הפגיעה בערך המוגן,דיון והכרעה
26,SH-21-09-42879-201,"הנאשם הורשע כאמור בעבירות של סחר בסם מסוג MDMA. מדובר בסם קשה. אין מדובר במעידה חד פעמית אלא במעידה חוזרת ובמי שסחר בשתי הזדמנויות - במועדים שונים. הסחר בוצע תוך שימשו ביישומון הטלגרם, היינו שימוש באמצעי מתוחכם שתכליתו להסתיר את זהות המעורבים בו. על כך יש להוסיף כי עבירות הסחר בוצעו תוך תיאום ותכנון מוקדם של הנאשם אל מול הסוכן כפי שניתן ללמוד מהשיחות שערך הנאשם עם הסוכן המשטרתי לאחר שקיבל את פרטיו של הסוכן. אין מדובר במעשה ספונטני. על הנזק שיכול להיגרם מהעבירות שביצע הנאשם אין להכביר במילים ומדובר בנזק כבד ביותר [עפ""ג (י-ם) 29138-07-17 מדינת ישראל נ' גית (מיום 17.8.2017) והאזכורים הרבים שם].",נסיבות הקשורות בביצוע העבירה ,דיון והכרעה
27,SH-21-09-42879-201,"באשר ליכולתו של הנאשם להבין את אשר הוא עושה, את פסול שבמעשיו או את משמעותו, לרבות בשל גילו וכן באשר ליכולתו של הנאשם להימנע מהמעשה ומידת השליטה שלו על מעשהו; יאמר שמדובר בנאשם בגיר שביצע את העבירות המיוחסות לו תוך מודעות והבנה מלאה לאיסור ולפסול שבמעשיו. הדעת נותנת שהנאשם ביצע את עבירות הסחר ממניע כלכלי, כפי שצוין בתסקיר, ועל מנת להשיא רווח קל לעצמו, תוך מודעות מלאה לנטילת סיכון בביצוע העבירות.",נסיבות הקשורות בביצוע העבירה ,דיון והכרעה
28,SH-21-09-42879-201,"אשר למדיניות הענישה הנוהגת, מצאתי את הפסיקה שלהלן כרלבנטית לקביעת מתחם העונש ההולם:",מדיניות הענישה הנוהגת,דיון והכרעה
29,SH-21-09-42879-201,"רע""פ 7996/12 יוסף נ' מדינת ישראל; בית המשפט הרשיע את הנאשם על פי הודאתו בגין ביצוע  3 עבירות של סחר ותיווך בסם מסוג חשיש במשקל 6.17 גרם תמורת 200 ₪, 2.93 גרם תמורת 100 ₪, וכן בעבירה של החזקת סם מסוג קוקאין לצריכה עצמית. בית המשפט קבע מתחם ענישה הנע בין 7-18 חודשי מאסר לכל עבירת סחר ותיווך בסמים, וגזר על הנאשם 21 חודשי מאסר בפועל. ערעור ובקשת רשות ערעור של הנאשם על גזר דינו נדחו.",מדיניות הענישה הנוהגת,דיון והכרעה
30,SH-21-09-42879-201,"בעפ""ג 31347-08-14 (מחוזי-י-ם) מדינת ישראל נגד אברהים בשיטי; בית המשפט השלום הרשיע את הנאשם ב-2 עבירות של סחר בקנאביס (במשקל 97 גרם ו-47 גרם) ובמכירת 5 טבליות של סם מסוג MDMA לסוכן משטרתי. בית משפט השלום קבע מתחם עונש הולם הנע בין מספר חודשי מאסר לריצוי בדרך של עבודות שירות ועד ל-12 חודשי מאסר בפועל. בית המשפט גזר על הנאשם 6 חודשי מאסר בדרך של עבודות שירות, מאסר על תנאי וקנס. הנאשם שם נעדר עבר פלילי. בית המשפט המחוזי אישר את עונש המאסר לריצוי בעבודות שירות שנגזר על הנאשם, אף שהעיר כי לכתחילה לא היה מקום להסתפק במאסר שירוצה בעבודות שירות.",מדיניות הענישה הנוהגת,דיון והכרעה
31,SH-21-09-42879-201,"רע""פ 3627/13 שדה נ' מדינת ישראל; בית המשפט הרשיע את הנאשם על פי הודאתו בשתי עבירות של סחר בסם מסוכן בכך שמכר בשתי עסקאות שונות סם מסוג קנבוס במשקלים של 0.8 גרם ו-1 גרם תמורת 80 ₪ בכל עסקה. בבית משפט השלום נגזר על הנאשם עונש בן 7 חודשי מאסר בפועל. ערעור ובקשת רשות ערעור שהוגשו על חומרת העונש נדחו. לנאשם נסיבות חיים קשות ועבר פלילי.",מדיניות הענישה הנוהגת,דיון והכרעה
32,SH-21-09-42879-201,"רע""פ 5712/16 אייזנבאך נ' מדינת ישראל – הנאשם הורשע על סמך הודאתו ב-4 עבירות של סחר בסם מסוכן. הנאשם סחר במשך כחודשיים בסם מסוכן מסוג קנבוס, במשקלים קטנים. תסקיר שירות המבחן שהוגש בעניינו של הנאשם היה חיובי והמליץ על ענישה בדמות של""צ. בית המשפט קבע מתחם עונש הולם הנע בין 8 ל-24 חודשי מאסר בפועל, והשית על הנאשם עונש של 8 חודשי מאסר בפועל לצד ענישה נלווית. נדחו ערעור וכן בקשת רשות ערעור שהגיש הנאשם על חומרת העונש. הנאשם נעדר עבר פלילי.",מדיניות הענישה הנוהגת,דיון והכרעה
33,SH-21-09-42879-201,"ת""פ (עכו) 39589-07-13 מדינת ישראל נגד קנאר אסדי; בית המשפט הרשיע את הנאשם בסחר בסמים בכך שמכר לסוכן משטרתי בשתי הזדמנויות שונות סם מסוג חשיש, פעם אחת - בכמות של 1.34 גרם ובנוסף 5 טבליות MDPV  ובפעם השנייה – 5.44 גרם חשיש ו-10 טבליות של MDPV . בית המשפט גזר על הנאשם 10 חודשי מאסר בפועל, מאסר על תנאי וקנס. לנאשם שם שתי הרשעות קודמות בעבירות סמים.",מדיניות הענישה הנוהגת,דיון והכרעה
34,SH-21-09-42879-201,"חלק מהפסיקה שהבאתי לעיל, עניינה בעבירות של סחר בסם מסוג קנאביס. עם זאת, לטעמי, מדיניות הענישה שפורטה לעיל רלוונטית גם לעניינו וזאת מקל וחומר, שהרי אם בפסיקה זו אושרו מתחמים הנעים בין 6 ל-24 חודשי מאסר בגין עבירות של סחר בסם מסוג קנאביס הנחשב לסם ""קל"", הרי שעתירת התביעה במקרה זה, בו עסקינן בסחר בסם מסוג MDMA, נכונה וראויה.",מדיניות הענישה הנוהגת,דיון והכרעה
35,SH-21-09-42879-201,"בטיעוניהם לעונש לא התייחסו הצדדים לשאלה אם יש לקבוע מתחם אחד לשני האישומים או שמא יש לראות בכל אישום אירוע נפרד. נוכח עמדת הצדדים אף אני איני נדרש לשאלה. על כן, אקבע מתחם אחד לשני האישומים כאירוע אחד. דומה שתוצאה כזו מתבקשת גם לנוכח סמיכות הזמנים שבין האישומים.",מתחם הענישה,דיון והכרעה
36,SH-21-09-42879-201,"לאחר שקלול מכלול הנסיבות והשיקולים הרלוונטיים, אני סבור שמתחם העונש ההולם את המעשים בשני האישומים נע בין 7 חודשי מאסר שיכול וירוצו בעבודות השירות לבין 18 חודשי מאסר בפועל.",מתחם הענישה,דיון והכרעה
37,SH-21-09-42879-201,"במסגרת הנסיבות שאינן קשורות בביצוע העבירה, יש לזקוף לזכות הנאשם את העובדה שהנאשם לקח אחריות על מעשיו, הודה בעובדות כתב האישום המתוקן וחסך זמן שיפוטי יקר.",נסיבות שאינן קשורות בביצוע העבירה,דיון והכרעה
38,SH-21-09-42879-201,"בנוסף, יש לקחת בחשבון כי הנאשם לקח חלק מסוים בהליך טיפולי בפני שירות המבחן. כך גם יש לזקוף לזכות הנאשם את גורמי הסיכוי לשיקום שבאו לידי ביטוי בתסקיר שירות המבחן. בכלל זה, יש לתת משקל מסוים גם לשאיפת הנאשם להתקדם ולנהל אורח חיים נורמטיבי.",נסיבות שאינן קשורות בביצוע העבירה,דיון והכרעה
39,SH-21-09-42879-201,"עם זאת, אינני סבור שתסקירי שירות המבחן בעניינו של הנאשם חיוביים, וזאת כפי שיפורט להלן.",נסיבות שאינן קשורות בביצוע העבירה,דיון והכרעה
40,SH-21-09-42879-201,"עיינתי היטב בתסקירי שירות המבחן ושמעתי טענות ב""כ הנאשם, ולא אוכל לתת לתסקירים משקל של ממש במסגרת גזירת העונש. בכל הכבוד הראוי תסקיר שירות המבחן אינו חיובי ובוודאי שהמלצתו אינה תואמת את חומרת העבירות בהן הורשע הנאשם. ראשית, במסגרת התסקיר הראשון שירות המבחן ציין שלל גורמי סיכון הטמונים בנאשם ואולם במסגרת התסקיר המשלים שהוגש לא ניתן להבין כיצד טופלו אותם גורמי סיכון. שירות המבחן לא פירט אלו תכנים עובדו במסגרת הקבוצה הטיפולית. שנית, עיון בתסקיר מלמד כי קיים קושי מובנה לתת אמון מלא לדיווחי הנאשם ואמו ביחס לנסיבותיו הרפואיות והנפשיות בעקבות תאונת דרכים שעבר הנאשם משעה שהאירועים לא אומתו ולא הוצג כל מסמך התומך בטענות אלה. כך, הן משום הסתירה שבין דברי הנאשם (לפיו עבר הליך טיפולי מצומצם אצל פסיכיאטר בעקבות תאונת הדרכים) ובין דברי האם (לפיהם הנאשם טופל לכאורה אצל פסיכיאטר במשך 5 שנים) והן משום שגם בפניה לגורמי הרווחה וקופת החולים לא נמצא תיעוד לכך שהנאשם עבר אבחון פסיכיאטרי.",נסיבות שאינן קשורות בביצוע העבירה,דיון והכרעה
41,SH-21-09-42879-201,"קושי נוסף בתסקיר אני מוצא בכך ששירות המבחן נתן לכאורה משקל לעובדה שלא נמצאו שרידי סם ב-8 בדיקות שתן שנערכו לנאשם. עניין זה תמוה בעיני. זאת, לנוכח העובדה שנטען כי הנאשם מחזיק ברישיון רפואי לקנאביס. אמנם לנאשם מיוחסות עבירות סמים, אולם המניע לביצוע העבירות בהן הורשע הנאשם הוא מניע כלכלי מובהק ולא התמכרות לחומרים משני תודעה. למרבה ההפתעה, העובדה שהנאשם אינו סובל מבעיית התמכרות מתחזקת לנוכח העולה ממכתב העו""ס, מרכזת היחידה לטיפול והתמכרויות לשיקום האסיר, שזו מומחיותה.",נסיבות שאינן קשורות בביצוע העבירה,דיון והכרעה
42,SH-21-09-42879-201,"כך גם עיינתי במכתב מטעם הרווחה שהוגש ע""י ההגנה (נע/1) ולא מצאתי בו ממש. גם מכתב זה מאמץ ככזה ראה וקדש את הדיווח שנמסר מהאם ומהנאשם בדבר הליך טיפולי נפשי אינטנסיבי שעבר הנאשם מבלי שהוצגו תימוכין לטענה להליך טיפולי פסיכיאטרי ממושך שעבר הנאשם וכאשר שירות המבחן ציין מפורשות בתסקיר המשלים כי בפנייה לקופת החולים לא התקבל כל דיווח התואם הליך טיפולי ממושך ולא נמצא שהנאשם עבר אבחון. במכתב ציינה העו""ס כי להתרשמותה הנאשם מתמודד עם בעיה של ""פוסט טראומה"" ולא מהתמכרות לסמים. על כך יש לשוב ולתהות, שכן לא צוין הבסיס והתימוכין לקביעה זו. כך במיוחד לנוכח העובדה שבסיפא של המכתב הומלץ על תהליך אבחון ואיזון נפשי ע""י פסיכיאטר מכוון טראומה. המלצה זו כשלעצמה מלמדת על כך שהנאשם טרם אובחן ע""י גורם מוסמך כסובל מפוסט טראומה.  בהקשר זה אין לי אלא להפנות לסיפא של התסקיר המשלים שבו צוין כי רק לאחרונה הצליח הנאשם לתאם תור לפסיכיאטר, ממילא, אין בנמצא אבחון פסיכיאטרי קודם שנערך לנאשם.",נסיבות שאינן קשורות בביצוע העבירה,דיון והכרעה
43,SH-21-09-42879-201,"בנוסף, אחד הקשיים הבולטים של הנאשם, כך נראה בעיני, טמון בהיעדר השתלבות בעבודה ובחוסר יכולת לשמור על רצף תעסוקתי. גורם סיכון זה, כך נראה, לא עובד ולא טופל ונותר גורם סיכון להישנות עבירות דומות ממניעים כלכליים. כך גם, גורמי סיכון אחרים בדמות חבירה לחברה שולית, לא נראה שטופלו כנדרש.",נסיבות שאינן קשורות בביצוע העבירה,דיון והכרעה
44,SH-21-09-42879-201,"נוכח כל האמור, אני סבור שיש לתת משקל נמוך לתסקיר שירות המבחן. בהקשר זה נקבע כבר בפסיקה כך:",נסיבות שאינן קשורות בביצוע העבירה,דיון והכרעה
45,SH-21-09-42879-201,"""המבקש טוען כי התקדמותו השיקומית לא נלקחה בחשבון, וכי הערכאות הקודמות כלל לא התייחסו לנסיבותיו ולהמלצת שירות המבחן. לעניין זה, ידועה ההלכה כי תסקיר שירות המבחן, על אף הערכת מקצועיותו הרבה, מהווה המלצה בלבד ובית המשפט רשאי להפעיל את שיקול דעתו בהתחשב בכלל האינטרסים העומדים לפניו (בש""פ 5309/05 צמח נ' מדינת ישראל [פורסם בנבו] (29.6.2005)). במקרה שלפניי, בית משפט השלום קבע, בהתחשב בכלל הנסיבות, כי יש להטיל על המבקש עונש מאסר בפועל ולא בריצוי של עבודות שירות. לא ניתן לומר כי לא ניתנה התייחסות לנסיבותיו האישיות, שכן אלו פורטו וצוינו שחור על גבי לבן, ולמרות זאת בחר בית המשפט לבכר את השיקולים שעמדו לחובתו. משכך, מסקנתן של שתי הערכאות הקודמות, שלא לאמץ את המלצת שירות המבחן, מקובלת עלי"" (רע""פ 893/15 יוסף בורנשטיין ביטון נגד מדינת ישראל, פורסם בנבו 19.4.2015, פסקה 8).",נסיבות שאינן קשורות בביצוע העבירה,דיון והכרעה
46,SH-21-09-42879-201,"כפועל יוצא מכך, מצאתי שאין מקום במקרה זה לאמץ את המלצות שירות המבחן ולהסתפק בשל""צ בלבד.",נסיבות שאינן קשורות בביצוע העבירה,דיון והכרעה
47,SH-21-09-42879-201,"מסקנתי הנוספת בקשר לאמור בתסקיר שירות המבחן ובמכתב מטעם הרווחה (נע/1), וזאת אף אם אקבל מסקנתם והמלצתם, היא שההליך הטיפולי בעניינו של הנאשם טרם החל, שהרי הנאשם לא אובחן כלל על ידי פסיכיאטר.",נסיבות שאינן קשורות בביצוע העבירה,דיון והכרעה
48,SH-21-09-42879-201,"ב""כ הנאשם טען כי הנאשם שהה במעצר באיזוק אלקטרוני תקופה משמעותית (עמ' 13 שו' 28 לפרוטו'), וכי יש להביא בחשבון גם תקופה זו לעניין העונש, אלא שאין ממש בטענה זו שכן הנאשם לא היה נתון במעצר באיזוק אלקטרוני כלל.",נסיבות שאינן קשורות בביצוע העבירה,דיון והכרעה
49,SH-21-09-42879-201,לחובת הנאשם יש להביא בחשבון את עברו הפלילי הכולל 2 הרשעות קודמות שהאחרונה שבהן היא הרלבנטית. בהרשעתו האחרונה נידון הנאשם בעבירות של החזקת סכין והחזקת סם לצריכה עצמית (הרשעה מיום 7.7.2022 בגין עבירות שבוצעו ביום 31.1.2020. כתב האישום שם הוגש בחודש אוקטובר 2020). עוד יש לזקוף לחובתו של הנאשם את העובדה שביצע את העבירות נושא הליך זה (כתב האישום הוגש בחודש ספטמבר 2021) בעוד הוא עומד לדין בגין עבירות של סמים והחזקת סכין בבית משפט אחר.,נסיבות שאינן קשורות בביצוע העבירה,דיון והכרעה
