part_number,verdict,text,part,predicted_category
11,ME-16-06-50916-362,"במסגרת הראיות לעונש מטעם המאשימה הגיש בא כוחה את גיליון המרשם הפלילי והתעבורתי של הנאשם – ת/1. כמו כן, הגיש ב""כ המאשימה את כתב האישום, הכרעת הדין וגזר הדין  בתיק פל""א (תעבורה עכו)  57-09-13, אשר  בו הושת על הנאשם מאסר על תנאי בן ה- 4 חודשים שיש להפעילו בתיק זה. כן, הגיש ב""כ המאשימה את טיעוני המאשימה לעונש בכתב- ת/3 והוסיף וטען בעל- פה בדיון בפניי ביום 29.1.17.",טיעוני המאשימה לעונש,ראיות לעונש
12,ME-16-06-50916-362,"10 .	ב""כ המאשימה ציין כי לחובת הנאשם 14 הרשעות קודמות במגוון רחב של עבירות רכוש ואלימות, בגינן ריצה הנאשם בעבר עונשי מאסר בפועל. עוד צוין, כי לחובת הנאשם 15 הרשעות קודמות בעבירות תעבורה שונות.",טיעוני המאשימה לעונש,ראיות לעונש
13,ME-16-06-50916-362,"ב""כ המאשימה טען כי עבירות האלימות, המבוצעות באמצעות נשק, נגזרות באופן ישיר מהחזקה של נשק בלתי חוקי על ידי אלו שאינם מורשים ואינם מיומנים בהחזקת נשק שכזה, וכן על ידי גורמים עבריינים המבצעים שימוש בנשק. בנקודה זו טען ב""כ המאשימה, כי שומה על בית המשפט להילחם בתופעת האלימות הגואה והמאופיינת בשימוש בנשק, זאת באמצעות השתת ענישה מחמירה אשר תעביר מסר תקיף, חד וברור לנאשם ולעבריינים בכוח, לפיו החברה, ובראשה בתי המשפט, סולדים מעבירות כגון אלו.",טיעוני המאשימה לעונש,טיעוני הצדדים
14,ME-16-06-50916-362,"ב""כ המאשימה ציין את עונשי המקסימום שקבע המחוקק בצד העבירות בהן הורשע הנאשם, תוך שטען כי לשיטתה של  המאשימה, רף ענישה זה צריך לשמש כנקודת מוצא של בית המשפט בבואו לקבוע את מתחם העונש ההולם את המעשים החמורים בהם הורשע הנאשם. ב""כ המאשימה הוסיף וטען, כי על העונש לשמש גורם מוקיע, מתריע ומרתיע, וזאת על מנת לשקף את היחס בין חומרת המעשים ובין סלידתה של החברה מעבירות אלו, ולהעביר מסר לפיו מבצעי העבירות יהיו צפויים ""לשלם"" על כך באכיפה בלתי סלחנית.",טיעוני המאשימה לעונש,טיעוני הצדדים
15,ME-16-06-50916-362,"ב""כ המאשימה טען, כי הערכים שנפגעו כתוצאה ממעשיו של הנאשם הם ההגנה על שלמות גופו של אדם, הגנה על בריאות הציבור, מלחמה בהחזקת כלי נשק בלתי חוקיים בידי גורמים עבריינים בלתי מורשים, מניעת פגיעה בשלטון החוק, וכן שמירה על ביטחונם של הנוסעים בכביש והולכי הרגל. ב""כ המאשימה הדגיש את חלקו הבלעדי של הנאשם בביצוע העבירות, כמו גם את הנזק הרב, אשר צפוי היה להיגרם כתוצאה מביצוען. הוטעם, כי הנאשם ירה מספר פעמים לכיוון האזור בו עמדו נאסר וקבוצת אנשים, בדרך נמהרת שיש בה לסכן חיי אדם ולגרום לחבלה. הובהר, כי הנזק הצפוי מביצוע מעשים אלו הוא פציעה חמורה ואף אובדן חיים.",טיעוני המאשימה לעונש,טיעוני הצדדים
16,ME-16-06-50916-362,"ב""כ המאשימה הפנה לגיליונות המרשם הפלילי והתעבורתי של הנאשם-ת/1, זאת כדי ללמד על מסוכנותו של הנאשם לחברה. צוין כי הנאשם מתנהל כאדם חסר מעצורים, נטול ערכים, הבז לחוקי המדינה וערכיה, וזאת כשמעל ראשו מרחף עונש של מאסר על תנאי בן 4 חודשים,  בר הפעלה. בנקודה זו הוסיף וטען ב""כ המאשימה, כי על עברו של הנאשם לבוא לידי ביטוי הן בהשתת עונש של מאסר ברף הגבוה של מתחם הענישה ההולם לו עותרת המאשימה, כאמור להלן, והן בהפעלת עונש המאסר על תנאי, במצטבר לעונש המאסר שיושת על הנאשם.",טיעוני המאשימה לעונש,טיעוני הצדדים
17,ME-16-06-50916-362,"ב""כ המאשימה הפנה לאמור בתסקיר שירות המבחן וטען כי התסקיר מחזק את עמדתה של המאשימה בתיק זה. הודגש בנקודה זו, כי שירות המבחן העריך את רמת הסיכון להישנות עבירות דומות בעתיד על ידי הנאשם כגבוהה, זאת ברמת מסוכנות גבוהה של העבירות.",טיעוני המאשימה לעונש,טיעוני הצדדים
18,ME-16-06-50916-362,"ב""כ המאשימה הפנה, בטיעוניו לעונש, לפסקי דין, לתמיכה בעמדתה העונשית של המאשימה בתיק זה הן לעניין העבירות בנשק והן לעניין העבירה של נהיגה בזמן פסילה.",טיעוני המאשימה לעונש,טיעוני הצדדים
19,ME-16-06-50916-362,"לסיכום, עותרת המאשימה כי בית המשפט יקבע בתיק זה מתחם עונש הולם לכלל העבירות שביצע הנאשם, הנע בין עונש של 3.5 שנות מאסר  לבין עונש של  6 שנות מאסר. כמו כן, עתר ב""כ המאשימה לכך שהעונש שיושת על הנאשם יעמוד ברום המתחם הנ""ל, זאת בצד הפעלת עונש המאסר המותנה התלוי ועומד נגד הנאשם. עוד עותרת המאשימה להשתת רכיבי ענישה נוספים על הנאשם - מאסר על תנאי מרתיע ומשמעותי, פסילת רישיון נהיגה בפועל ועל תנאי לתקופה ממושכת וכן קנס כספי כבד. כמו כן, עותרת המאשימה להפעלת ההתחייבות הכספית בסך 3000 ₪, עליה חתם הנאשם במסגרת ההליך המשפטי בתיק (תעבורה עכו) פל""א 57-09-13.",טיעוני המאשימה לעונש,טיעוני הצדדים
20,ME-16-06-50916-362,"הסנגור, בטיעוניו לעונש, הדגיש את הודאת הנאשם בהזדמנות הראשונה בעובדות כתב האישום המתוקן, המקל עם הנאשם, זאת נוכח מחיקת הוראת החיקוק בגין העבירה החמורה של חבלה בכוונה מחמירה, לפי סעיף 329(2) לחוק העונשין שנכללה בכתב האישום המקורי, והוספת עבירות קלות יותר חלף העבירה הנ""ל – עבירה של ירי באזור מגורים, לפי סעיף 340 א' לחוק הנ""ל ועבירה של מעשה פזיזות ורשלנות, לפי סעיף 338(א)(5) לחוק הנ""ל. הסנגור ציין, כי הודאת הנאשם מעידה על לקיחת אחריות כנה וחוסכת מזמנו של בית המשפט.",טיעוני ההגנה לעונש,טיעוני הצדדים
21,ME-16-06-50916-362,"לטענת הסנגור, אין לחובת הנאשם הרשעות קודמות בעבירות דומות, שכן עברו כולל בחובו בעיקר הרשעות בעבירות רכוש וסמים, נוכח התמכרותו לסמים. עוד נטען כי לא קדם תכנון מוקדם לעבירות מושא כתב האישום, וכי הן באו לעולם אך בעטיו של ויכוח קולני עם בני משפחת המתלונן שהתגודדו סביבו של הנאשם, תוך שאחד מהם החזיק אלה, דבר שגרם לו לחוש מאוים והביאו לירות מספר יריות על מנת להרחיק את בני משפחת המתלונן. הסנגור ציין בנקודה זו, כי בעבר נפגע הנאשם קשות על ידי בני משפחת המתלונן שנהגו כלפיו באלימות ולפיכך חשש הפעם מפניהם.",טיעוני ההגנה לעונש,טיעוני הצדדים
22,ME-16-06-50916-362,"ב""כ הנאשם הפנה, בטיעוניו לעונש, למספר פסקי דין והגיש אסופת פסיקה כדי להמחיש את עמדתה לעונש של ההגנה בתיק זה (נ/1). ב""כ הנאשם טען, כי אסופת הפסיקה שהגיש מלמדת, כי מתחם העונש ההולם לו עותרת המאשימה בתיק זה אינו הולם את נסיבות ביצוע העבירות שבפנינו. עוד נטען על ידי הסנגור, כי בגין העבירה של נהיגה בזמן פסילה מושת, בדרך כלל, עונש של מאסר בפועל בדרך של עבודות שירות, ולכל היותר – מספר חודשי מאסר של ממש. עוד צוין, כי בין הצדדים נערכה סולחה. בנקודה זו יוער, כי הטענה הנ""ל לא פורטה ולא גובתה במסמך כלשהו.",טיעוני ההגנה לעונש,טיעוני הצדדים
23,ME-16-06-50916-362,"ב""כ הנאשם טען כי הנאשם הוא אב לחמישה ילדים, וכי כיום הוא שומר, במסגרת מעצרו, על ניקיונו מסמים. ב""כ הנאשם ביקש להעדיף במקרה שבפנינו את האינטרס לשיקומו של הנאשם, תוך שטען כי הנאשם מבקש לפתוח דף חדש בחייו לאחר שהמעצר המחיש לו את חומרת מעשיו. בסיכומו של דבר, ביקש הסנגור להסתפק בתיק זה בהטלת עונש של מאסר בפועל על הנאשם לתקופה של כ- 12 חודשים, תוך הפעלת המאסר המותנה התלוי ועומד נגד הנאשם בחופף לתקופת המאסר בפועל. בנקודה זו הטעים הסנגור, כי העבירה של נהיגה בזמן פסילה, המפעילה את המאסר המותנה, אינה העבירה המהותית בתיק זה. עוד הבהיר הסנגור, כי ההגנה אינה מתנגדת להפעלת ההתחייבות הכספית שנחתמה על ידי הנאשם בתיק הקודם נגדו.",טיעוני ההגנה לעונש,טיעוני הצדדים
24,ME-16-06-50916-362,"הנאשם, בדבריו בפני בית המשפט, אישר כי טעה טעות חמורה, תוך שטען כי העבירות בתיק זה בוצעו על ידו בעטיו של אירוע קודם, במסגרתו הותקף על ידי אותם אנשים (בני משפחת המתלונן). הנאשם הסביר כי הגיע למקום האירוע, בלית ברירה, מפאת מחלת אמו שהלכה מאז לעולמה. עוד טען הנאשם כי ""שילם"" מחיר כבד בגין מעשיו, זאת נוכח נטישתו את  חמשת ילדיו. לסיום, הביע הנאשם צער רב על מעשיו.",טיעוני ההגנה לעונש,טיעוני הצדדים
25,ME-16-06-50916-362,"תיקון מס' 113 לחוק העונשין מתווה את העיקרון המנחה כיום את ביהמ""ש בבואו לגזור דינו של נאשם, שהינו, לפי סעיף 40 ב לחוק העונשין, עיקרון ההלימה, לפיו צריך להתקיים יחס הולם בין חומרת מעשה העבירה בנסיבותיו ומידת אשמו של הנאשם לבין סוג ומידת העונש המוטל עליו. יחס זה מבטא, למעשה, את עיקרון הגמול (ראו: ע.פ. 1523/10 פלוני נ' מדינת ישראל, 18/4/12). סעיף 40 ג' לחוק העונשין קובע, כי על ביהמ""ש לקבוע מתחם עונש הולם למעשה העבירה שביצע הנאשם, בהתאם לעיקרון המנחה הנ""ל. לשם כך, יתחשב ביהמ""ש בערך החברתי שנפגע מביצוע העבירה, במידת הפגיעה בו, במדיניות הענישה הנהוגה ובנסיבות הקשורות בביצוע העבירה, הכלולות בסעיף 40 ט' לחוק העונשין. על בית המשפט, בשלב הראשון של יישום תיקון 113 לחוק העונשין, לבדוק האם העבירות בהן הורשע הנאשם מהוות אירוע אחד או כמה אירועים נפרדים, שאז לקבוע מתחם ענישה הולם לכל אירוע בנפרד ולאחר מכן לגזור עונש נפרד לכל אירוע (בד בבד עם קביעה האם ירוצו העונשים בחופף או במצטבר) או עונש כולל לאירועים כולם (סעיף 40י""ג (ב) לחוק העונשין) (ראה ע""פ 8641-12 מוחמד סעד נ' מ""י,  ניתן ביום 5.8.13).",דיון והכרעה,דיון והכרעה
26,ME-16-06-50916-362,"במקרה דנן אין חולק כי העבירות בהן הורשע הנאשם מהוות אירוע אחד, ולפיכך אקבע בגינן מתחם עונש הולם אחד. אקדים ואציין, כי הערך המוגן שנפגע כתוצאה מביצוע עבירת הנשק ע""י הנאשם, בצד העבירות של ירי באזור מגורים, איומים ומעשה פזיזות ורשלנות, הינו- שלומם וביטחונם של נאסר והאנשים, הנזכרים בכתב האישום, בפרט, וכן שלום הציבור ובטחונו, בכלל. ""עבירות בנשק לסוגיהן מגלמות בתוכן סיכון ממשי לשלום הציבור ולבטחונו, שכן לא ניתן לדעת להיכן יתגלגלו כלי הנשק המוחזקים שלא כדין, ואיזה שימוש יעשה בהם בעתיד"" (ע""פ 7502/12 ‏כוויס נ' מדינת ישראל (25.6.2013)). בתי המשפט עמדו לא אחת על חומרתן הרבה של עבירות הנשק למיניהן, על פוטנציאל הסיכון הרב הטמון בשימוש בנשק ללא היתר, ועל התוצאות הקשות והרות-הגורל שעלולות להיגרם מביצוע עבירות אלו, כל שכן כשעסקינן בירי באזור מגורים.",דיון והכרעה,דיון והכרעה
27,ME-16-06-50916-362,"25.   יפים בענייננו דבריו הבאים של בית המשפט העליון, כפי שנאמרו בע""פ 6989/13 חנא פרח נ' מ""י (25.2.14):",דיון והכרעה,דיון והכרעה
28,ME-16-06-50916-362,"זאת ועוד, בע""פ 1676/08 אבו האני ואח' נ' מ""י  (1.6.09) נאמרו מפי בית המשפט העליון הדברים הבאים שאף כוחם יפה בתיק זה:",דיון והכרעה,דיון והכרעה
29,ME-16-06-50916-362,"עוד אציין, כי מעבר לעבירות שעניינן נשיאת והובלת נשק, איומים, יריות באיזור מגורים ומעשה פזיזות ורשלנות, ביצע הנאשם שתי עבירות נוספות שעניינן, כאמור, נהיגה בזמן פסילה ונהיגה ללא רישיון נהיגה בתוקף, מאז שנת 2002. הערכים החברתיים שנפגעו כתוצאה מביצוע העבירות הנ""ל על ידי הנאשם הינם שלטון החוק והמשפט וכן ביטחון הציבור.",דיון והכרעה,דיון והכרעה
30,ME-16-06-50916-362,"להמחשת חומרת העבירות הנ""ל, יפים דבריו הבאים של בית המשפט העליון, כפי שנאמרו מפי כב' השופט רובינשטיין:",דיון והכרעה,דיון והכרעה
31,ME-16-06-50916-362,"""עבירות נהיגה בפסילה ללא ביטוח וללא רישיון, יש בהן לא רק דופי פלילי אלא אף מוסרי כפול: הסיכון המובהק לעוברי דרך (וגם לנוהג עצמו), וזו עיקר, וכן קשיים במימוש פיצויים בעקבות תאונות דרכים אם אלה יקרו חלילה בעת נהיגה כזאת [...] ומכל מקום הטלתם על קופת הציבור"" (רע""פ 665/11 אבו עמאר נ' מדינת ישראל, פסקה ז').",דיון והכרעה,דיון והכרעה
32,ME-16-06-50916-362,"עוד נקבע בעניין חומרת עבירה של נהיגה בזמן פסילה, מפי כב' השופט לוי ברע""פ 6115/06 מדינת ישראל נ' אבו-לבן (פסקה 5), כי:",דיון והכרעה,דיון והכרעה
33,ME-16-06-50916-362,"בחינת הנסיבות הקשורות בביצוע העבירות ע""י הנאשם, כאמור בסעיף 40ט לחוק העונשין, מלמדת בדבר חלקו הבלעדי של הנאשם בביצוע העבירות וכן כי יכול היה במקרה דנן להיגרם נזק חמור וקשה כתוצאה מביצוען. ודוק, הנאשם נשא עמו ברכבו נשק מסוכן מסוג ""קרל גוסטב"" ואף הותיר את הנשק ברכב כאשר נכנס לביתו של אחיו. כבר במעשהו הנ""ל יצר הנאשם מצב של סיכון, עת שהותיר את הנשק ברכב, ללא השגחה. בהמשך, ירה הנאשם לא פחות משישה כדורים לאזור בו עמדו נאסר וקבוצת האנשים ולאחר מכן, שוב ירה הנאשם מספר כדורים, כל זאת במטרה להפחיד. אינני מתעלמת מטיעונו של הסנגור, לפיו הותקף הנאשם קשות בעבר על ידי אותם אנשים, כמו גם מכך שהנאשם, מטבע הדברים, חש מאוים, לאחר שהבחין באלה בידו של אחד מהאנשים הנ""ל ולאחר שחלקם רץ אחרי רכבו. דא עקא, שהנאשם פעל בדרך בלתי סבירה ונמהרת, עת שירה מספר פעמים נשק חם באזור מגורים, דבר המגלם בחובו מסוכנות פוטנציאלית רבה. למרבה המזל, לא נפגע איש במהלך האירוע, אולם האירוע שבפנינו יכול היה, חלילה, להסתיים אחרת, בדרך של פגיעה בגוף או בדרך טראגית יותר של קיפוד חיי אדם.",דיון והכרעה,דיון והכרעה
34,ME-16-06-50916-362,"בחינת מדיניות הענישה הנהוגה בגין עבירה של נשיאה והחזקת נשק, תוך שימוש בנשק, מלמדת בדבר השתת עונשי המאסר בפועל, כדלקמן:",דיון והכרעה,דיון והכרעה
35,ME-16-06-50916-362,"•	ת.פ. (מחוזי חיפה) 7136/08 מ""י נ' יאסין, 4.12.2008. באותו מקרה נגזרו 36 חודשי מאסר על נאשם שירה לעבר מתלונן בעת שהאחרון שהה במסעדה. גם לאחר הירי הראשוני המשיך הנאשם לרדוף אחר המתלונן שניסה להימלט. המתלונן לא נפגע מהירי. הנאשם היה בן 27, עם עבר פלילי שאינו מכביד באופן יחסי, הגיע להסכם סולחה עם המתלונן והודה במיוחס לו. ערעור שהוגש על חומרת העונש – נדחה (ע""פ 10837/08).",דיון והכרעה,דיון והכרעה
36,ME-16-06-50916-362,"•	 ת.פ. (מחוזי ירושלים) מ""י נ' עווידה (19.12.13). במקרה הנ""ל ירה הנאשם לעבר המתלונן ממרפסת ביתו וממרחק של כ 15-20 מטרים, בהמשך לסכסוך קודם. בית המשפט קבע מתחם שנע בין  30 חודשי מאסר בפועל עד 5 שנות מאסר בפועל, וגזר על הנאשם בן ה-48 שהודה במיוחס לו ושעברו הפלילי אינו מכביד, עונש של 30 חודשי מאסר בפועל.",דיון והכרעה,דיון והכרעה
37,ME-16-06-50916-362,"•	ת""פ (מחוזי חיפה) 29911-03-15 מדינת ישראל נ' אבו דיב (11.08.15). בתיק הנ""ל שנדון בפני השתתי על הנאשם, שהורשע מכוח הודאתו בביצוע עבירות בנשק, עונש של 28 חודשי מאסר בפועל, בצד ענישה מותנית. יצוין כי הנאשם הנ""ל החזיק ונשא, ללא היתר כדין, אקדח, באמצעותו ירה מספר רב של כדורים בשטח חווה שבבעלותו, ובהמשך – בשכונת מגורים, ירה שוב הנאשם, באמצעות האקדח, מספר רב של כדורים, תוך כדי נסיעה ברכב בו נהג אחר. יצוין, כי בנוסף ירה הנאשם הנ""ל שני כדורים נוספים מתוך הרכב, זאת לאחר שהאחר עקף ברכבו רכב אחר שנסע לפניהם בכביש. בעברו של הנאשם הנ""ל הייתה הרשעה קודמת אחת בעבירות אלימות בגינה הושת עליו מאסר בפועל לתקופה של 18 חודשים.",דיון והכרעה,דיון והכרעה
38,ME-16-06-50916-362,"במסגרת סקירת מדיניות הענישה הנהוגה בגין עבירה של נהיגה בזמן פסילה, תובא הפסיקה הבאה:",דיון והכרעה,דיון והכרעה
39,ME-16-06-50916-362,"•	בעפ""ת (מחוזי חיפה) 19139-10-14 ריהאם נ' מ""י (13.11.14) הותירה ערכאת הערעור על כנו עונש של מאסר בפועל בן 4 חודשים בדרך של עבודות שירות, אשר הושת על המערערת שהורשעה בעבירות שעיקרן נהיגה בזמן פסילה. יצוין, כי לחובת המערערת הנ""ל עמדו 5 הרשעות תעבורה קודמות.",דיון והכרעה,דיון והכרעה
40,ME-16-06-50916-362,"•	בעפ""ת (מחוזי חיפה) 17060-03-13 יעקובוב נ' מ""י (3.6.13) דובר במערער עליו הושתו בערכאה הדיונית 6 חודשי מאסר בפועל בדרך של עבודות שירות, תוך הפעלת מאסר על תנאי בן 4 חודשים בחופף, וכן פסילה בפועל לתקופה של 36 חודש, תוך הפעלת פסילה על תנאי לתקופה של 3 חודשים, בחופף, וכן קנס כספי. הערעור הנ""ל על חומרת העונש, שהופנה בעיקרו נגד עונש הפסילה בפועל, נדחה, תוך שערכאת הערעור ציינה כי חרף נסיבותיו האישיות הקשות של המערער, יש להותיר את הענישה שהושתה עליו על כנה, זאת בהינתן עברו התעבורתי המכביד.",דיון והכרעה,דיון והכרעה
41,ME-16-06-50916-362,"•	בעפ""ת (מחוזי חיפה) 44863-06-12 נסאר נ' מ""י (26.2.13) נדחה ערעור המערער עליו הושת בערכאה הדיונית עונש של 3 חודשי מאסר בפועל, תוך הפעלת מאסר על תנאי בן 8 חודשים בחופף ובצד עונשים נלווים.",דיון והכרעה,דיון והכרעה
42,ME-16-06-50916-362,"לאחר שבחנתי, כאמור, את הערכים שנפגעו כתוצאה מביצוע העבירות בתיק זה על ידי הנאשם, כמו גם את נסיבות ביצוע העבירות, ואת מדיניות הענישה הנהוגה, לרבות הפסיקה שהוגשה על ידי כל אחד מהצדדים, הגעתי לכלל מסקנה כי מתחם העונש ההולם בתיק זה נע בין עונש של 28 חודשי מאסר בפועל לבין עונש של 48 חודשי מאסר בפועל.",דיון והכרעה,דיון והכרעה
