part_number,verdict,text,part,predicted_category
11,ME-16-08-54879-35,"במסגרת טיעוני ההגנה לעונש, ציין הסנגור המלומד כי הנאשם בן 56, גרוש ואב לשני ילדים בני 9 ו-17. הסנגור ציין בנקודה זו, כי בנו הצעיר של הנאשם חולה מאד, וכי הקשר ההדוק בין הנאשם לבין בנו נותק, מפאת מעצרו של הנאשם.",טיעוני ההגנה לעונש,טיעוני הצדדים
12,ME-16-08-54879-35,"הסנגור ציין, כי הנאשם נעצר ביום 17.8.16 וכן הדגיש את הסכמת הנאשם להישאר נתון במעצר עד תום ההליכים בעניינו. הסנגור הוסיף וציין את לקיחת האחריות ע""י הנאשם ואת הודאתו בהזדמנות הראשונה לאחר תיקונו של כתב האישום, באופן שהביא למחיקת העבירה של החזקת נשק שלא כדין.",טיעוני ההגנה לעונש,טיעוני הצדדים
13,ME-16-08-54879-35,"באשר לנסיבות ביצוע העבירה, הפנה הסנגור לדיסק נ/1,  בציינו כי צפייה בדיסק הנ""ל מלמדת כי הנאשם נעצר ממש סמוך לביתו, כך שמדובר, לדידו, בעבירה של נשיאה והובלת נשק למרחק קצר מאוד, אשר מצויה ברף הנמוך של עבירות מסוג זה , והקרובה יותר בנסיבותיה לעבירה של החזקת נשק.",טיעוני ההגנה לעונש,טיעוני הצדדים
14,ME-16-08-54879-35,"הסנגור הוסיף וטען כי הענישה היא אינדיבידואלית, תוך שהדגיש את דבריו של נעים באשר לתמיכה שמקבל הנאשם מבני משפחתו. הסנגור הבהיר כי כיום הנאשם מבין שאם ישוב לסורו, תחדל משפחתו לתמוך בו.",טיעוני ההגנה לעונש,טיעוני הצדדים
15,ME-16-08-54879-35,"באשר למתחם העונש ההולם, ביקש הסנגור שלא לאמץ את מתחם העונש שהוצע ע""י המאשימה, וטען כי ההגנה סבורה שמתחם העונש ההולם, בנסיבותיו של תיק זה, נע בין 36-10 חודשי מאסר בפועל. לתמיכה בעמדתה העונשית של ההגנה, הגיש הסנגור פסיקה (נ/3). הסנגור הוסיף וטען, כי יש להשית על הנאשם עונש ברף התחתון של המתחם הנ""ל, תוך מתן הדעת לכך שעברו הפלילי המכביד, כפי הנראה, ימנע ממנו חופשות במהלך מאסרו או ניכוי שליש ממאסרו.",טיעוני ההגנה לעונש,טיעוני הצדדים
16,ME-16-08-54879-35,"הנאשם, בדבריו בפניי, הביע סליחה וצער על מעשיו שהסבו סבל לילדיו וביקש את רחמיו של בית המשפט בגזירת דינו.",טיעוני ההגנה לעונש,טיעוני הצדדים
17,ME-16-08-54879-35,"תיקון מס' 113 מתווה את העיקרון המנחה כיום את ביהמ""ש בבואו לגזור דינו של נאשם, שהינו, לפי סעיף 40 ב לחוק העונשין, עיקרון ההלימה, לפיו צריך להתקיים יחס הולם בין חומרת מעשה העבירה בנסיבותיו ומידת אשמו של הנאשם לבין סוג ומידת העונש המוטל עליו. יחס זה מבטא, למעשה, את עיקרון הגמול (ראו: ע.פ. 1523/10 פלוני נ' מדינת ישראל, 18/4/12). סעיף 40 ג' לחוק העונשין קובע, כי על ביהמ""ש לקבוע מתחם עונש הולם למעשה העבירה שביצע הנאשם, בהתאם לעיקרון המנחה הנ""ל. לשם כך, יתחשב ביהמ""ש בערך החברתי שנפגע מביצוע העבירה, במידת הפגיעה בו, במדיניות הענישה הנהוגה ובנסיבות הקשורות בביצוע העבירה, הכלולות בסעיף 40 ט' לחוק העונשין.",דיון והכרעה,דיון והכרעה
18,ME-16-08-54879-35,"הערך המוגן הנפגע כתוצאה מביצוע עבירה של נשיאת והובלת נשק הינו שלום הציבור ובטחונו. ""עבירות בנשק לסוגיהן מגלמות בתוכן סיכון ממשי לשלום הציבור ולבטחונו, שכן לא ניתן לדעת להיכן יתגלגלו כלי הנשק המוחזקים שלא כדין, ואיזה שימוש יעשה בהם בעתיד"" (ע""פ 7502/12 ‏כוויס נ' מדינת ישראל (25.6.2013)). בתי המשפט עמדו לא אחת על חומרתן הרבה של עבירות הנשק למיניהן, על פוטנציאל הסיכון הרב הטמון בנשיאת נשק ללא היתר ועל התוצאות הקשות והרות-הגורל שעלולות להיגרם מביצוע עבירות אלה, שהינן, לדאבון הלב, עבירות נפוצות, כפי שטען ב""כ המאשימה ובצדק.",דיון והכרעה,דיון והכרעה
19,ME-16-08-54879-35,"במסגרת סקירת הנסיבות הקשורות בביצוע העבירה, כאמור בסעיף 40 ט לחוק העונשין, אציין ראשית, לחובת הנאשם, את סוג הנשק בו עסקינן. ודוק, מדובר בענייננו בנשק מסוג תת מקלע  מאולתר (נשק אוטומטי), כשלצידו מחסנית המתאימה לו ובתוכה 7 כדורים, דבר הממחיש כאלף עדים את פוטנציאל המסוכנות בעבירה שבפנינו. יודגש בנקודה זו, לחומרה, כי הנאשם ביצע את העבירה בעצמו, ללא שותפים, וכן כי נשא את הנשק, בסמוך לביתו, היינו: בלב שכונת מגורים, על כל המשתמע מכך. עם זאת, לטובת הנאשם, יש לציין את מרחק הנשיאה הקצר של הנשק ע""י הנאשם. ב""כ המאשימה, ברוב הגינותו, אף אישר כי העבירה של נשיאת נשק הינה מינורית בתיק זה, זאת בהינתן המרחק הקצר מאוד של נשיאת הנשק (ראו: דיסק השחזור נ/1 והתמונה נ/2). עוד יודגש, לקולה, כי הנאשם הורשע, כאמור, אך בגין נשיאת הנשק שלא כדין, זאת לאחר שבמסגרת תיקון כתב האישום, נמחקה העבירה של החזקת נשק שלא כדין שיוחסה לנאשם בכתב האישום המקורי.",דיון והכרעה,דיון והכרעה
20,ME-16-08-54879-35,"במסגרת סקירת מדיניות הענישה הנהוגה בגין העבירה שעניינה נשיאת נשק, תובא הפסיקה הבאה:",דיון והכרעה,דיון והכרעה
21,ME-16-08-54879-35,"בת""פ (מחוזי באר שבע) 4338-04-13  מדינת ישראל נ' אביעוז ( 11.12.16) הושת על נאשם שהורשע, לאחר שמיעת ראיות, בעבירה של תגרה ובעבירות של נשיאת והובלת נשק - עונש של 14 חודשי מאסר בפועל, בצירוף ענישה נלווית. במקרה הנ""ל דובר בנאשם שנשא במכנסיו מאחור אקדח מסוג ברטה, טעון במחסנית מלאה בכדורים ודרוך בכדור בבית הבליעה ובכיס מכנסיו של אותו נאשם נמצאה מחסנית נוספת, מלאה בכדורים.",דיון והכרעה,דיון והכרעה
22,ME-16-08-54879-35,"בת""פ (מחוזי חיפה) 31862-05-13  מ""י נ' מוחמד מחאמיד (1.10.13) הוטל על נאשם צעיר, בן פחות מ- 21, עונש של 21 חודשי מאסר בפועל בגין עבירה של נשיאת נשק (אקדח) שלא כדין בצד עבירה של הפרעה לשוטר בשעת מילוי תפקידו כדין.",דיון והכרעה,דיון והכרעה
23,ME-16-08-54879-35,"בת""פ (מחוזי חיפה) 2011/06 מ""י נ' אבו סנינה (07.03.06) הושת על נאשם שהורשע, עפ""י הודאתו, בגין ביצוע עבירה של נשיאת נשק שלא כדין עונש של 18 חודשי מאסר בפועל, שם דובר  באקדח שהוחזק בנסיבות מיוחדות ע""י הנאשם,  ואשר לא נעשה בו שימוש כלשהו לאורך שנים.",דיון והכרעה,דיון והכרעה
24,ME-16-08-54879-35,"בת""פ (מחוזי חיפה) 9983-05-16 מ""י נ' בסל (21.11.16) הושת על נאשם צעיר בעל עבר לא מכביד שהורשע, מכוח הודאתו,  בביצוע עבירה שעניינה החזקת ונשיאת נשק מסוג תת מקלע מאולתר ומחסנית, עונש של 12 חודשי מאסר בפועל, בצרוף ענישה נלווית. יודגש כי במקרה הנ""ל דובר בנשיאת הנשק למשך שבוע בלבד. עוד יוער כי המדינה הגישה ערעור, התלוי ועומד, על קולת העונש.",דיון והכרעה,דיון והכרעה
25,ME-16-08-54879-35,"לאחר ששקלתי, כאמור, בתיק זה את הערך שנפגע כתוצאה מביצוע העבירה, כמו גם את נסיבות ביצוע העבירה ואת מדיניות הענישה הנהוגה, לרבות את הפסיקה שהגיש כל אחד מהצדדים (ת/3 ו- נ/3), הגעתי לכלל מסקנה כי מתחם העונש ההולם נע בתיק זה בין עונש של 12 חודשי מאסר בפועל לבין עונש של 36 חודשי מאסר בפועל, בצד עונש של מאסר על תנאי.",דיון והכרעה,דיון והכרעה
26,ME-16-08-54879-35,"במסגרת בחינת הנסיבות שאינן קשורות בביצוע העבירה, כאמור בסעיף 40 י""א לחוק העונשין, אציין, בראש ובראשונה, לטובת הנאשם, את הודאתו בהזדמנות הראשונה בעובדות כתב האישום המתוקן, אשר חסכה הן מזמנו היקר של בית המשפט והן את העדת עדי התביעה. עוד אוסיף ואציין בנקודה זו, לקולה, את נסיבותיו האישיות של הנאשם, כפי שהובאו בפני בית המשפט מפי הסנגור המלומד, כמו גם את נכונות אחיו של הנאשם לפעול לשיקומו, כאמור בעדותו בדיון בפניי. עם זאת, מנגד, אין להתעלם מעברו הפלילי של הנאשם, הכולל בחובו מגוון רב של הרשעות קודמות בעבירות שונות. כאן יצוין כי הנאשם הורשע בעבר בביצוע עבירה דומה של החזקת נשק שלא כדין ונדון בגין כך למאסר בפועל לתקופה של שלוש שנים, אם כי מדובר בעבירה שבוצעה לפני שנים רבות מאוד (בשנת 1985).",דיון והכרעה,דיון והכרעה
27,ME-16-08-54879-35,"לאחר ששקלתי, כאמור, את הנסיבות שאינן קשורות בביצוע העבירה, הגעתי לכלל מסקנה כי מן הראוי להשית על הנאשם בתיק זה עונש של 16 חודשי מאסר בפועל, בצד רכיב ענישה של מאסר מותנה משמעותי ומרתיע.",דיון והכרעה,דיון והכרעה
28,ME-16-08-54879-35,"סיכומו של דבר, אני דנה את הנאשם, כדלקמן:",דיון והכרעה,דיון והכרעה
29,ME-16-08-54879-35,"למאסר בפועל לתקופה של 16 חודשים, בניכוי ימי מעצרו (מיום 17.08.16).",דיון והכרעה,דיון והכרעה
30,ME-16-08-54879-35,"למאסר על תנאי לתקופה של 12 חודשים למשך 3 שנים, והתנאי הוא כי הנאשם לא יעבור עבירה מסוג פשע לפי סעיף 144 לחוק העונשין, התשל""ז-1977 ויורשע בגינה.",דיון והכרעה,דיון והכרעה
31,ME-16-08-54879-35,"למאסר על תנאי לתקופה של 6 חודשים למשך 3 שנים, והתנאי הוא כי הנאשם לא יעבור עבירה מסוג עוון לפי סעיף 144 לחוק העונשין, התשל""ז-1977 ויורשע בגינה.",דיון והכרעה,דיון והכרעה
