part_number,verdict,text,part,predicted_category
11,SH-15-12-65958-120,"בתי המשפט עמדו, חזור ושנה, על החומרה הרבה הגלומה בהחזקת נשק שלא כדין. עוד נפסק, כי חומרתן של העבירות בנשק אינה מסתכמת רק בנזק שאירע בפועל אלא בפוטנציאל הטמון בחובן לסיכון של פגיעה בשלום הציבור ובטחונו (ראו ע""פ 116/13 וקנין נ' מדינת ישראל, מיום 31.07.13). כך נקבע שעבירת החזקת נשק ללא רשות כדין, עקב חומרתה, מצדיקה הטלת עונשי מאסר בפועל, גם על נאשמים שזו להם מעורבותם הראשונה עם החוק וכי  ""עצם החזקת נשק בעל פוטנציאל קטילה מבלי שיש עליו ועל בעליו פיקוח מוסדר של הרשויות טומן בחובו סיכון, כאשר המחזיק בו נתון תמיד לחשש שיתפתה לעשות בו שימוש, ולו ברגעי  לחץ ופחד"" (ע""פ 4945/13 מדינת ישראל נ' עבד אלכרים (19.1.14) ).",דיון והכרעה ,דיון והכרעה
12,SH-15-12-65958-120,"בענייננו, החזיק הנאשם בשלושה כלי נשק - שני אקדחים ותת מקלע מאולתר מסוג ""קרלו"", לצד תחמושת מתאימה. התנהלות זו, הבאה לידי ביטוי בהסתרת כלי הנשק, החזקת כלי נשק טעונים ומוכנים להפעלה במקומות שונים בביתו ותחמושת תואמת, מעצימה את פגיעתו בערכים המוגנים. עוצמת הפגיעה באה לידי ביטוי במספר היבטים: הראשון בהם- ריבוי כלי הנשק. כאמור, עסקינן בשלושה כלי נשק שונים; השני -המדובר בכלי נשק התקפיים ופוגעניים, לרבות תת מקלע; השלישי, החזקת כלי נשק טעונים ותחמושת נגישה המעידים על כוונה ברורה לעשות בהם שימוש, והאחרון- תכנון המעשים הבא לידי ביטוי ברכישת הנשק, חימושו והסתרתו.",דיון והכרעה ,דיון והכרעה
13,SH-15-12-65958-120,"ב""כ הנאשם, בטיעוניו, לא הקהה מחומרת מעשי הנאשם אך סבור, שמשהוחזקו למטרות הגנה על משפחתו הקרובה בלבד ולא לצורך ביצוע עבירות פליליות או למטרות עוינות, יש בכך כדי להביא להקלה עם הנאשם. לשיטתו, הנאשם שברגיל הינו אדם נורמטיבי ונעדר דפוסים עבריינים, נאלץ בלית ברירה להחזיק בכלי נשק כדי להגן על בני משפחתו ובראשם אביו, כשבאותה תקופה, ככל הנראה על רקע התמודדות האב על ראשות העירייה בעיר ישובו, חווה האב איומים ואף ירי לעבר רכבו.",החזקת נשק לצרכי הגנה עצמית,דיון והכרעה
14,SH-15-12-65958-120,"בעבירות מסוג זה מייחסת הפסיקה חשיבות רבה לרקע והנסיבות אופפות ביצוען ואף סיווגה העבירה של החזקה נשק שלא כדין, בהתאם לחומרת נסיבות ביצועה, במדרג חומרה מהכבד אל הקל. החל מהחזקת נשק לצורך ביצוע עבירות ביטחון ועבירות פליליות, עבור להחזקת נשק לצרכי הגנה על הנאשם או משפחתו וכלה בהחזקת נשק ללא רישיון. עניינה של החזקת נשק בשל תחושת איום, ממוקמת במרכז המדרג וההתייחסות אליה מתונה יותר מהחזקת נשק למטרות פליליות או ביטחוניות.(ב""ש 652/85 אבו מוך נ' מדינת ישראל)",החזקת נשק לצרכי הגנה עצמית,דיון והכרעה
15,SH-15-12-65958-120,"בע""פ 4945/13 מדינת ישראל נ' סולימאן (19.1.14) נדרשה כב' השופטת ארבל לשאלת השפעתה של החזקת נשק לצרכי הגנה עצמית, על רמת הענישה ומידת אשמו של הנאשם. סולימאן, שלא הייתה מחלוקת שביצע את המיוחס לו (ובין היתר נשיאת והובלת נשק וירי באוויר) מתוך תחושת פחד וחשש לחייו על רקע איומים שקיבל ולא מתוך מניע עברייני טהור, נדון למאסר בן 6 חודשים בדרך של עבודות שירות. במסגרת ערעור על קולת העונש מטעם המדינה קבעה, כי אמנם הרקע לביצוע העבירות אינו מעמיד את מעשי המערער ברף העליון של החומרה אלא שלנוכח מגמת ההחמרה בענישה לצד הסכנה הנשקפת לציבור כתוצאה מעבירות נשק, יש להחמיר מתחם הענישה ולהעמידו על 12-36 חודשי מאסר, אם כי דחתה הערעור מטעמי שיקום.",החזקת נשק לצרכי הגנה עצמית,דיון והכרעה
16,SH-15-12-65958-120,"המשך למגמה זו, ניתן למצוא גם בפסיקה שונה של בית העליון (ראו: ע""פ 7502/12 כוויס נ' מדינת ישראל, 25.6.13; רע""פ 2822/12 דוהארי נ' מדינת ישראל, 25.4.12) ובתי המשפט המחוזיים. ברע""פ 1246/17 מטר נ' מדינת ישראל (12.03.17)  נדון עניינו של נאשם שנקבע שהחזיק בנשק למטרת הגנה עצמית ועונשו הוחמר ע""י ערכאת הערעור (עפ""ג  41929-07-16 (מח-מרכז)), מ-6 חודשי עבודות שירות, ל-9 חודשי מאסר מהטעם, שאין לראות בנסיבות המעשה כמצדיקות סטייה לקולא מהמתחם שנקבע.",החזקת נשק לצרכי הגנה עצמית,דיון והכרעה
17,SH-15-12-65958-120,"בענייננו, התרשמתי שאכן הנאשם ובני משפחתו חשו חשש אמיתי לפגיעה בשלומם. הנאשם, בדבריו לפניי (העומדים בסתירה לדבריו לשירות המבחן, לפיהם מצא הנשק), ובני משפחתו, תארו תחושת איום כנה וחוסר אונים משלא טופלו תלונותיהם(רובן, אמנם, לא בסמיכות זמנים למועד העבירות),  כיאות ע""י המשטרה. לצד זאת, אין בנתונים אלו כדי לספק הסבר מניח את הדעת מדוע בחר הנאשם להחזיק בשלושה כלי נשק, ביניהם תת- מקלע, טעונים ומוכנים לשימוש. בנסיבות אלו, מצאתי ליתן משקל מסוים לקולא למטרת החזקת כלי הנשק.",החזקת נשק לצרכי הגנה עצמית,דיון והכרעה
18,SH-15-12-65958-120,"מגמת ההחמרה אכן משתקפת בעונשים שמוטלים על המבצעים עבירות בנשק. כך נקבע ברע""פ 2718/04 אבו דאחל  נ' מדינת ישראל כי ""הסכנה הטמונה בעבירה חמורה של החזקת נשק מצדיקה הטלת עונשי מאסר לריצוי בפועל גם על מי שזו עבירתו הראשונה. בבוא בית המשפט לשקול את הענישה מסוג זה, עליו לתת משקל נכבד יותר לאינטרס הציבורי ולצורך להרתיע עבריינים בכח מלבצע עבירות דומות, על פני נסיבות האישיות של העבריין"".",קביעת מתחם העונש ההולם,דיון והכרעה
19,SH-15-12-65958-120,"בפסיקה רבה וענפה נגזר על מחזיקי נשק, חלקם נטולי עבר פלילי, מאסר מאחורי סורג ובריח שנע בין מספר חודשים ועד 18 חודשים. כך אפנה לרע""פ 4559/16 נוסיראת נ' מדינת ישראל (22.6.16)), שם נדחתה בקשת ערעור של המבקש שעונשו הוחמר (עפ""ג 27108-01-16 מח-מרכז) מ-6 חודשי עבודות שירות למאסר בן -9 חודשים. בית המשפט קבע, כי אין די בנסיבותיו האישיות של הנאשם, עברו הנקי ותסקיר חיובי במיוחד, כדי להביא לחריגה לקולא ממתחם הענישה, אף לא מטעמי שיקום. עוד ראו בעניין זה עפ""ג 50329-10-15 (מח-מרכז) מדינת ישראל נ' ענזי, שם הוחמר עונשו של בגיר צעיר, נטול עבר, ששירות המבחן המליץ להימנע בעניינו ממאסר ממש, מ-6 חודשי עבודות שירות ל-10 חודשי מאסר.",קביעת מתחם העונש ההולם,דיון והכרעה
20,SH-15-12-65958-120,"ריבוי כלי הנשק משליך אף הוא משמעותית על רמת הענישה. בעפ""ג (מח-מרכז) 27417-11-15 מדינת ישראל נ' עבד אל רחים, נדון עניינו של נאשם נעדר עבר פלילי שהחזיק ברובה, תת מקלע ""עוזי"" ותחמושת מתאימה, ונגזרו עליו 14 חודשי מאסר. בית המשפט המחוזי החמיר בעונשו, קבע מתחם ענישה שנע בין 18-36 חודשי מאסר והעמיד עונשו על 20 חודשי מאסר. עוד ראה: עפ""ג 47302-09-11 (מח-מרכז) אבו ג'אבר נ' מדינת ישראל, נאשם שהחזיק בשני אקדחים ונשק מאולתר מסוג ""קרל גוסטב"" נדון ל-18 חודשי מאסר; ת""פ (שלום כפר-סבא) 47362-06-16 מדינת ישראל נ' עיראקי- החזקת תת מקלע ואקדח, נאשם בעל עבר, נדון ל-24 חודשי מאסר; ת""פ 33552-09-16 (שלום-רמלה) מדינת ישראל נ' חאמד- נאשם נדון על החזקת אקדח ו-M-16 מאולתר ל-19 חודשי מאסר, תחתית המתחם שנקבע בין 18-42 חודשי מאסר.",קביעת מתחם העונש ההולם,דיון והכרעה
21,SH-15-12-65958-120,"אשר על כן, לאחר שבחנתי נסיבות מעשי הנאשם לצד הרקע להחזקת הנשק, מצאתי לקבוע מתחם ענישה שנע בין 18-36 חודשי מאסר.",קביעת מתחם העונש ההולם,דיון והכרעה
22,SH-15-12-65958-120,"הנאשם שלפניי אדם נורמטיבי ובעל מעמד וייחוס, שברגיל מנהל חייו באופן מסודר ותקין. נראה שדאגתו של הנאשם לאביו ולמשפחתו כולה וההתמסרות הטוטלית לשמירה על משפחתו, גררו אותו לקבלת שורה של החלטות שגויות ללא תובנה מלאה להשלכותיהן הפליליות וחשיפת משפחתו לסיכון רב. ניכר כי כיום מבין היטב את הפסול במעשיו, מביע על כך חרטה, כשלהליך המשפטי ושהייתו הממושכת בתנאים מגבילים, אפקט מטלטל ומרתיע.",קביעת מתחם העונש ההולם,דיון והכרעה
23,SH-15-12-65958-120,"שירות המבחן התרשם מנאשם שאינו בעל דפוסים עבריינים, המביע חרטה וצער על מעשיו ואינו צופה מעורבות חוזרת של הנאשם בהתנהלות פורצת חוק. הנאשם אמנם לא היה נכון להשתלב בהליך טיפולי מעמיק ועל כן לא בא שירות המבחן בהמלצה טיפולית, עם זאת סבור שיש להטיל עליו ענישה מקלה ביותר בדמות מאסר על תנאי וצו של""צ.",קביעת מתחם העונש ההולם,דיון והכרעה
24,SH-15-12-65958-120,"אין בידי לקבל עתירת ההגנה לסטייה ממתחם הענישה לצרכי השיקום, כל שכן המלצת שירות המבחן. הנאשם לא מצוי בהליך שיקום ואף התקשה בהעמקת הקשר הטיפולי עם שירות המבחן. המדובר בעתירות עונשיות שאינן מעניקות משקל ראוי לאינטרס הציבור, למלחמת החורמה שיש לנהל כנגד מחזיקי נשק ללא רשות ולכך שאין מדובר בנאשם שנתקבלה בעניינו המלצה טיפולית.",קביעת מתחם העונש ההולם,דיון והכרעה
25,SH-15-12-65958-120,"אין אלא להביע תקווה שהנאשם למד את לקחו ולא יחזור על מעשיו, אך לעת זו כשהמעשים שביצע הן בבחינת ""מכת מדינה"" של ממש, הפסיקה מצווה עלינו להחמיר ולהרתיע עם מחזיקי הנשק שלא ברשות, גם אלו שזו מעורבותם הפלילית הראשונה ולסייע למאבק הממושך של גורמי אכיפת החוק כנגד תופעה פסולה זו, על הנאשם לתת את דינו.",קביעת מתחם העונש ההולם,דיון והכרעה
26,SH-15-12-65958-120,"לאחר ששקלתי כלל השיקולים לקולא ולחומרא, נסיבות המעשים, הרקע לביצוע העבירות, נסיבותיו החיוביות של הנאשם, חלוף הזמן, עמידתו בתנאים מגבילים, שיתוף פעולה חלקי בלבד עם שירות המבחן וסיכון נמוך להישנות התנהגות דומה, מצאתי למקם עונשו של הנאשם בתחתית מתחם הענישה.",סוף דבר,דיון והכרעה
27,SH-15-12-65958-120,"20 חודשי מאסר בפועל, בניכוי ימי מעצרו 24.12.15-20.1.16.",אשר על כן אני גוזרת על הנאשם את העונשים הבאים:,מידע אחר
28,SH-15-12-65958-120,מאסר על תנאי בן 7 חודשים לבל יעבור הנאשם עבירת נשק תוך 3 שנים מיום שחרורו.,אשר על כן אני גוזרת על הנאשם את העונשים הבאים:,מידע אחר
29,SH-15-12-65958-120,קנס בסך 5000 ₪ או 30 ימי מאסר. הקנס ישולם עד ליום 1.9.17.,אשר על כן אני גוזרת על הנאשם את העונשים הבאים:,מידע אחר
