part_number,verdict,text,part,predicted_category
18,ME-16-01-189-123,במסגרת האישום הראשון הורשע הנאשם בכך שקשר קשר לסחור בסם מסוג אקסטזי. הנאשם ביקש לרכוש מאדם שזהותו אינה ידועה 20-30 כדורי אסקטזי.,מתחם העונש ההולם,דיון והכרעה
19,ME-16-01-189-123,"הערך החברתי העומד בבסיס עבירות הסמים הינו שמירה על הציבור מפני פגיעתם הקשה של סמים מסוכנים בגוף ובנפש. בנסיבות תיק זה, בשים לב לסוג הסם מחד, לכמות הסם הקטנה מאידך, ולכך שהעסקה לא יצאה לבסוף אל הפועל, אני סבורה כי מתחם העונש ההולם נע בין מאסר קצר לריצוי בעבודות שירות ל-8 חודשי מאסר בפועל (השוו: ת""פ (שלום פתח-תקווה) 34055-07-13 מדינת ישראל נ' עמר (22.12.2013ׂ); ת""פ (שלום ירושלים) 21617-03-12 מדינת ישראל נ' גראדאת (21.10.2012)).",מתחם העונש ההולם,דיון והכרעה
20,ME-16-01-189-123,"במסגרת האישום השני הורשע הנאשם בביצוע עבירות נשק. הערך החברתי שנפגע ממעשיו של הנאשם הינו שמירה על בטחון הציבור מפני פגיעות בגוף. זמינות של נשק חם בידי מי שאינו מורשה לכך, והעברתו מיד ליד באופן בלתי מבוקר, עלולה להביא לביצוע עבירות חמורות ולפגיעה בחיי אדם, לרבות חפים מפשע.",מתחם העונש ההולם,דיון והכרעה
21,ME-16-01-189-123,"אשר לנסיבות ביצוע העבירות, הנשק שרכש הנאשם הינו נשק מאולתר מסוג תת מקלע. בשים לב למחסנית ולתחמושת שנרכשו עימו, פוטנציאל הסיכון הטמון בו גבוה. יחד עם זאת, לא ניתן להתעלם מכך שהנאשם נתפס בכף בסמוך לאחר רכישת הנשק והתחמושת, ועל כן הובלת הנשק ונשיאתו נמשכה זמן קצר ולא גרמה לנזק מכל סוג שהוא. בניגוד למקרים אחרים הנדונים בפסיקה, לא יוחס לנאשם מניע מסוים ברכישת הנשק. הנאשם מסר בעת חקירתו במשטרה כי רכישת הנשק נועדה לצורכי ציד.",מתחם העונש ההולם,דיון והכרעה
22,ME-16-01-189-123,"מדיניות הענישה בעבירות נשק הינה מחמירה, בשל הסיכון הממשי שהן יוצרות לשלום הציבור ובטחונו. בית-המשפט העליון קבע כי יש ליתן לשיקול ההרתעה, הן של היחיד והן של הרבים, משקל של ממש בעבירות אלה (ראו למשל: ע""פ 2398/14 אלהזייל נ' מדינת ישראל (8.7.2014); ע""פ 5681/14 מדינת ישראל נ' טאטור (1.2.2015)).",מתחם העונש ההולם,דיון והכרעה
23,ME-16-01-189-123,"בפסק-דין מהעת האחרונה (ת""פ (מחוזי מרכז) 49160-11-15 מדינת ישראל נ' נאסר (10.4.2016), אליו הפנתה המאשימה, עמדתי על ריבוי עבירות הנשק במחוז המרכז, על חלקם הגדול של צעירים מקרב מבצעי עבירות אלה, ועל כך שהפיכתם של העבירות ל""מכת מחוז"" של ממש, מחייבת החמרה נוספת בענישה. יחד עם זאת, עמדתי על כך שבהתאם להלכות בית-המשפט העליון, החמרה זו בענישה ראוי שתעשה בהדרגתיות ובמתינות.",מתחם העונש ההולם,דיון והכרעה
24,ME-16-01-189-123,"באותו מקרה דובר בנשק מסוג אקדח, שהוחזק כשהוא מוסלק יחד עם שתי מחסניות וכדורים תואמים בשדה הסמוך לביתו של הנאשם לאורך תקופה של 10 ימים. כ-10 ימים לאחר הטמנת הנשק, בשעת לילה מאוחרת, נטל הנאשם את האקדח, כשהוא טעון באחת המחסניות ובתוכה 6 כדורים, הניח אותו מתחת למושב הנהג ברכבו, אסף אדם נוסף, והשניים נסעו ברחובות העיר טירה.",מתחם העונש ההולם,דיון והכרעה
25,ME-16-01-189-123,"באותו מקרה קבעתי כי מתחם העונש ההולם את העבירות נע בין 18 ל-40 חודשי מאסר בפועל. ואולם, ברי כי נסיבות החזקת ונשיאת הנשק באותו מקרה חמורות מענייננו.",מתחם העונש ההולם,דיון והכרעה
26,ME-16-01-189-123,"מקרה דומה יותר לענייננו נדון בת""פ (מחוזי מרכז) 6136-07-14 מדינת ישראל נ' שריתאח (6.1.2015). דובר בנאשם שנסע יחד עם אחרים לנעלין, שם רכש נשק תת מקלע דמוי ""קרל גוסטב"" וכן מחסנית ו-9 כדורים. הנאשם הסליק את הנשק והמחסנית, ואז המשיך בנסיעה. מטרת רכישת הנשק הייתה ביצוע ירי באירוע חתונה. הנשק נתפס בסמוך לאחר מכן, מבלי שנגרם נזק מכל סוג שהוא. בית-המשפט (כב' סגנית הנשיא, השופטת מרוז) קבע כי בנסיבות אלה, מתחם העונש ההולם נע בין 10 ל-36 חודשי מאסר בפועל.",מתחם העונש ההולם,דיון והכרעה
27,ME-16-01-189-123,"בע""פ 4945/13 מדינת ישראל נ' סלימאן (19.1.2014) נדון עניינו של משיב שרכש נשק מסוג ""קרל גוסטב"", מחסנית וכדורים, וירה באמצעות הנשק ירייה אחת באוויר בחורשה סמוכה ליישוב. לאחר מכן הטמין את הנשק במקום מסתור. בהמשך, נהג המשיב ברכב בעיר כשהוא נושא את הנשק והתחמושת בתא המטען. משהבחין בשוטרים, נטש המשיב את הרכב כשהוא מונע ונמלט מהמקום. בית-המשפט העליון קיבל את ערעור המדינה על קולת העונש, וקבע כי מתחם העונש ההולם את המעשים נע בין 12 ל-36 חודשי מאסר בפועל.",מתחם העונש ההולם,דיון והכרעה
28,ME-16-01-189-123,"מתחם זהה נקבע במקרים נוספים הדומים לענייננו (ראו למשל: ת""פ (מחוזי תל-אביב-יפו) 6904-12-14 מדינת ישראל נ' כבהא (30.4.2015)).",מתחם העונש ההולם,דיון והכרעה
29,ME-16-01-189-123,"יצוין כי ההגנה הפנתה למספר פסקי-דין, בהם נגזרו על נאשמים בעבירות של החזקה והובלת נשק עונשי מאסר לתקופה של 10 חודשים, אך מדובר במקרים שנסיבותיהם שונות מענייננו, ואשר לא כללו רכישה לא חוקית של הנשק.",מתחם העונש ההולם,דיון והכרעה
30,ME-16-01-189-123,"בהתחשב בערך החברתי שנפגע מביצוע העבירות, במידת הפגיעה בו, בנסיבות ביצוע העבירות, ובמדיניות הענישה הנוהגת, אני קובעת כי מתחם העונש ההולם את האישום השני נע בין 12 ל-36 חודשי מאסר בפועל.",מתחם העונש ההולם,דיון והכרעה
31,ME-16-01-189-123,"במסגרת הנסיבות שאינן קשורות בביצוע העבירות, שקלתי לקולא את לקיחת האחריות והחרטה שמביע הנאשם על המעשים שביצע. עם זאת יש לסייג ולומר שהראיות בתיק לא אפשרו כפירה שכן הנאשם נתפס בכף וכן אשמו עלה גם מתוצרי צווי האזנת סתר.",גזירת עונשו של הנאשם,דיון והכרעה
32,ME-16-01-189-123,"שקלתי לחומרא את הרשעתו של הנאשם בשני אישומים שונים, בעבירות שלכל אחת מהן חומרה נפרדת, ועל כן אין מדובר במעידה חד פעמית. יחד עם זאת, יצוין כי מדובר בעבירות שבוצעו בפער זמנים של שלושה ימים בלבד.","התחשבתי גם ברקע לביצוע העבירות, משבר נפשי אליו נקלע הנאשם בשל נסיבותיו המשפחתיות.",דיון והכרעה
33,ME-16-01-189-123,"לנאשם ארבע הרשעות ישנות בעבירות רכוש, האחרונה שבהם משנת 2002, בגינן נידון למאסרים מותנים ולקנסות. ב-14 השנים האחרונות ניהל הנאשם אורח חיים נורמטיבי, הקים עסק ועבד לפרנסתו. המאסר אותו ירצה הנאשם במסגרת הליך זה הינו מאסרו הראשון בכליאה, והדבר מצדיק התחשבות מסוימת בעת קביעת תקופת המאסר. עוד יצוין כי משפחתו של הנאשם היא משפחה נורמטיבית, ובכוונתה לסייע לו להשתקם לאחר שחרורו מהמאסר.","התחשבתי גם ברקע לביצוע העבירות, משבר נפשי אליו נקלע הנאשם בשל נסיבותיו המשפחתיות.",דיון והכרעה
34,ME-16-01-189-123,"בשים לב לנסיבות השונות לקולא ולחומרא, החלטתי לגזור על הנאשם עונש כולל המצוי באמצעו של מתחם הענישה, כמפורט להלן:","התחשבתי גם ברקע לביצוע העבירות, משבר נפשי אליו נקלע הנאשם בשל נסיבותיו המשפחתיות.",דיון והכרעה
35,ME-16-01-189-123,"26 חודשים מאסר בפועל, שימנו החל מיום מעצרו- 13.12.2015.","התחשבתי גם ברקע לביצוע העבירות, משבר נפשי אליו נקלע הנאשם בשל נסיבותיו המשפחתיות.",דיון והכרעה
36,ME-16-01-189-123,"10 חודשים מאסר על תנאי, והתנאי הוא שלא יעבור בתוך 3 שנים מיום שחרורו מהמאסר עבירת נשק מסוג פשע.","התחשבתי גם ברקע לביצוע העבירות, משבר נפשי אליו נקלע הנאשם בשל נסיבותיו המשפחתיות.",דיון והכרעה
37,ME-16-01-189-123,"6 חודשים מאסר על תנאי, והתנאי הוא שלא יעבור בתוך 3 שנים מיום שחרורו מהמאסר עבירה לפי פקודת הסמים המסוכנים.","התחשבתי גם ברקע לביצוע העבירות, משבר נפשי אליו נקלע הנאשם בשל נסיבותיו המשפחתיות.",דיון והכרעה
38,ME-16-01-189-123,"בהעדר התנגדות מטעם ההגנה, ומאחר שהרכב שימש לביצוע עבירות הנשק, אני מורה על חילוט רכבו של הנאשם, מסוג סובארו, שמספרו 3608123.","התחשבתי גם ברקע לביצוע העבירות, משבר נפשי אליו נקלע הנאשם בשל נסיבותיו המשפחתיות.",דיון והכרעה
39,ME-16-01-189-123,"קנס כספי בסך 5,000 ₪ או 60 ימי מאסר תחתיו. הקנס ישולם ב-5 תשלומים שווים ורצופים, הראשון שבהם ביום 1.9.2016. גובה הקנס נקבע בהתחשב בחילוט הרכב.","התחשבתי גם ברקע לביצוע העבירות, משבר נפשי אליו נקלע הנאשם בשל נסיבותיו המשפחתיות.",דיון והכרעה
