part_number,verdict,text,part,predicted_category
12,ME-13-01-33745-668,"הכמות שבה מדובר במקרה זה היא היקפה האדיר, ניתן להפיק ממנה עשרות אלפי מנות סמים. אין צריך לומר שכמות זו מגלמת רווחי עתק לסוחרי הסמים.",רקע,טיעוני הצדדים
13,ME-13-01-33745-668,"לפיכך עתירת התביעה היא לעונש בגבולות המתחם גם אם, בשל מצוקה החריפות של הנאשמת ובשל הודאתה המידית באשמה, ניתן להסתפק בעונש המצוי בקצה התחתון של המתחם.",רקע,טיעוני הצדדים
14,ME-13-01-33745-668,"הסנגורית חזרה והדגישה את המצוקה האדירה שהנאשמת שרויה בה ואת דאגתה המרובה לגורל ילדיה שכרגע נמצאים כנראה בחזקת קרובי משפחה אחרים שכן האבא האלים והאלכוהוליסט מסכן אותם הרבה יותר ממה שהוא מועיל. היא ציינה שעונשו של זר הנושא עונש מאסר בישראל קשה מנשוא. תחושת הבדידות, הניכור, חוסר התקשורת עם הסביבה, העדר יכולת לצאת לחופשות, העדר ביקורים; כל אלה מכבידים הכבדה כבדה.",רקע,טיעוני הצדדים
15,ME-13-01-33745-668,"הסנגורית אינה סבורה שמתחם העונש הראוי גבוה כפי שהתובעת ציינה אותו. אין להשוות את רף העונש של יבואן סמים או סוחר סמים לעונשו של בלדר. הבלדר פועל מתוך אילוץ גדול והנאתו מן העבירה קטנה מאוד. הוא נוטל על עצמו סיכון כבד, סיכויי לכידתו בכף אינם מבוטלים ובסופו של דבר בהעדר ידיעה ובהעדר נגישות אל יוזמי העסקה או הנהנים ממנה יוצא שמלוא כובד הקורנס העונשי נוחת על ראשו של בלדר או בלדרית פגיעים.",רקע,טיעוני הצדדים
16,ME-13-01-33745-668,"הסנגורית הצביעה על מספר פסקי דין של ערכאות שונות במיוחד ערכאות מחוזיות ובהם נגזרו על בלדרי סמים עונשי מאסר שנעו בין 18 ל-45 חודשים [ת""פ(מחוזי ת""א) 40361/03; ת""פ(מחוזי מרכז) 106/12; ת.פ.(מחוזי מרכז) 28717-03-12; ת""פ (מחוזי מרכז) 27248-01-12; ת""פ (מחוזי ת""א) 14554-06-12]. פסיקה זו מתייחסת לבלדרי סמים, משקפת את מעמדם המיוחד בתהליך העברייני ומלמדת שמתחם הענישה בעניינם של בלדרים עשוי לנוע בין שנת מאסר ל-3 שנות מאסר.",רקע,טיעוני הצדדים
17,ME-13-01-33745-668,בעניין המיוחד של הנאשמת מן הראוי לגזור עונש המצוי בתחתית מתחם הענישה הראוי.,רקע,טיעוני הצדדים
18,ME-13-01-33745-668,"בקביעת מתחם העונש הראוי על בית המשפט לבחון את הערך החברתי שנפגע ומידת הפגיעה בו, את נסיבות ביצוע העבירה ואת רמת הענישה המקובלת. נמצא, אם כן, שלא די בהישענות על פסיקה קודמת מה גם שבמרחב הפסיקה העצום ניתן למצוא מנעד ענישה גדול ביותר.",רקע,טיעוני הצדדים
19,ME-13-01-33745-668,"אין חולק שהערך החברתי המוגן הוא הצורך להגן על האוכלוסייה מפני שימוש בסמים מסוכנים. האיסור הפלילי נועד לסיכול התהליך העברייני. ענישת בלדרים היא פגיעה בחוליה חשובה בתהליך הפצת סמים. אלא שחרף חשיבותה של החוליה מבחינה פיזית, מבחינה ערכית, אין כל ספק שהאחריות העיקרית לפגיעה בערך החברתי המוגן מוטלת על כתפי יוזמי הברחת הסמים, מקבלי הסם המוברח והסוחרים בו. הבלדר הוא ""בורג"" במכונה, בורג שבלעדיו אי אפשר אך רעיונית הוא כלי שרת, הוא כלי ביצוע בידי מחוללי העבירה.",רקע,טיעוני הצדדים
20,ME-13-01-33745-668,"לפיכך אף על פי שפקודת הסמים אינה מבחינה, לעניין העונש המירבי, בין סוחר סם, יבואן סם ובלדר, אין ספק שכאשר על הפרק עניינו של בלדר יש לומר שמידת הפגיעה בערך החברתי המוגן, קטנה יותר מאשר הפגיעה הנעשית בידי מחוללי העבירה ויזמיה.",רקע,טיעוני הצדדים
21,ME-13-01-33745-668,העונש המרבי לעבירה העיקרית שבגינה נותנת הנאשמת את הדין הוא 20 שנות מאסר. לי נראה על פי מידת הפגיעה בערך החברתי המוגן שעונשו של הבלדר צריך להיות כמחצית ואף פחות מכך מעונש של מי שאני רואה בו כמחולל עיקרי של התהליך העברייני או כנהנה עיקרי ממנו.,רקע,טיעוני הצדדים
22,ME-13-01-33745-668,"כשאני משווה לנגד עיני את הגישה האמורה ונוטל בחשבון את מגוון הענישה הרחב שהוצג לפני בידי שני הצדדים אני מגיע למסקנה שמתחם העונש הראוי (נקוד על ראוי ולאו דווקא על המצוי) נע בין 3.5 ל-6 שנות מאסר בפועל. הדבר תלוי, בין היתר במידת הידיעה של הבלדר על היקף הסם המוברח ומידת המעורבות שלו בתהליך (לעיתים הבלדר הוא חלק ממרקם הקשר הפלילי הכולל, לעיתים הוא יוזם את שיתופו בתהליך כבלדר ולעיתים הוא נוטל חלק בו שלא במסגרת אילוץ זה או אחר. במצבים כאלה יהיה העונש הראוי בקצה העליון של המתחם ואולי אף ""יגביה"" מעט את הרף העליון).",רקע,טיעוני הצדדים
23,ME-13-01-33745-668,"הנאשמת דנן הבריחה כמות גדולה מאוד של סמים כשהיא מודעת להקיפה הגדול (אם כי אין לה ידיעה על הכמות המדויקת). הנסיבות שהוליכו אותה אל מעשה העבירה הן ""חיצוניות"" לעבירה ויש בהן רק כדי להטות את העונש אל עבר הרף התחתון.",רקע,טיעוני הצדדים
24,ME-13-01-33745-668,אני משוכנע שהנאשמת נמצאת במצוקה גדולה מאוד. אני משוכנע גם במצוקתם של ילדיה. עם זה יש לשים לכך שהנאשמת עזבה את ילדיה ועברה להתגורר בארץ אחרת. הילדים נמצאים בניתוק מן האם גם בלי העונש דנן.,רקע,טיעוני הצדדים
25,ME-13-01-33745-668,מקובלים עלי דבריה של הסנגורית שאין דומה נשיאת עונש מאסר המוטל על אזרח ותושב המדינה לבין נשיאת עונש מאסר המוטל על זר. הסנגורית היטיבה לתאר את הקושי וההכבדה המיוחדים שהזר נושא בהם.,רקע,טיעוני הצדדים
26,ME-13-01-33745-668,"בשים לב לשיתוף הפעולה של הנאשמת עם גורמי האכיפה. הודאתה המידית בבית המשפט, מצוקתה הכלכלית והאישית נראה לי שיש לגזור לה עונש המצוי בתחתית המתחם.",רקע,טיעוני הצדדים
27,ME-13-01-33745-668,אני דן את הנאשמת לעונש כולל של 5 שנות מאסר שמהן 3.5 שנים לנשיאה בפועל שמניינן מיום המעצר 11.1.13. יתר המאסר על תנאי למשך 3 שנים מתום המאסר בתיק זה והתנאי הוא שלא תעבור עבירה לפי פקודת הסמים שהיא פשע.,רקע,דיון והכרעה
28,ME-13-01-33745-668,"התבקשתי להורות על חילוט הכספים שנתפסו ברשות הנאשמת. מתוך מה שנתפס ברשותה רק 700 דולר הם כספי העבירה, היתר הוא כספה שלה.",רקע,דיון והכרעה
29,ME-13-01-33745-668,נוכח המציאות הקשה שהיא תהיה שרויה בה לאורך תקופת המאסר לרבות העדר אמצעים מינימליים כדי לרכוש כרטיסי טלכרט ומצרכים בקנטינה אני מורה לחלט 300 דולר מתוך הסכום שנתפס ברשות הנאשמת. הסכום החילוט יועבר לקרן החילוט המיוחדת של הרשות למלחמה בסמים. יתר הסכום יוחזר לנאשמת ויעמוד לרשותה לכל צורך שהוא.,רקע,דיון והכרעה
