part_number,verdict,text,part,predicted_category
11,ME-21-06-43085-219,"ב""כ המאשימה טען לחומרת עבירות הנשק והנהיגה ללא רישיון; לערכים החברתיים המוגנים בעבירות ולמידת הפגיעה בהם; לנסיבות ביצוע העבירות, ובין היתר, הרקע לביצוע העבירות, התעוזה הרבה שבה הן בוצעו- ירי לעבר רכב בשטח בית ספר, בצהרי היום; לפוטנציאל הנזק במעשי הנאשם ולנזק שנגרם בפועל. הפנה לדיסק ובו סרטון האירוע המלמד על הסיכון הרב שבמעשי הנאשם. עמד על מדיניות הענישה הנוהגת, תוך שהפנה לפסיקה רלוונטית. ציין את הנחיות פרקליט המדינה שמטרתן החמרת הענישה בעבירות נשק ואת הוראת השעה הקובעת עונשי מינימום על עבירות נשק- הגם שהיא אינה חלה על מעשי הנאשם. וטען שמתחם העונש ההולם נע בין 5 ל- 8 שנות מאסר בפועל. אשר לעונש הראוי לנאשם, ציין שהנאשם צעיר, ללא עבר פלילי, אשר הודה במיוחס לו ולקח אחריות על מעשיו. ציין את התרשמות שירות המבחן ממצבו הנפשי. ועמד על הצורך בהרתעת הנאשם והציבור. ועתר להטיל על הנאשם עונש בשליש התחתון של המתחם שהוצע, מאסר על תנאי ארוך ומרתיע, קנס כספי, פיצוי למתלונן, ופסילת רישיון נהיגה בפועל ועל תנאי.",טיעוני הצדדים,טיעוני הצדדים
12,ME-21-06-43085-219,"ב""כ הנאשם טענה שאין מדובר בירי מתוך כוונה לפגוע באדם, אלא שהנאשם ירה לעבר רכב שלא היה בו איש, ואין מחלוקת שפוטנציאל הנזק היה מצומצם. וציינה שכתב האישום המתוקן לא ייחס לנאשם ידיעה שהיו אנשים בתוך הקרוואן. הוסיפה, שמנהל בית הספר הוא קרוב משפחתו של הנאשם, ואין ביניהם סכסוך. וציינה שהמנהל לא שיתף פעולה עם גורמי החקירה. טענה שהנאשם בן 21, רווק. הפנתה לנתונים המפורטים בתסקיר ולהתרשמות שירות המבחן מהנאשם. ציינה את האמירות המתייחסות למצבו הנפשי. הגישה פסיקה, סיכום מידע רפואי של הנאשם ואמו, ואת תיקו הרפואי של הנאשם משב""ס.",טיעוני הצדדים,טיעוני הצדדים
13,ME-21-06-43085-219,והנאשם הביע צער על מעשיו.,טיעוני הצדדים,טיעוני הצדדים
14,ME-21-06-43085-219,"לטובת הנאשם העידו דודו של הנאשם וקרוב משפחה נוסף. והם אמרו שהנאשם בחור טוב, שעשה טעות.",טיעוני הצדדים,טיעוני הצדדים
15,ME-21-06-43085-219,"הנאשם הורשע בביצוע מספר עבירות – החזקת ונשיאת נשק, ירי מנשק חם, היזק בזדון, חבלה במזיד, נהיגה ללא רישיון נהיגה ונהיגה ללא ביטוח. עבירות הנשק הן העבירות המרכזיות בפרשה, בעוד העבירות האחרות נלוו להן. כל העבירות בוצעו במהלך אותו אירוע, בתחום אותו ישוב ובמהלך אותו פרק זמן. ובנסיבות יש לראות בכלל העבירות כמהוות אירוע אחד, לקבוע מתחם עונש הולם לאירוע כולו ולגזור עונש כולל לכל העבירות בהן הורשע הנאשם.",דיון והכרעה,דיון והכרעה
16,ME-21-06-43085-219,"חלקים מרכזיים מהאירוע, כולל שלב הירי, נקלטו במצלמות אבטחה. והסרטון המתעד אותם הוגש לבית המשפט כראיה, בהסכמה. צפיתי בסרטון מספר פעמים.",דיון והכרעה,דיון והכרעה
17,ME-21-06-43085-219,"האירוע התרחש בשעת לפני הצהריים, בתנאי ראות טובים מאוד, וניתן לראות בסרטון בצורה ברורה את פרטי ההתרחשויות.",דיון והכרעה,דיון והכרעה
18,ME-21-06-43085-219,"בשלב הראשון של האירוע רואים, שהנאשם מגיע ברכב לקרבת בית ספר. בית הספר מוקף גדר והכניסה אליו היא דרך שער מפוקח. משמאל לשער ישנו מבנה ""קרוואן"" די גדול (להלן: ""המבנה""), שבו נמצא שומר בית הספר. בצד המבנה ישנה רחבה המאפשרת הגעה עד לחלון במבנה, דרכו ניתן לשוחח עם השומר עוד לפני הכניסה לשטח בית הספר. ובחזית המבנה הפונה לחצר בית הספר, ישנה דלת, דרכה השומר יוצא מהמבנה לחצר בית הספר לצורך פתיחת וסגירת השער.",דיון והכרעה,דיון והכרעה
19,ME-21-06-43085-219,"בפעם הראשונה, הנאשם יורד מהרכב ומגיע רגלית לקרבת החלון הצדדי של המבנה. הוא מתעכב מעט ליד החלון ומיד אחר כך השומר יוצא מהמבנה, מגיע לשער מתוך שטח בית הספר ופותח אותו לנאשם. הנאשם נכנס לשטח בית הספר, מגיע לאזור הכיתות ובשלב מסוים פוגש במנהל בית הספר. השניים הולכים יחד במסדרונות ובהמשך המנהל מלווה את הנאשם אל שער בית הספר, הנאשם מתעכב שם רגע עד שהשומר מגיע מתוך המבנה ופותח לו את השער ואז הנאשם עוזב את המקום ברכבו. מיד אחר כך הנאשם חוזר ברכבו וחונה בחניה הסמוכה לבית הספר וכעבור זמן מה הוא יוצא מהרכב מגיע לחלון המבנה ומתעכב שם זמן מה כשהוא נראה מתקשר עם מישהו בתוך המבנה. אחר כך הוא מתקרב לשער בית הספר, מגיעות למקום שתי בחורות מכיוון בית הספר, אחת מהן מתקרבת לשער ומדברת עם הנאשם וכעבור זמן קצר הנאשם עוזב את המקום מבלי להיכנס לבית הספר. וכעבור כרבע שעה  הנאשם מגיע ברכבו לבית הספר, יוצא מהרכב כשבידו אקדח ומיד פותח בירי מטווח קצר לכיוון רכב המנהל שחזיתו צמודה לקיר המבנה. הנאשם יורה כ- 9-10 יריות ועוזב את המקום.",דיון והכרעה,דיון והכרעה
20,ME-21-06-43085-219,"להשלמת התמונה יצוין, כי בעובדות כתב האישום שהנאשם הודה בהן, מתואר, שמספר כדורי 9 מ""מ שהנאשם ירה פגעו ברכב המנהל וכדור אחד חדר למבנה ופגע בארון. ושבעת הירי, שהו במבנה, שומר בית הספר ושניים נוספים, ובחצר בית הספר היו אנשים.",דיון והכרעה,דיון והכרעה
21,ME-21-06-43085-219,"הסכנות הכרוכות בהחזקת ונשיאת נשק, מוכרות וידועות לכל ואין צורך להכביר עליהן מלים. הסכנה שבירי של מספר רב של כדורים, מנשק בקוטר 9 מ""מ, מטווח קצר, לכיוון מקום בו עלולים להימצא בני אדם, מזעזעת בחומרתה.",דיון והכרעה,דיון והכרעה
22,ME-21-06-43085-219,"עבירות הנשק של הנאשם פגעו בערכים החברתיים של קדושת החיים ושמירת הגוף, וכן בערכי שמירת שלום הציבור ובטחונו, ושמירת בטחון התלמידים והצוות במוסדות חינוך. ועבירות התעבורה שלו פגעו בערכים של שמירת הבטיחות בדרכים ושמירת בטחון משתמשי הדרך.",דיון והכרעה,דיון והכרעה
23,ME-21-06-43085-219,"נשיאת נשק שלא כדין, כשלעצמה, הינה מעשה חמור מאוד. העונש הקבוע לעבירה זו – 10 שנות מאסר, וההוראה בדבר הטלת עונש מאסר מזערי, שאמנם איננה חלה במקרה זה, משקפים את החומרה המושגית, העקרונית, ומצביעים לעבר ענישה משמעותית.",דיון והכרעה,דיון והכרעה
24,ME-21-06-43085-219,"הירי מהנשק, המשכלל עבירה נוספת – שהעונש הקבוע לצדה הוא 5 שנות מאסר, מעצים עד מאוד את חומרת מעשה הנאשם בכללותו.",דיון והכרעה,דיון והכרעה
25,ME-21-06-43085-219,"למרות האיסור הפלילי החמור והעונשים הקבועים לעבירות הנשק, התופעה של החזקת ונשיאת נשק שלא כדין נפוצה מאוד והיא הגיעה לממדים בלתי נסבלים, במיוחד בחברה הערבית. אחד ממאפייני התופעה באזורנו, בחברה הבדואית, הוא, שכלי הנשק הבלתי חוקיים מוחזקים לאו דווקא בידי עבריינים מובהקים, לצורך שימוש למטרות עברייניות טיפוסיות, אלא על ידי אנשים מהשורה, המקיימים אורח חיים רגיל ונורמטיבי, לצורך שימוש בהם במסגרת סכסוכים שגרתיים פנימיים.",דיון והכרעה,דיון והכרעה
26,ME-21-06-43085-219,"השלכות המצב על שלום הציבור וביטחונו ועל תחושת הביטחון האישי במרחב הציבורי, ניכרות ובולטות. הציבור משווע לשינוי. והעיניים נשואות למערכות אכיפת החוק.",דיון והכרעה,דיון והכרעה
27,ME-21-06-43085-219,"הדברים הבאים, מתוך ע""פ 4406-19 מדינת ישראל נ' יונס סובח (05.11.19), מתארים היטב את המצב ומדברים בעד עצמם.",דיון והכרעה,דיון והכרעה
28,ME-21-06-43085-219,"נוכח מאפייני עבירות הנשק, טיב הסכנה הכרוכה בהן, והתגברות עבירות אלה בשנים האחרונות עד כדי הפיכתן למכת מדינה, מדיניות הענישה הנוהגת לגביהן הינה של חומרה מובהקת, המעניקה את הבכורה לשיקולי הגמול וההרתעה.",דיון והכרעה,דיון והכרעה
29,ME-21-06-43085-219,"""...לעיתים מדיניות הענישה הנוהגת ביחס לעבירה מסוימת אינה מספקת, ועל בית המשפט להורות על החמרה בענישה על מנת לקדם ולהגן על הערכים אשר ביסודה, ובכך לבלום את נפיצותן של עבירות מסוימות ההופכות ל""מכת מדינה"", ולתת ביטוי לחומרה שיש לייחס להן. המקרה שלפנינו נמנה לטעמי עם אותם מקרים חריגים אשר בהם נדרשת התערבותו של בית משפט זה בשבתו כערכאת ערעור, וזאת לנוכח מדיניות הענישה המחמירה אשר יש לנקוט כלפי עבירות הכוללות שימוש בנשק חם [...]. השימוש בנשק חם ככלי ליישוב סכסוכים הפך לרעה חולה, וכמעשה של יום ביומו גובה חיי אדם ולעיתים אף את חייהם של חפים מפשע אשר כל חטאם היה כי התהלכו באותה עת ברחובה של עיר. בשנים האחרונות אף חלה עליה מתמדת במספר אירועי הירי המדווחים למשטרה (ראו למשל: דו""ח מבקר המדינה התמודדות משטרת ישראל עם החזקת אמצעי לחימה לא חוקיים ואירועי ירי ביישובי החברה הערבית וביישובים מעורבים 28 (2018)). על רקע המציאות אותה אנו חווים למרבה הצער מדי יום, אנו עדים לקריאה ציבורית נרגשת להגברת האכיפה כלפי עבירות נשק – ולהחמרה במדיניות הענישה הנוהגת."" (ע""פ 4406/19 מדינת ישראל נ' סובח (05.11.2019))",דיון והכרעה,דיון והכרעה
30,ME-21-06-43085-219,"הלכה למעשה, בתי המשפט הדיוניים מממשים את מדיניות הענישה הנוהגת בפסיקת בית המשפט העליון, ומטילים על עבירת נשיאת נשק עונשי מאסר משמעותיים. כך למשל -",דיון והכרעה,דיון והכרעה
31,ME-21-06-43085-219,"בע""פ 8322-21 מוחמד דחלה נ' מדינת ישראל (13.04.22) המערער הורשע בעבירות של נשיאת נשק, ירי בקרבת מגורים ושיבוש מהלכי משפט. נקבע מתחם עונש ההולם הנע בין 34 ל- 54 חודשי מאסר ועונשים נלווים. והמערער נידון ל- 36 חודשי מאסר בפועל.",דיון והכרעה,דיון והכרעה
32,ME-21-06-43085-219,"בע""פ 6496-21 באסל ריאן נ' מדינת ישראל (20/12/21) על רקע סכסוך משפחות, המערערים הגיעו לפארק, הבחינו בשניים מבני המשפחה היריבה ואחד מהם ירה ירייה בודדת במטרה להפחידם. בהמשך, הם ירו לעבר רכב בו נסעו אחרים מהמשפחה היריבה, מספר יריות. שלושה קליעים פגעו בחלקו האחורי של הרכב וקליע נוסף חדר לתוכו. ולפחות קליע אחד פגע ברכבו של אחר, בלתי מעורב, המתגורר בסמוך, ואחד הקליעים שפשף את מעילו. המערערים נמלטו ובהמשך ניסו להצית את הרכב בו נסעו. נקבע כי מתחם העונש נע בין 3 ל-6 שנות מאסר בפועל. ניתן משקל לסולחה בין הצדדים. והוטלו על המערערים 4 שנות מאסר בפועל.",דיון והכרעה,דיון והכרעה
33,ME-21-06-43085-219,בית המשפט העליון דחה את הערעור וקבע-,דיון והכרעה,דיון והכרעה
34,ME-21-06-43085-219,"בע""פ 1427-21 טארק שוויקי נ' מדינת ישראל (26/05/21) על רקע סכסוך בין משפחות החלה התקהלות במהלכה יודו אבנים, בוצע ירי באוויר ונזרקו חפצים. המערער הגיע למקום שהוא נושא רובה דמוי M-16, נעמד סמוך להתקהלות וירה באוויר לפחות 17 כדורים. ונידון ל-37 חודשי מאסר בפועל ועונשים נלווים.",דיון והכרעה,דיון והכרעה
35,ME-21-06-43085-219,"בע""פ 1059-21 פלוני נ' מדינת ישראל (29.04.21) נקבע מתחם עונש הולם של 3-5 שנות מאסר והוטלו על המערער 42 חודשי מאסר בפועל, בעיקר על החזקת אקדח גנוב וירי ממנו.",דיון והכרעה,דיון והכרעה
36,ME-21-06-43085-219,"בע""פ 5522-20 נזאר חלייחל נ' מדינת ישראל (24.02.21) המערער נדון על נשיאת נשק וירי ממנו בשעת לילה באזור כפרי, ל- 41 חודשי מאסר בפועל, כולל הפעלת מאסר על תנאי של 5 חודשים.",דיון והכרעה,דיון והכרעה
37,ME-21-06-43085-219,"בע""פ 1509-20 מדינת ישראל נ' ראפאת נבארי (02.07.20) בית המשפט העליון החמיר בעונשו של המשיב, אשר הורשע בנשיאה והובלה של נשק ובירי מנשק חם באזור מגורים, והטיל עליו 36 חודשי מאסר בפועל, תחת עונש מאסר של 27 חודשים שנקבע לו בבית המשפט המחוזי, תוך ציון ההלכה שערכאת הערעור איננה ממצה את הדין.",דיון והכרעה,דיון והכרעה
38,ME-21-06-43085-219,"בע""פ 6068-21 מדינת ישראל נ' אברהים פקיה (19.12.21) בית המשפט העליון החמיר בעונשו של המשיב, אשר הורשע בעבירות של נשיאת נשק וירי באזור מגורים, והטיל עליו 25 חודשי מאסר בפועל, תחת עונש מאסר של 14 חודשים שהוטל עליו בבית המשפט המחוזי.",דיון והכרעה,דיון והכרעה
39,ME-21-06-43085-219,נסיבות הקשורות בביצוע העבירות –,דיון והכרעה,דיון והכרעה
40,ME-21-06-43085-219,"אין חולק כי נהיגת הנאשם ברכב ללא רישיון נהיגה וללא ביטוח, היתה מודעת ויזומה.  ושנשיאת הנשק והירי בו היו יזומים ומתוכננים. העובדות המתוארות בכתב האישום בענין זה ברורות ומדברות בעד עצמן.",דיון והכרעה,דיון והכרעה
41,ME-21-06-43085-219,"האירוע התרחש ביום חול, בו התקיימו בבית הספר לימודים כסדרם. והשעה בה הנאשם ביצע את הירי – לערך 12:50, היא שעה בה עדיין מתקיימים לימודים בבית הספר.",דיון והכרעה,דיון והכרעה
42,ME-21-06-43085-219,"כפי שניתן לראות בסרטון המתעד את ההתרחשויות, הנאשם הגיע לבית הספר ביום האירוע 3 פעמים. בשתי הפעמים הראשונות הוא נוכח לדעת שהמבנה משמש את שומר בית הספר, הנמצא במקום. ובנסיבות היה עליו לדעת בעת הירי שיתכן ויש אנשים במבנה.",דיון והכרעה,דיון והכרעה
43,ME-21-06-43085-219,"בפועל, בעת הירי, נכחו במבנה אליו חדר אחד הכדורים שלושה אנשים, וגם בחצר בית הספר היו אנשים.",דיון והכרעה,דיון והכרעה
44,ME-21-06-43085-219,"הנאשם ירה מאקדח בקוטר 9 מ""מ, מטווח קרוב, מספר יריות. צורת הירי וכיוונו, וטיב התחמושת שנורתה, יצרו סכנה ממשית לפגיעה בחיי אדם.",דיון והכרעה,דיון והכרעה
45,ME-21-06-43085-219,הכדורים שהנאשם ירה פגעו ברכבו של מנהל בית הספר ובארון הנמצא בתוך מבנה.,דיון והכרעה,דיון והכרעה
46,ME-21-06-43085-219,"הירי שהנאשם ביצע בקרבה כה רבה לבית ספר בו מתקיימים לימודים, יכל להסתיים באסון חמור. למרבה הצער כבר היו דברים מעולם, כולל בזמן האחרון, יותר מפעם אחת.",דיון והכרעה,דיון והכרעה
47,ME-21-06-43085-219,"מעבר לכך, ירי באמצע היום, בלב ישוב, בסביבת בית ספר ומגורים, מכניס פחד ודאגה בלב האנשים ופוגע בשלוות הנפש של הציבור.",דיון והכרעה,דיון והכרעה
48,ME-21-06-43085-219,הרקע לירי הוא כעסו של הנאשם על מנהל בית הספר.,דיון והכרעה,דיון והכרעה
49,ME-21-06-43085-219,הנאשם ביצע את העבירות בעצמו ולבדו.,דיון והכרעה,דיון והכרעה
50,ME-21-06-43085-219,"בהתחשב, בחומרת מעשי העבירות של הנאשם בנסיבותיהם, במידת אשמו של הנאשם, בערכים החברתיים שנפגעו מביצוע העבירות ובמידת הפגיעה בהם, במדיניות הענישה הנהוגה ובנסיבות הקשורות בביצוע העבירות, מתחם העונש ההולם למעשי הנאשם נע בין 4 ל- 7 שנות מאסר בפועל.",דיון והכרעה,דיון והכרעה
51,ME-21-06-43085-219,"ב""כ הנאשם הפנתה לפסקי דין שונים וביקשה שהעונשים שהוטלו בהם ישמשו אמת מידה לענייננו.",דיון והכרעה,דיון והכרעה
52,ME-21-06-43085-219,"ראשית, יש לחזור ולהזכיר את מדיניות הענישה המחמירה הנוהגת בעבירות נשק, שהותוותה בפסיקה רצופה של בית המשפט העליון, וביתר שאת בעת האחרונה; את עונשי  המאסר המשמעותיים המוטלים הלכה למעשה על נאשמים המורשעים בעבירות אלה; ואת העובדה שבכל אחד מפסקי הדין שהוצגו, הוטלו עונשי מאסר ממשיים תוך ציון חומרתן הרבה של עבירות הנשק והצורך בענישה מחמירה.",דיון והכרעה,דיון והכרעה
53,ME-21-06-43085-219,"שנית, כברוב העבירות גם בעבירות הנשק ניתן למצוא פסקי דין שהעונש שהוטל בהם חמור מזה שמוטל בדרך כלל ופסקי דין שהעונש שהוטל בהם קל מזה שמוטל בדרך כלל. לא אלה ולא אלה משקפים את הנתיב העונשי המרכזי.",דיון והכרעה,דיון והכרעה
54,ME-21-06-43085-219,"באופן כללי, העונש שנקבע לנאשם מושפע בין היתר מנתוני העבירה בנסיבותיה, ממידת אשמו של הנאשם ומנתונים ונסיבות הנוגעים לנאשם. ואלה מטבע הדברים משתנים ממקרה למקרה. ואין אפשרות שכל העונשים שיוטלו בכל ההליכים, בכל בתי המשפט, ישמרו על יחס מתאים אלה לאלה. נקודת ההתייחסות צריכה להיות לקו המרכזי בענישה ולא לחריגים.",דיון והכרעה,דיון והכרעה
55,ME-21-06-43085-219,"ושלישית, הנסיבות והנתונים הקונקרטיים של העבירות ושל הנאשמים בפסקי הדין שההגנה הציגה, המשפיעים על מידת העונש, שונים מענייננו –",דיון והכרעה,דיון והכרעה
56,ME-21-06-43085-219,"כך למשל, בת""פ 34526-06-18  מ""י נ' גהאד כמיל (14.11.18) דובר בירי באוויר שבוצע בחצר ביתם של הנאשמים, לאחר שעובר לביצוע היריות נורו יריות לעבר ביתם. נקבע מתחם שבין שנה לשלוש שנות מאסר. והוטלו על הנאשמים 18 חודשי מאסר ושנת מאסר.",דיון והכרעה,דיון והכרעה
57,ME-21-06-43085-219,"בת""פ 13355-09-16 מ""י נ' מחמוד נסרה (30.01.17) דובר בהסדר טיעון סגור, על רקע מתן נשק לשימוש בחתונה. וירי באוויר. אחד הנאשמים נדון ל- 21 חודשי מאסר. אחר נדון ל- 14 חודשי מאסר.",דיון והכרעה,דיון והכרעה
58,ME-21-06-43085-219,"בת""פ 37065-10-15 מ""י נ' פורז שחאדה (17.11.16) הנאשמים ירו לעבר רכבים חונים בשעת לילה. והשליכו רימון הלם. נקבע מתחם שבין 2 ל-5 שנות מאסר. צוין כי יש להניח לטובתם שדובר במעשה קונדס שלא יועד למטרת הפחדה או איומים. האחד נידון לשנתיים. ובעניינו של השני מצא בית המשפט שיש לחרוג בשל שיקולי שיקום, והוא נידון ל- 15 חודשי מאסר בפועל.",דיון והכרעה,דיון והכרעה
59,ME-21-06-43085-219,"בת""פ 303091-06-20 מ""י נ' סעיד עישאן (02.08.21) דובר בירי של כדור בודד באוויר, מתוך רכב. נקבע מתחם הנע בין 24 ל- 48 חודשי מאסר והוטלו עונשים של 24 חודשים ו- 30 חודשים.",דיון והכרעה,דיון והכרעה
60,ME-21-06-43085-219,"בת""פ 29911-03-15 מ""י נו טאהר אבו דיב (11.08.15) הנאשם החזיק ונשא נשק טעון, וירה מספר רב של כדורים בחווה שבבעלותו. לאחר מכן עזב את החווה עם אחר לכיוון ביתו ובמהלך נסיעתו בשכונת מגורים ירה מספר רב של כדורים. צוין שהירי לא בוצע לעבר גורם ספציפי. והוא נידון ל- 28 חודשי מאסר.",דיון והכרעה,דיון והכרעה
61,ME-21-06-43085-219,"בת""פ 9144-07-10  מ""י נ' אמיר קעדאן ואח' (29.06.11) דובר בשלושה אירועים- האחד של נשיאת נשק וירי באוויר, השני נשיאת נשק וירי לעבר בית, והשלישי תקיפת המתלוננים באלות וסכינים. לקולא נלקחו בחשבון גזר דין שניתן בעניינם של בני המשפחה היריבה, הסכם סולחה ומעצר ממושך. הנאשם שהורשע בשלושת האירועים נידון ל- 30 חודשי מאסר והנאשם הנוסף שהורשע באישומים הראשון והשלישי נידון ל- 23 חודשי מאסר.",דיון והכרעה,דיון והכרעה
62,ME-21-06-43085-219,"בת""פ 1578-04-13 מ""י נ' נאצר סרחאן (19.12.13) הנאשם הגיע למקום בו היתה קטטה ונתבקש להרגיע את הרוחות. נכנס לביתו, הוציא אקדח וירה שתי יריות לעבר המתלונן ובני משפחה אחרים. צוין שבני משפחתו היו מצויים בסכנה והוא בחר בדרך אלימה ושגויה. נקבע מתחם שבין 30 חודשים ל- 5 שנות מאסר. והנאשם נידון ל- 30 חודשי מאסר.",דיון והכרעה,דיון והכרעה
63,ME-21-06-43085-219,"בת""פ 5795-07-14 מ""י נ' רמאדן תורק (17.04.16) דובר בסכסוך שכנים. התפתחה תגרה. בניו של אחד המתלוננים החזיקו סכינים. המערער נכנס לביתו ויצא שהוא אוחז בנשק ארוך והחל לירות לעבר שער בית המתלוננים. נקבע מתחם שבין 26 ל- 42 חודשים והוא נידון ל- 30 חודשי מאסר. הערעור נדחה (ע""פ 4377/16 רמאדן תורק נ' מ""י (06.10.16)).",דיון והכרעה,דיון והכרעה
64,ME-21-06-43085-219,"בת""פ 45095-05-15 מ""י נ' סאאר עביד (14.02.16) הנאשם החזיק בביתו תת מקלע וכדורים. ירה מחלון ביתו לעבר מרפסת המתלוננים בעת שהם ישבו בה. ולאחר מכן ירה עוד מספר כדורים מגג ביתו. שולב בטיפול. נקבע מתחם הנע בין 18 ל- 36 חודשים ונידון לשנתיים.",דיון והכרעה,דיון והכרעה
65,ME-21-06-43085-219,ההגנה ציינה שפסיכיאטר מטעמה בדק את הנאשם והצהירה כי אם תתקבל ממנו חוות דעת על הנאשם היא תוגש לבית המשפט. ובהתאם לכך בית המשפט נתן להגנה פרק זמן של שבועיים לעדכן בענין זה. חלף כחודש ולא התקבלה כל הודעה בנושא. ובנסיבות יש להניח שלא ניתנה חוות דעת פסיכיאטרית רלוונטית על הנאשם.,דיון והכרעה,דיון והכרעה
66,ME-21-06-43085-219,"ההגנה הגישה אסופת מסמכים רפואיים של הנאשם, מהקהילה ומשב""ס.",דיון והכרעה,דיון והכרעה
