part_number,verdict,text,part,predicted_category
26,SH-24-01-26596-264,"באותן הנסיבות, בסמוך לשעה 21:20 הנאשם וחאלד נפגשו במקום. הנאשם העביר לחאלד 3 גרם קנבוס ובתמורה העביר חאלד לנאשם כסף מזומן בסך 200 ₪.",אישום רביעי,עובדות המקרה
27,SH-24-01-26596-264,"בתאריך 24.12.23 בסמוך לשעה 09:44 יצר חאלד קשר עם הנאשם באמצעות ישומון הטלגראם וביקש לרכוש ממנו סם מסוכן ""כמו בפעם הקודמת"" (להלן: ""הסם"") ושאל אותו אם יוכל להעביר לו את הסם לים המלח. בתגובה, השיב הנאשם לחאלד כי השליח לא נמצא כעת ויעביר לו את הסם אחרי הצהריים בסמוך לשעה 16:00.",אישום רביעי,עובדות המקרה
28,SH-24-01-26596-264,"בהמשך ובסמוך לשעה 16:24, פגש הנאשם את חאלד בים המלח והעביר לידיו גרם של סם מסוכן מסוג קנבוס ובתמורה העביר חאלד לנאשם כסף מזומן בסך 200 ₪.",אישום רביעי,עובדות המקרה
29,SH-24-01-26596-264,"במעשים המתוארים לעיל, סחר הנאשם בסם מסוכן מבלי שקיבל היתר לכך בפקודה או מאת המנהל.",אישום רביעי,עובדות המקרה
30,SH-24-01-26596-264,"בתאריך 26.11.23 בסמוך לשעה 09:35, יצרה גברת רדה סליקין (להלן: ""רדה"") קשר עם הנאשם באמצעות ישומון הטלגראם דרך קבוצה בשם ""SKOPY"" וביקשה לרכוש סם מסוכן (להלן: ""העסקה"").",אישום חמישי,עובדות המקרה
31,SH-24-01-26596-264,"בתגובה, השיב הנאשם לרדה כי ""לא קיבל, יש לי איזה 100 מהתות נשאר לי אני על הקצה"". בתגובה, שאלה רדה את הנאשם האם יש צפי שיקבל ובתגובה השיב הנאשם שיעדכן אותה היום ועושה כל מיני מאמצים.",אישום חמישי,עובדות המקרה
32,SH-24-01-26596-264,"בהמשך באותו היום, בסמוך לשעה 19:09, רדה יצרה עם הנאשם בשנית ושאלה אם יש חדשות מאז שדיברו. בתגובה השיב הנאשם כי אמור לקבל הלילה ומסר כי ישלח לה דוגמא ששלח לרדה תמונה של פרח קנבוס והוסיף כי לא קיבל עליו מידע אולם זה סוג ""אינדיקה"" ומסר כי בסמוך לשעה 22:00 יגיע אליו.",אישום חמישי,עובדות המקרה
33,SH-24-01-26596-264,"בהמשך למתואר לעיל, בסמוך לשעה 22:00 שלח הנאשם הודעה לרדה בה כתב לה ""קיבלתי"" וציין כי הסוג הוא ""כושי פרסי"" וכי שולח לה דוגמא לחוות דעת. בתגובה ביקשה רדה מהנאשם שישלח לה יותר מדוגמית וביקשה שיתן לה בקרדיט.",אישום חמישי,עובדות המקרה
34,SH-24-01-26596-264,"בהמשך למתואר לעיל, בסמוך לשעה 22:59 הגיע הנאשם לחניה ברחוב שמעון 7 בערד ומסר לרדה 40 גרם קנבוס ובתמורה העבירה רדה לנאשם כסף מזומן בסך 400 ₪.",אישום חמישי,עובדות המקרה
35,SH-24-01-26596-264,"בהמשך, בסמוך לשעה 23:05 שלחה רדה הודעה לנאשם וכתבה לו ""קיבלתי תודה"" ואז הנאשם ורדה שוחחו על איכות הסמים שרכשה.",אישום חמישי,עובדות המקרה
36,SH-24-01-26596-264,"בתאריך 19.12.23 בשעה 17:58 שלח הנאשם הודעה לרדה וכתב לה ""רוצה לשלוח לך 40"". בתגובה, רדה כתבה לנאשם ""שלח לי, בבקשה"" והנאשם עדכן את רדה כי יגיע שליח בסמוך לשעה 20:00.",אישום חמישי,עובדות המקרה
37,SH-24-01-26596-264,"בהמשך למתואר לעיל, בסמוך לשעה 19:30, הגיע הנאשם לחניה ברחוב שמעון 7 בערד ומסר לרדה 40 גרם קנבוס ובתמורה העבירה רדה לנאשם כסף מזומן בסך 400 ש""ח.",אישום חמישי,עובדות המקרה
38,SH-24-01-26596-264,"בהמשך, בסמוך לשעה 19:42, רדה שלחה הודעה לנאשם בה כתבה כי מסרה רק 400 ₪ כי ""רוצה שישאר לי משהו בקטנה ביד, סוף החודש וזה. נשלים לך בנגלה הבאה"".",אישום חמישי,עובדות המקרה
39,SH-24-01-26596-264,"בין הצדדים נקשר הסדר טיעון, במסגרתו תוקן כתב האישום, והנאשם הודה והורשע בעובדות ובעבירות שבכתב האישום המתוקן.",אישום חמישי,עובדות המקרה
40,SH-24-01-26596-264,"ההסדר לא כלל הסכמה לענין העונש, אך הוסכם על חילוט הכסף שנתפס ברכב, בסך 600 ₪, לטובת קרן החילוט.",אישום חמישי,עובדות המקרה
41,SH-24-01-26596-264,מכאן – גזר דין זה.,אישום חמישי,מידע אחר
42,SH-24-01-26596-264,"התביעה הגישה, לענין העונש, גיליון הרשעות פלילי של הנאשם (ת/1) – לחובת הנאשם, הרשעה בגין שלושה תיקי חקירה שצורפו לכתב אישום אחד, בעבירות של פריצה לרכב בכוונה לגנוב; גניבה מרכב; פריצה לרכב; קבלת דבר במרמה; הונאה בכרטיסי חיוב.",ראיות לעונש,ראיות לעונש
43,SH-24-01-26596-264,"ההגנה הגישה, לענין העונש, מסמך רפואי (נ/1) ממנו עולה, כי הנאשם סובל מ""פריצת דיסק"".",ראיות לעונש,ראיות לעונש
44,SH-24-01-26596-264,התביעה הגישה טיעוניה בכתב (ת/2) והשלימה אותן על פה.,טענות הצדדים,טיעוני הצדדים
45,SH-24-01-26596-264,"התביעה טענה, כי מעשי הנאשם פגעו בערכים המוגנים של הגנה על בריאות הציבור ושלומו ועל הגנתו מהסיכון מפני עבירות פליליות ונזקים ישירים ועקיפים הנגרמים כתוצאה מסמים.",טענות הצדדים,טיעוני הצדדים
46,SH-24-01-26596-264,"התביעה טענה, כי גם העבירה של החזקת סם שלא לצריכה עצמית, היא ""אחותה"" של עבירת הסחר בסמים.",טענות הצדדים,טיעוני הצדדים
47,SH-24-01-26596-264,"התביעה טענה, כי עבירות הסחר נעברו תוך שימוש באמצעים דיגיטליים, באמצעות ישומון הטלגרם.",טענות הצדדים,טיעוני הצדדים
48,SH-24-01-26596-264,"התביעה טענה, כי הנאשם סיפק את הסם בתוך דקות מאז שהגיע אליו ההזמנה, ומכאן, שהנאשם מעורה בעולם הסמים. כך למשל, חלק מהפונים הם לקוחות ""חוזרים"", ואף מדברי הנאשם ניתן ללמוד, כי ברשותו סמים מסוגים שונים ובכמויות שונות.",טענות הצדדים,טיעוני הצדדים
49,SH-24-01-26596-264,"בנוסף, החזיק הנאשם בסם מסוכן מסוג קנביס במשקל 20.03 גרם נטו, שלא לצריכתו העצמית, לצד 600 ₪ ו-17 כרטיסי סים.",טענות הצדדים,טיעוני הצדדים
50,SH-24-01-26596-264,התביעה ביקשה לקחת בחשבון את כמות העסקאות ואת התקופה בה פעל הנאשם.,טענות הצדדים,טיעוני הצדדים
51,SH-24-01-26596-264,"התביעה טענה, כי אין המדובר במעידה חד פעמית אלא פעילות מאורגנת ושיטתית.",טענות הצדדים,טיעוני הצדדים
52,SH-24-01-26596-264,התביעה עתרה למתחם ענישה הנע בין 34 ועד 60 חודשי מאסר בפועל.,טענות הצדדים,טיעוני הצדדים
53,SH-24-01-26596-264,"התביעה ביקשה לקחת בחשבון את הרשעתו הקודמת של הנאשם בגין עבירות רכוש, בגינה ריצה עונש מאסר.",טענות הצדדים,טיעוני הצדדים
54,SH-24-01-26596-264,"התביעה טענה, כי במקרה דנן, אין נסיבות לקולה המצדיקות חריגה ממתחם הענישה, ויש להעדיף שיקולי גמול והרתעת היחיד והרבים.",טענות הצדדים,טיעוני הצדדים
55,SH-24-01-26596-264,התביעה עתרה למקם את עונשו של הנאשם ברף הבינוני של מתחם הענישה לצד מאסרים מותנים; פסילה בפועל ועל תנאי של רישיון הנהיגה; קנס משמעותי.,טענות הצדדים,טיעוני הצדדים
56,SH-24-01-26596-264,"בטיעוניה על פה, הוסיפה התביעה, בדבר ההסכמה לחילוט סכום של 600 ₪.",טענות הצדדים,טיעוני הצדדים
57,SH-24-01-26596-264,"ההגנה טענה, כי בחלק מהעסקאות, אשר היו באמצעות ישומון, לא נתפס הסם, והרשעת הנאשם התבססה על אמרותיו בחקירה.",טענות הצדדים,טיעוני הצדדים
58,SH-24-01-26596-264,"ההגנה טענה, כי העסקאות נעשו מול ""צרכני סם"" והנאשם לא היה זה שהכיר להם את הסם.",טענות הצדדים,טיעוני הצדדים
59,SH-24-01-26596-264,"ההגנה טענה, כי לא הוגשו כתבי אישום נגד הרוכשים ולכן אין שוויוניות.",טענות הצדדים,טיעוני הצדדים
60,SH-24-01-26596-264,"ההגנה טענה, כי העבירות נעברו בסמיכות זמנים ולכן מדובר באירוע אחד.",טענות הצדדים,טיעוני הצדדים
61,SH-24-01-26596-264,"ההגנה הפנתה לנסיבותיו האישיות של הנאשם, צעיר, נשוי ואב לשני קטינים, אשר גדל בבית חסר הכוונה עם מצב סוציו-אקונומי נמוך. כן ביקשה לקחת בחשבון נסיבות רפואיות.",טענות הצדדים,טיעוני הצדדים
62,SH-24-01-26596-264,"ההגנה ביקשה לקחת בחשבון, כי הנאשם הודה באשמה, נטל אחריות על מעשיו וחסך זמן שיפוטי יקר.",טענות הצדדים,טיעוני הצדדים
63,SH-24-01-26596-264,"ההגנה טענה, כי אין לזקוף לחובת הנאשם העובדה, שלא פנה להערכת שירות המבחן למבוגרים.",טענות הצדדים,טיעוני הצדדים
64,SH-24-01-26596-264,"ההגנה טענה, כי הנאשם מעד זו הפעם הראשונה בתחום עבירות סמים, לכן יש לשקול שלא למצות את הדין עמו.",טענות הצדדים,טיעוני הצדדים
65,SH-24-01-26596-264,"ההגנה טענה, כי מתחם הענישה אליו עתרה התביעה הינו גבוה ולא הולם את נסיבות המקרה, ועתרה למתחם ענישה הנע בין מספר חודשי עבודות שירות ועד 12 חודשי מאסר בפועל.",טענות הצדדים,טיעוני הצדדים
66,SH-24-01-26596-264,"אשר לפסילה, טענה ההגנה, כי מחזיק הנאשם בשלושה סוגים של רישיון נהיגה, ועתרה להשאיר בידו את הרישיון מסוג B.",טענות הצדדים,טיעוני הצדדים
67,SH-24-01-26596-264,"ההגנה אישרה, כי הוסכם על חילוט הכסף שנתפס בסך 600 ₪.",טענות הצדדים,טיעוני הצדדים
68,SH-24-01-26596-264,"ההגנה ביקשה מבית המשפט להתחשב בנאשם, אשר, לטענתה – ""סיים עם עניין הסמים"" ומשלם מחיר על מעשיו.",טענות הצדדים,טיעוני הצדדים
69,SH-24-01-26596-264,"בדברו האחרון של הנאשם מסר, כי הוא מודה ומצטער על מעשיו. לדבריו, הוא רוצה לראות את ילדיו הקטנים, לעבוד ולהשתקם.",טענות הצדדים,טיעוני הצדדים
70,SH-24-01-26596-264,העבירות שעבר הנאשם חמורות.,דיון והכרעה,דיון והכרעה
71,SH-24-01-26596-264,עבירות בתחום הסמים המסוכנים נושאות בחובן פוטנציאל לפגיעה משמעותית בחברה.,דיון והכרעה,דיון והכרעה
72,SH-24-01-26596-264,"מדובר בנגע המתפשט במהירות ומשחית חייהם של אנשים, בין אם זה ציבור המשתמשים בסמים ובין אם ציבור הנפגעים מעבירות המבוצעות ע""י אלו המשתמשים בסמים.",דיון והכרעה,דיון והכרעה
73,SH-24-01-26596-264,"המשתמשים בסמים הופכים – מאזרחים עמלניים, המנהלים חיים מסודרים, למי שעומדים בשולי החברה, אינם תורמים לאחרים ולא זו אלא, שהטיפול בהם ופרנסתם מוטלים על אחרים.",דיון והכרעה,דיון והכרעה
74,SH-24-01-26596-264,"בנוסף, כתוצאה מעבירות אלה, מועברים מיד ליד כספים בלתי מדווחים בהיקף עצום, חלקם מוצאים דרכם למימון פעילות עבריינית בתחומים שונים.",דיון והכרעה,דיון והכרעה
75,SH-24-01-26596-264,"כל זאת, בשל עבריינים המחזיקים ומפיצים סמים מסוכנים, בדומה לנאשם דנן.",דיון והכרעה,דיון והכרעה
76,SH-24-01-26596-264,"על אף רוחות שונות הנושבות בתחום זה, גם סם מסוכן מסוג קנביס, הוא חומר ממכר, ששימוש מתמשך בו עלול לגרום נזקים לא קלים בתחום התובנה, תפיסת המציאות ובייחוד בתחום התפקודי והתעסוקתי, ומכאן גם – נזקים חברתיים.",דיון והכרעה,דיון והכרעה
77,SH-24-01-26596-264,"על חומרתן של עבירות סחר בסם מסוכן, ראו ע""פ 2596/18 זנזורי נ' מדינת ישראל (פורסם במאגרים):",דיון והכרעה,דיון והכרעה
78,SH-24-01-26596-264,"צרכנים ומשתמשים ואנשים נורמטיביים, שבעבר לא היו נכונים ליטול על עצמם סיכון להסתבך בעולם הפלילי, נכונים כיום לילך צעד נוסף ולהפוך למגדלים ולסוחרים בסם. זאת, מתוך תפיסה שגויה כי מדובר ב""סמים קלים"", ובהינתן הטכנולוגיה המאפשרת מכירה והפצה קלה ו""סטרילית"" של סמים. ברם, סחר בסמים הוא סחר בסמים. ידע כל מי שמהרהר בדרכים לעשיית כסף קל, כי מדיניות הענישה לא השתנתה ובית המשפט רואה בחומרה עבירות של סחר והפצה של סמים מסוכנים, גם סמים ""קלים"", תוך הטלת ענישה משמעותית ומרתיעה. צרכנים ומשתמשים – ראו הוזהרתם (ההדגשה אינה במקור).",דיון והכרעה,דיון והכרעה
79,SH-24-01-26596-264,"עוד ראו רע""פ 8695/19 פסו נ' מדינת ישראל (פורסם במאגרים):",דיון והכרעה,דיון והכרעה
80,SH-24-01-26596-264,"בית משפט זה שב והדגיש כי על מדיניות הענישה בגין סחר והפצה של סמים מסוכנים, ובכללן סמים הנחשבים כ""סמים קלים"", להיות מרתיעה ומשמעותית, וכי יש לראות בחומרה ניסיונות לעשיית רווח כספי באמצעות סחר בסמים אלה.",דיון והכרעה,דיון והכרעה
81,SH-24-01-26596-264,(ההדגשות - אינן במקור).,דיון והכרעה,דיון והכרעה
82,SH-24-01-26596-264,"עוד ראו עפ""ג 53142-12-16 רחמימוב נ' מדינת ישראל (פורסם במאגרים):",דיון והכרעה,דיון והכרעה
83,SH-24-01-26596-264,"עבירות של סחר בסמים מסוכנים הן עבירות חמורות. בית המשפט העליון חזר וקבע, כי הסמים המסוכנים פשטו בקרבנו כנגע חברתי, אשר השלכותיו הרסניות וסכנותיו רחבות היקף. בשל הנזק החברתי רב העוצמה, שגורמת עבירה של סחר בסם מסוכן שלא לצריכה עצמית, זוהי עבירה שככלל ראוי שכל המבצע אותה יישא בעונש מאסר בפועל משמעותי וממושך מאחורי סורג ובריח.",דיון והכרעה,דיון והכרעה
84,SH-24-01-26596-264,(ההדגשה - אינה במקור).,דיון והכרעה,דיון והכרעה
85,SH-24-01-26596-264,"כן ראו ע""פ 211/09 אזולאי נ' מדינת ישראל (פורסם במאגרים):",דיון והכרעה,דיון והכרעה
86,SH-24-01-26596-264,"הענישה בעבירות מסוג זה נועדה, קודם לכל, לשרת את מטרת הגמול לעבריין על עיסוק בסם העלול לסכן חיי אדם ולפגוע בבריאות המשתמשים בו; שנית, על העונש להעביר מסר חד-משמעי של הרתעה ביחס לעבריינים פוטנציאליים, ולשמש אות אזהרה אפקטיבי לכל מי שמתכוון לקחת חלק במערכת ההעברות והסחר בסמים, תהא אשר תהא הפונקציה אותה הוא ממלא בשרשרת זו של העברת הסם מיד ליד. מזה זמן רב, מדגישים בתי המשפט בפסיקתם את חשיבות הערך הענישתי בעבירות סמים כאחד הכלים החשובים בפעילות לביעורו של נגע הסמים. ההחמרה בענישה בגין עבירות סמים משרתת את מטרות הגמול וההרתעה, שהן היעדים העיקריים של הענישה בתחום הסמים.",דיון והכרעה,דיון והכרעה
87,SH-24-01-26596-264,"בנוגע לעבירה של החזקת סם שלא לצריכה עצמית, ראו דברי בית המשפט העליון במסגרת ע""פ 1345/08 איסטחרוב נ' מדינת ישראל (פורסם במאגרים):",דיון והכרעה,דיון והכרעה
88,SH-24-01-26596-264,"אין מנוס מהכבדת היד על המחזיקים סמים שלא לצריכה עצמית, שכל בר דעת מבין כי נועדו לצריכת הזולת, קרי, להוספת שמן על מדורת הסמים אשר להבותיה אופפות רבים וטובים, או רבים שהיו טובים. עבירה זו היא תאומתה הסטטוטורית של עבירת הסחר בסמים, אלא שלא ניתן להוכיח לגביה את הסחר עצמו, ונקבע לשתיהן עונשה זהה, עונש מירבי של עשרים שנות מאסר וקנס פי עשרים וחמישה מזה הקבוע בסעיף 61(א)(4) לחוק העונשין, העומד כיום על 202,000 ₪...",דיון והכרעה,דיון והכרעה
89,SH-24-01-26596-264,"על בית המשפט להרתיע היחיד והרבים מפני עבירות הסמים, ולהילחם בתופעה הקשה של נגע הסמים, הצוברת תאוצה בשנים האחרונות.",דיון והכרעה,דיון והכרעה
90,SH-24-01-26596-264,"להלן, תובא סקירה של מדיניות הענישה הנוהגת:",דיון והכרעה,דיון והכרעה
91,SH-24-01-26596-264,"עפ""ג 4842-05-23 בן נח נ' מדינת ישראל – המערער הורשע, על פי הודאתו, בעבירות של סיוע לסחר בסם מסוכן מסוג קנביס והחזקת סם שלא לצריכה עצמית. בהתאם לעובדות כתב האישום המתוקן, סייע הנאשם לאחר לסחור בסם מסוכן מסוג קנביס במשקל 9.94 גרם תמורת 500 ₪, ובאותו מעמד, החזיק ברכבו בסם מסוכן מסוג קנביס, במשקל 530 גרם, שלא לצריכתו העצמית. מותב זה קבע מתחם ענישה הנע בין 12 ועד 24 חודשי מאסר בפועל, וגזר על הנאשם 15 חודשי מאסר, לצד ענישה נלווית וחילוט הרכב בו הסתייע. בשל נסיבות מיוחדות של נאשם זה, הסכימה המשיבה לבקשת ההגנה להפחית את עונש המאסר ל-11 חודשי מאסר וביטול פסילת רישיון הנהיגה בפועל, כאשר לא היה כל שינוי ביתר רכיבי גזר הדין. בית המשפט המחוזי (כב' השופט א' ביתן) ציין, כי העונש שהוטל על הנאשם בבית המשפט קמא הינו מתאים למעשה העבירה.",דיון והכרעה,דיון והכרעה
92,SH-24-01-26596-264,"ת""פ 64772-05-22 מדינת ישראל נ' אבו בלאל – הנאשם הורשע, על פי הודאתו, בעבירה של ניסיון לסחר בסם מסוכן מסוג קנביס במשקל 850 גרם, תמורת 7,500 ₪. מותב זה אימץ את מתחם הענישה אליו עתרה התביעה והעמידו כך שינוע בין 10 ועד 20 חודשי מאסר, תוך שציין בגזר הדין, כי ראוי היה לעתור למתחם ענישה גבוה יותר.",דיון והכרעה,דיון והכרעה
93,SH-24-01-26596-264,"ת""פ 5072-11-21 מדינת ישראל נ' אבן עתמי – הנאשם הורשע, על פי הודאתו, בעבירות של קשירת קשר לעשות פשע, סחר בסם מסוכן מסוג קנביס והחזקת סם מסוכן מסוג קנביס שלא לצריכה עצמית. בעסקה הראשונה, מכר הנאשם לסוכן סם מסוכן מסוג קנביס במשקל 24 גרם נטו, תמורת 400 ₪; בעסקה השניה, מכר הנאשם לסוכן סם מסוכן מסוג קנביס במשקל 14.85 גרם נטו תמורת 300 ₪; בעסקה השלישית, מכר הנאשם לאחר סם מסוכן מסוג קנביס במשקל 7.08 גרם תמורת 300 ₪ ובאותו מעמד, החזיק ברכבו בסם מסוכן מסוג קנביס במשקל 77.06 גרם, שלא לצריכתו העצמית. מותב זה קבע מתחם ענישה הנע בין 10 ועד 20 חודשי מאסר.",דיון והכרעה,דיון והכרעה
94,SH-24-01-26596-264,"בית המשפט עיין בפסיקה שהוגשה מטעם באי כוח הצדדים. אולם, קביעת מתחם הענישה היא בהתאם לנסיבות המקרה העומד לדיון, וסקירת מדיניות הענישה הנוהגת היא רק שיקול אחד מבין כלל השיקולים אותו עושה בית המשפט בקובעו מתחם ענישה הולם. בהתאם להוראות סעיף 40 לחוק העונשין, תשל""ז – 1977, בבואו של בית המשפט לקבוע מתחם ענישה, רשאי לקחת בחשבון מכלול שיקולים, בין היתר, נסיבות ביצוע העבירה; משך ההתנהגות העבריינית; מידת הפגיעה בערכים המוגנים; וכן, שיקולים נוספים.",דיון והכרעה,דיון והכרעה
95,SH-24-01-26596-264,"במקרה דנן, קיימות מספר נסיבות לחומרה, שיש בהן כדי להעיד על פעילות עקבית ומאורגנת בתחום הסחר בסמים מסוכנים, וכן על היות הנאשם בדרג משמעותי בהיררכיה העבריינית: הנאשם היה פעיל במסגרת קבוצת טלגרם העוסקת במכירה של סמים מסוכנים; הנאשם ערך עסקאות עם לקוחות שנחזו להיות מזדמנים; הנאשם החזיק בסמים בתצורות שונות; הנאשם סיפק הסמים מידית לאחר הסיכום, ומכאן שהיו בידו סמים באופן זמין; העסקאות לא נערכו בכמויות קטנות, אלא בכמויות בינוניות.",דיון והכרעה,דיון והכרעה
96,SH-24-01-26596-264,לאור ריבוי העסקאות; משך הזמן בו פעל הנאשם; טיב הסם; כמות הסם בה סחר הנאשם; וכמות הסם שהחזיק הנאשם שלא לצריכתו העצמית – מוצא בית המשפט להעמיד את מתחם הענישה כך שינוע בין 20 ועד 50 חודשי מאסר.,דיון והכרעה,דיון והכרעה
97,SH-24-01-26596-264,"עובדות כתב האישום המתוקן והמוסכם בהן הודה הנאשם, ובכללן – האופן בו נערכו העסקאות למכירת הסמים המסוכנים, בין היתר לסוכן משטרתי, תוך אספקת סמים באופן מידי ובמשקל גבוה מעידות על מעורבות עומק בעולם הסמים המסוכנים, וכי הנאשם אינו ""קוטל קנים"" בתחום הסמים.",קביעת הענישה הספציפית ,דיון והכרעה
