verdict,text,part
ME-21-02-46604-513,"חוק העונשין, תשל""ז-1977: סע'  144(א), 411",nothing
ME-21-02-46604-513,"פקודת הסמים המסוכנים [נוסח חדש], תשל""ג-1973: סע'  7.א., 7.ג",nothing
ME-21-02-46604-513,"בהקשר לעבירת הנשק, נטען כי מדובר בהחזקה נקודתית בלבד לצורך צילום, אותה יש לראות בעיקר כמעשה טיפשי, ופחות כמעשה עברייני מובהק. משכך, ולשיטת ההגנה, על מתחם הענישה לנוע בטווחים של מספר חודשי מאסר, וממילא להיבלע בתוך מתחם הענישה שייקבע בעבירת הסמים.",	טיעוני הצדדים לעונש
ME-21-02-46604-513,"ביחס לעבירת הסמים, ועל יסוד פסיקה שהוצגה, סבר הסנגור כי יש לקבוע מתחם אשר הרף התחתון שלו עומד על מספר חודשי מאסר, ולכל היותר, על שנת מאסר.",	טיעוני הצדדים לעונש
ME-21-02-46604-513,"הסנגור עתר ליתן משקל להודאת הנאשם והבעת החרטה, והפנה לעובדה כי הנאשם קיבל אחריות על עבירה זו כבר בחקירתו בתחנה. עוד נטען כי יש משקל לקושי הכרוך בריצוי תקופת מאסר ראשונה, וממילא כזו אשר חלקה בוצעה בתנאי מעצר (הנאשם עצור מחודש פברואר).",	טיעוני הצדדים לעונש
ME-21-02-46604-513,"כתב האישום המתוקן מחזיק כאמור שני אישומים, שאינם קשורים ביניהם קשר הדוק, ומכאן - והצדדים לא חלקו על כך - שיש לקבוע מתחם ענישה בעניינו של כל אחד מהם. אציין כבר בפתח הדברים כי לאחר תיקונו, הפך כתב האישום לכזה המצוי בסמכות בית משפט השלום, על כל המשתמע מכך לעניין רמת הענישה.",	דיון והכרעה
ME-21-02-46604-513,"באשר לאישום הראשון, המשקף כאמור עבירה של קבלת רכוש שהושג בפשע והחזקת נשק, מקובלת עלי עמדת התביעה, לפיה ככלל, עבירות מהסוג דנן פוגעות בערך של הגנה על שלום הציבור וביטחונו, הגנה על הסדר הציבורי, ויש להן פוטנציאל להסלמה עבריינית, תוך  יצירת סיכון מוחשי וחמור לציבור [ראה והשווה עמדת בית המשפט העליון בע""פ 4406/19 מדינת ישראל נ' סובח (5.11.2019)].",	דיון והכרעה
ME-21-02-46604-513,"יחד עם זאת, לא ניתן להתעלם מאותן נסיבות ייחודיות המאפיינות אישום זה, דהיינו - החזקה נקודתית של האקדח למשך מספר שניות, ואך ורק לצורך צילום ""רברבני"", כאשר מיד לאחר ביצוע הצילום, הוחזר הנשק למי שהביאו לנאשם.",	דיון והכרעה
ME-21-02-46604-513,"נסיבות ייחודיות אלה ממתנות במידה רבה את אותה פגיעה בערכים המוגנים שהוזכרו לעיל, ודומני כי יש בהן כדי לייצר הבחנה מובהקת בין המקרה דנן לבין אותם מקרים מובהקים שנדונו בפסיקה בעבירות של החזקת נשק.",	דיון והכרעה
ME-21-02-46604-513,"כך במסגרת רע""פ 6265/20 אלקיעאן נ' מדינת ישראל (15.9.2020) שם דובר בנאשם שהחזיק מתחת לכיסא הנהג ברכב, אקדח מסוג ""ברטה"" בצירוף מחסנית ובה כדורים. בית משפט השלום קבע מתחם הנע בין 15 חודשי מאסר עד 30 חודשי מאסר ובית המשפט המחוזי קיבל את ערעור הנאשם והעמיד את העונש על 12 חודשי מאסר. בית המשפט העליון דחה את בקשת רשות הערעור שהוגשה על-ידי הנאשם.",	דיון והכרעה
ME-21-02-46604-513,"לא צריכה להיות מחלוקת כי מקרה זה חמור מענייננו, וזאת בשים לב לשוני שבין החזקה נמשכת לבין החזקה נקודתית לצורך צילום בלבד, והחזרת הנשק לאדם שהביאו.",	דיון והכרעה
ME-21-02-46604-513,"רע""פ 2265/18 עמאר נ' מדינת ישראל (29.3.2018) שם דובר במי שהורשע בהחזקת שני תתי מקלע מאולתרים ומחסנית, והוטל עליו בבית משפט השלום עונש של 24 חודשי מאסר. בית המשפט המחוזי קיבל את ערעור הנאשם והעמיד את העונש על 20 חודשי מאסר. בית המשפט העליון דחה את בקשת רשות הערעור.",	דיון והכרעה
ME-21-02-46604-513,"גם כאן לא צריכה להיות מחלוקת כי המקרה חמור לאין שיעור מענייננו, הן נוכח השוני בין שני תתי מקלעים לאקדח, והן נוכח השוני שבין החזקה נמשכת לבין החזקה נקודתית לצורך צילום.",	דיון והכרעה
ME-21-02-46604-513,"על יסוד האמור לעיל, וביחס לאישום הראשון, ראיתי לקבוע מתחם הנע בין 6 חודשי מאסר ל- 14 חודשי מאסר.",	דיון והכרעה
ME-21-02-46604-513,"באשר לאישום השני, המשקף עבירה של החזקת סם שלא לצריכה עצמית (30 גרם קוקאין), נראה כי יש טעם בטיעון המדינה בדבר אותם ערכים מוגנים הנפגעים כתוצאה מעבירות הסמים, ובהם פגיעה בשלום הציבור ובבריאותו, וכן פגיעה באותם ערכים נוספים הנפגעים שעה שמבוצעות עבירות נלוות לעבירות הסמים.",	דיון והכרעה
ME-21-02-46604-513,"מדובר בכמות סם, שאף אם כתבי האישום בגין כמויות מעין אלה מוגשים לבית משפט השלום, עדיין אינה מבוטלת, ומשקפת רף חומרה משמעותי. יש אף ליתן את הדעת כי בצמוד להחזקת הסם, החזיק הנאשם פריטים נוספים, ובהם שקיות אטימה ומשקל דיגיטלי.",	דיון והכרעה
ME-21-02-46604-513,"בהתייחס למדיניות הענישה הנוהגת, ראיתי להפנות לפסקי הדין הבאים:",	דיון והכרעה
ME-21-02-46604-513,"רע""פ 894/16 פרץ נ' מדינת ישראל (10.2.2016) שם דובר בנאשם שהורשע בהחזקת 31 גרם סם מסוכן מסוג קוקאין. בית משפט השלום קבע מתחם הנע בין 15 חודשי מאסר ל- 36 חודשי מאסר, והטיל על הנאשם עונש המשקף את תחתית המתחם. בית המשפט המחוזי דחה את הערעור, ובהמשך, נדחתה על-ידי בית המשפט העליון אף בקשת רשות הערעור שהוגשה.",	דיון והכרעה
ME-21-02-46604-513,"עפ""ג (מרכז) 62489-07-17 אבו דקה נ' מדינת ישראל (31.12.2017) שם דובר בנאשם שהורשע בהחזקת 29.9 גרם סם מסוכן מסוג קוקאין, ובית משפט השלום קבע מתחם הנע בין 15 חודשי מאסר ל- 36 חודשי מאסר, והטיל על הנאשם עונש של 15 חודשי מאסר. בית המשפט המחוזי קבע כי מדובר במתחם ראוי.",	דיון והכרעה
ME-21-02-46604-513,"רע""פ 1425/15 טבול נ' מדינת ישראל (5.3.2015) שם דובר בנאשם אשר החזיק סם מסוכן מסוג קוקאין במשקל 38.3 גרם. בית משפט השלום גזר על הנאשם עונש מאסר לריצוי בעבודות שירות, אולם בית המשפט המחוזי קיבל את ערעור המדינה והעמיד את העונש על 12 חודשי מאסר. בית המשפט העליון דחה את הערעור.",	דיון והכרעה
ME-21-02-46604-513,"ת""פ (ב""ש) 3745-09-16 מדינת ישראל נ' אבו עמר (22.3.2018) שם דובר בנאשם אשר החזיק החזקה קונסטרוקטיבית בסם מסוכן מסוג קוקאין במשקל של 63.4 גרם. בית המשפט המחוזי קבע מתחם הנע בין 15 חודשי מאסר ל- 48 חודשי מאסר, ובהתחשב בסיכויי שיקומו ובנתונים נוספים, גזר על הנאשם 12 חודשי מאסר.",	דיון והכרעה
ME-21-02-46604-513,"שקלול הנתונים שפורטו לעיל, מוביל למסקנה כי יש לקבוע את מתחם הענישה ככזה העומד ברף התחתון על 14 חודשי מאסר וברף העליון על 36 חודשי מאסר.",	דיון והכרעה
ME-21-02-46604-513,"הצדדים לא חלקו על הנחת היסוד, לפיה יש מקום להטיל על הנאשם עונש המשקף את תחתית כל אחד ממתחמי הענישה שנקבעו, וזאת נוכח הודאתו, הבעת החרטה, העדר עבר פלילי וגילו הצעיר.",	דיון והכרעה
ME-21-02-46604-513,"משזוהי נקודת המוצא, לא ראיתי להרחיב בנושא המשקל שיש לנתונים אלה, ועמדת הצדדים מקובלת עלי.",	דיון והכרעה
ME-21-02-46604-513,"באשר לשאלת החפיפה בין מתחמי הענישה, גם בהקשר זה הסכימה התביעה לחפיפה מסוימת בין המתחמים, בעוד ההגנה טענה לחפיפה מלאה.",	דיון והכרעה
ME-21-02-46604-513,"שקלתי את טיעוני הצדדים, ודומני כי אותם שיקולים אשר הצדיקו אימוץ הרף התחתון של מתחמי הענישה, ובעיקר ההודאה, הגיל הצעיר והעדר עבר פלילי, מצדיקים אף נקיטה בגישה מתונה, באופן של חפיפה כמעט מלאה של מתחמי הענישה.",	דיון והכרעה
ME-21-02-46604-513,"יש אף ליתן את הדעת לעובדה כי הנאשם מרצה את מעצרו הראשון, ועומד בפני ריצוי מאסר ראשון, ובהינתן גילו הצעיר לדברים יש משקל ממתן.",	דיון והכרעה
ME-21-02-46604-513,"נתתי דעתי אף לעמדת הוריו של הנאשם, כפי שזו משתקפת במכתב שהוגש (נע/1) .",	דיון והכרעה
ME-21-02-46604-513,"לאור האמור לעיל, ראיתי להטיל על הנאשם את העונשים הבאים:",	דיון והכרעה
ME-21-02-46604-513,15 חודשי מאסר לריצוי בפועל החל מיום מעצרו - 31.1.2021.,	דיון והכרעה
ME-21-02-46604-513,"7 חודשי מאסר, אולם הנאשם לא יישא עונש זה אלא אם יעבור תוך שלוש שנים מיום שחרורו עבירת נשק או עבירת סמים מסוג פשע.",	דיון והכרעה
ME-21-02-46604-513,"4 חודשי מאסר, אולם הנאשם לא יישא עונש זה אלא אם יעבור תוך שלוש שנים מיום שחרורו עבירת רכוש מסוג פשע.",	דיון והכרעה
ME-21-02-46604-513,"1 חודש מאסר, אולם הנאשם לא יישא עונש זה אלא אם יעבור תוך שנתיים מיום שחרורו עבירת סמים מסוג עוון או עבירת רכוש מסוג עוון.",	דיון והכרעה
ME-21-02-46604-513,"קנס בסך 2,000 ₪ או 10 ימי מאסר תמורתו. הקנס ישולם עד ולא יאוחר מיום 1.1.2022.",	דיון והכרעה
ME-21-02-46604-513,"בהסכמת הצדדים, אני מורה על חילוט קטנוע מסוג ג'וי רייד מ.ר. 52-001-78 וכן 360 ₪ שנתפסו בחזקת הנאשם.",	דיון והכרעה
ME-21-02-46604-513,ניתן צו כללי למוצגים לשיקול דעת קצין משטרה ו/או התביעה.,	דיון והכרעה
