verdict,text,part
SH-19-05-9773-858,"נסיבות שאינן קשורות בביצוע העבירה לפי סעיף 40י""א לחוק העונשין – ניתן  לתת משקל לנסיבות הבאות שאינן קשורות בביצוע העבירה, במסגרת גזירת העונש בתוך המתחם: הנאשם כבן 56, ולחובתו רישום פלילי מכביד, המלמד על ניהול חיים התמכרותיים וביצוע עבירות למימון ההתמכרות. הנאשם ריצה מאסרים ותלויים ועומדים נגדו 3 מאסרים מותנים. כל זאת לחומרה. אלא שנדמה, כי חלה התייצבות מסוימת במצבו של הנאשם, ומהיכרותי עמו בשנים האחרונות, אכן ניכר שינוי לטובה במראהו ובהליכותיו, ויש לקוות כי העייפות מאורח החיים ההתמכרותי והעברייני, הביאו, סוף סוף, לכדי הבנה שניתן לחיות בדרך אחרת, חיובית ויצרנית, מבלי להזיק לעצמו ולזולת. עצם העובדה שהנאשם נמצא כשיר לעבודות שירות מלמדת על כך שהצליח לשמור על ניקיון מסמים, ואף נמצא כשיר מבחינת דפוסיו, לבצע עונש זה, משימה לא קלה עבור אדם דוגמתו, נוכח קורות חייו. בנוסף, הנאשם קיבל אחריות מלאה לארבעה תיקים לרבות אחד שטרם הוגש באופן פורמלי. כל זאת לזכותו.",טיעונים לעונש
SH-19-05-9773-858,"המיקום במתחם – בנסיבות אלו, שליחת הנאשם למאסר ממש לא תשרת כל אינטרס ותשוב ותדרדר את הנאשם לפשע. על הנאשם לשלם על מעשיו, אך לא בדמות מאסר בפועל, אלא בעבודות שירות, ואף זאת לא לתקופה המירבית.",טיעונים לעונש
SH-19-05-9773-858,"לפיכך, אני מחליט לגזור על הנאשם את העונשים הבאים:",גזירת הדין
SH-19-05-9773-858,"חודשיים מאסר שירוצו בעבודות שירות. העבודות ירוצו ב""מפעל חיים בירושלים"" החל מיום 25.7.2021. במועד זה על הנאשם להתייצב במשרדי הממונה בבאר שבע עד לשעה 08:00 לתחילת ריצוי העבודות. הובהר לנאשם כי אם לא יבצע את העבודות כנדרש, בסמכות הממונה להפקיע את העבודות למאסר בפועל – יש לנכות מתקופה זו את ימי המעצר בהם היה נתון הנאשם במכלול התיקים שלפניי, ככל שהיה נתון, ע""פ חישוב שב""ס שיכריע;",גזירת הדין
SH-19-05-9773-858,מפעיל את שלושת המאסרים המותנים שפורטו לעיל באופן הבא:,גזירת הדין
SH-19-05-9773-858,המאסר המותנה הראשון בן השבועיים – בחופף למאסרו הנוכחי;,גזירת הדין
SH-19-05-9773-858,המאסר המותנה השני בן שלושת החודשים במצטבר למאסר הנוכחי;,גזירת הדין
SH-19-05-9773-858,המאסר המותנה השלישי בחופף למעצרו הנוכחי.,גזירת הדין
SH-19-05-9773-858,"בסה""כ ירצה הנאשם 5 חודשי מאסר בעבודות שירות בניכוי ימי מעצרו ע""פ חישוב שב""ס שיכריע;",גזירת הדין
SH-19-05-9773-858,"חודש מאסר לא ירוצה, אלא אם יעבור הנאשם בתוך שנה מתום עבודות השירות כל עבירת עוון לפי פקודת הסמים המסוכנים;",גזירת הדין
SH-19-05-9773-858,"שלושה חודשי מאסר לא ירוצו, אלא אם יעבור הנאשם בתוך שנתיים מתום עבודות שירות עבירת גניבה או גניבה והונאה בכרטיס אשראי;",גזירת הדין
SH-19-05-9773-858,"קנס בסך 500  ₪, או  יומיים מאסר תמורתו אם לא ישולם. הקנס ישולם  ב-5 תשלומים שווים ורצופים החל מיום 1.7.2021 ובכל ראשון לחודש רציף ועוקב. לא ישולם תשלום במועד או לא ישולם כלל, יעמוד הקנס לפירעון מיידי. מורה על קיזוז הקנס מההפקדה שבתיק. ככל שתיוותר יתרת חובה, תשולם כפי שקבעתי. ככל שתיוותר יתרת זכות תוחזר לנאשם על אף כל הוראת עיקול;",גזירת הדין
SH-19-05-9773-858,"פיצוי בסך 1,000 ₪ למתלוננת בתיק הראשון, עדת תביעה 2. הפיצוי ישולם ב-10 תשלומים שווים ורצופים החל מיום 1.7.2021 ובכל ראשון חודש רציף ועוקב. אי עמידה בתשלום מי מהתשלומים תביא לפירעון מיידי של הפיצוי ולתוספת הפרשי הצמדה וריבית פיגורים כחוק;",גזירת הדין
SH-19-05-9773-858,"מורה על השמדת הסמים – לגבי הטלפונים יוחזרו לבעליהם או יחולטו ע""פ החלטת הרשם.",גזירת הדין
SH-19-05-9773-858,יש לשלוח לממונה על עבודות שירות.,גזירת הדין
