SH-22-02-10096-595,"הנאשם נטל את תיקה של גל ובו חוגר, כרטיסי אשראי ומפתחות לרכב. הנאשם גם חיטט במגירות בבית ונטל תכשיטים בדמות צמידים ושרשראות בשווי כולל מוערך של 5500 ₪.",	כתב האישום:
SH-22-02-10096-595,"באישום הרביעי נטען כי ביום 16.9.2020 בשעה 08:25 לערך, ברחוב ראובן שרי 31 בשכונת רמות בירושלים, יצאו בני משפחת פרידמן מביתם, כאשר בנם בן ה-14 נותר ללון בבית.",	כתב האישום:
SH-22-02-10096-595,"הנאשם שהבחין בהם עוזבים את הבית, ניצל הזדמנות זו, נכנס לחצר, נטל את חפירה שהיה מונח בחצר, הניח כיסא אל מול דלת הכניסה מהחצר לסלון הבית וניסה לפרוץ את הבריח העליון של הדלת. למשמע מעשיו, התעורר הבן משנתו, ניגש לחלון והבחין בנאשם. הנאשם שהבחין בו נמלט מהבית כשבידו את החפירה.",	כתב האישום:
SH-22-02-10096-595,"ראיות המאשימה לעונש: רישום פלילי, רישום פלילי- תעבורה.",	כתב האישום:
SH-22-02-10096-595,"במסגרת ראיות ההגנה לעונש העידה אמו של הנאשם שמסרה כי היא אלמנה שגידלה 8 יתומים לבדה. האם ציינה, כי משפחתו של הנאשם, אשתו וילדיו, נמצאים במצב כלכלי ואישי קשה, לאחר שנזרקו מביתם עקב אי תשלום שכירות. כיום הם מתגוררים עמה, והיא נאלצת לקבץ נדבות כדי לכלכל אותם. האם ציינה, כי אשת הנאשם וילדיהם סובלים מבעיות רפואיות, והאם עתידה לעבור ניתוח בזמן הקרוב.",	ראיות ההגנה לעונש:
SH-22-02-10096-595,"המאשימה הפנתה לכתב האישום, ונסיבות האירועים כפי שפורטו בו. צוין, כי במעשיו פגע הנאשם בערכים מוגנים הנוגעים בכבוד האדם וחירותו, שלום הציבור ושלטון החוק, הסדר הציבורי, וכן ריבונותה של המדינה. לקולא ביקשה להביא בחשבון את הודאתו, ולחומרה את נסיבות האירועים, הימצאותם של בני הבית באירועי ההתפרצות, הרכוש שנגנב, וריבוי העבירות שנעשו בהיותו שוהה בלתי חוקי. הוסף, כי לחובת הנאשם רישום פלילי הכולל 8 הרשעות קודמות, בגין עבירות שב""ח, התפרצות ועוד, בגינן ריצה תקופות מאסר כוללות למשך 75 חודשים. לחובת הנאשם תלויים ועומדים שני מאסרים על תנאי להפעלה למשך 8 חודשים מתיק קודם.",	תמצית טיעוני הצדדים:
SH-22-02-10096-595,"את מתחמי העונש ביקשה לקבוע כדלקמן: ביחס לאישום הראשון, החל ממאסר קצר ועד 12 חודשים. באישום השני, החל מ-12 חודשים ועד 36 חודשים. באישום השלישי החל מ- 12 חודשים ועד 36 חודשים, ובאישום הרביעי החל מ- 12 חודשים ועד 24 חודשים, כל זאת, לצד ענישה נלווית. את עונשו של הנאשם ביקשה לקבוע בחלק העליון של כל מתחם, ולהטיל עליו 68 חודשים כולל המאסרים על תנאי, לצד ענישה נלווית, לרבות פיצוי לקורבנות העבירה.",	תמצית טיעוני הצדדים:
SH-22-02-10096-595,"הסנגור הפנה לתיקון שנעשה בכתב האישום, וביקש כי ביחס לאישומים 2 -4 ייקבע מתחם עונש אחד, נוכח פרקי הזמן הקצרים שבין האירועים. ביחס לאישום הרביעי, צוין כי הוא מצוי ברף נמוך של חומרה נוכח הימלטותו של הנאשם מהמקום לאחר כניסתו לחצר, ובעת שהבחין באחד מבני הבית. על פיו, עבירה זו דומה בנסיבותיה להסגת גבול, חלף ניסיון התפרצות, כפי המיוחס לו.",	תמצית טיעוני הצדדים:
SH-22-02-10096-595,"הסנגור הפנה לפרק הזמן שמפריד בין האירוע הראשון ליתר האירועים, נתון שלדעתו יכול ללמד על התמתנות מצד הנאשם בביצוע עבירות פליליות. הסנגור הפנה לדברי האם אודות המצב הכלכלי הקשה בו נתונה משפחתו של הנאשם בעקבות מעצרו. על פיו, מעצרו באישום הראשון, הוביל את הנאשם להתנהגות בה נקט כלפי השוטרים, לאחר תקופה ארוכה בה התנהל באופן תקין, ""ובראותו את הכול מתפרק לנגד עיניו"".",	תמצית טיעוני הצדדים:
SH-22-02-10096-595,"הסנגור ביקש לקחת בחשבון לקולא את הודאת הנאשם, מועד ביצוען של העבירות, החרטה שהביע וכן החיסכון בזמן השיפוטי. על פיו, מידת הפגיעה בערך המוגן במסגרת אותם אירועים אינה גבוהה, למעט באישום מספר 3.",	תמצית טיעוני הצדדים:
SH-22-02-10096-595,"את המתחם ביקש לקבוע החל מ-10 חודשים ועד 18 חודשים בכל הנוגע לאישומים מספר 2 -4, וביחס לאישום הראשון החל ממאסר על תנאי ועד 6 חודשים. נוכח טעמים אלו שפורטו, ביקש הסנגור לגזור על הנאשם תקופת מאסר שלא תעלה על 20 חודשים. את המאסר על תנאי ביקש להפעיל בחופף, ולחילופין את חלקו הארי בחופף והיתרה במצטבר.",	תמצית טיעוני הצדדים:
SH-22-02-10096-595,הנאשם הביע צער על המעשים וביקש להשתרר על מנת לדאוג לילדיו.,	תמצית טיעוני הצדדים:
SH-22-02-10096-595,"במקרה שלפניי, יש לקבוע מתחמי עונש נפרדים ביחס לכל אישום, שכן המדובר בנסיבות שונות, עבירות שונות ופרקי זמן ארוכים שחלפו בין האירועים. כך גם ביחס לאישומים 3 ו-4,  על אף והמדובר באירועים הדומים במהותם, שכן המדובר במתלוננים שונים, במקומות שונים, ובין המועדים חלף פרק זמן של 10 ימים.",	מתחם העונש ההולם:
SH-22-02-10096-595,"הערכים החברתיים בהם פגע הנאשם הינם: ריבונותה של המדינה והחלטה מי יבואו בשעריה, ביטחונו של אדם, שלוותו, הזכות לקניין, וכן כיבוד שלטון החוק ורשויות אכיפת-החוק.",	מתחם העונש ההולם:
SH-22-02-10096-595,"בכל הנוגע לאישום הראשון, הרי שאופן התנהגות הנאשם כלפי שוטרי משטרת ישראל, וכן האיומים שהופנו כלפיהם הינם חמורים ומבזים. בעבירות אלו, מתחם העונש ההולם הינו החל ממספר מועט של חודשי מאסר בפועל ועד שנת מאסר, נוכח העובדה, כי אלו הופנו כלפי עובדי -ציבור הפועלים על פי דין. (ראו לדוגמה: עפ""ג 3328-05-15 פלוני נגד מדינת ישראל (6.9.15); עפ""ג 5601-09-17 אמגד אגרוף נ' מדינת ישראל (09.04.18); עפ""ג (מרכז) 1079-04-14‏ נגוסה יטזב נ' מדינת ישראל (17.6.14); רע""פ 9704/06 גרמן סלונים נ' מדינת ישראל (28.11.06) ת""פ (י-ם) 4110/09 מדינת ישראל נ' עליאן (14.11.13)).",	מתחם העונש ההולם:
SH-22-02-10096-595,"בהתייחס לאישום השני, ובשים לב לעובדה, כי לעבירת השב""ח נלוותה גם עבירת שבל""ר, ביחס לרכב שנגנב בין התאריכים 13.8.2020 -14.8.2020 בו החזיק הנאשם, יש לקבוע את המתחם בין מאסר קצר החל ממספר חודשים, ועד 8 חודשים, לצד ענישה נלווית.",	מתחם העונש ההולם:
SH-22-02-10096-595,"בהתייחס לעבירת ההתפרצות הרי שהמדובר בעבירה שחומרתה רבה. בפסק דינו ציין כב' השופט י. עמית שעבירות גניבת רכב או עבירות של התפרצות לדירה, גם אם אינן ""מתוחכמות"", הן מסוג העבירות שיש בהן מסוכנות אינהרנטית נוכח הפוטנציאל להתפתחות אלימה, וכן נקבע, כי פריצה לבית או לחצרים מערערת את הביטחון האישי של הציבור. (ראו: בש""פ 45/10 מסארוה נ' מדינת ישראל (08.01.10)).",	מתחם העונש ההולם:
SH-22-02-10096-595,"במסגרת רע""פ 398/14 ערג' נ' מדינת ישראל (16.3.14) נקבע כי ""עבירות ההתפרצות והגניבה, הפכו, למרבה הצער, לנפוצות במחוזותינו, הן פוגעות ברכושו של הציבור, מערערות קשות את תחושת ביטחונו, ומנפצות לרסיסים את התפיסה לפיה ביתו של אדם הוא מבצרו. בית משפט זה עמד, לא פעם, על כך שחומרתן של העבירות, לצד נפוצותה של התופעה, מצריכות נקיטת יד קשה עם העבריינים"".",	מתחם העונש ההולם:
SH-22-02-10096-595,"בענייננו, אישום 3 מצוי ברף חומרה גבוה נוכח נסיבות האירוע, כניסתו לבית בעת שבתם של בעלי הבית, חיילת בשרות סדיר, לנה בחדרה. הפוטנציאל להתממשותו של אירוע אלים במקרה זה היה גבוה, ומהבית ניטל ציוד אישי חשוב –חוגר, כרטיסי אשראי וכן מפתחות רכב. בנוסף נגנב מהבית רכוש יקר ערך שלו גם ערך סנטימנטלי. באירוע הנוסף, ואף אם לא הושלם המעשה, המדובר באירוע חמור גם כן, נוכח המפגש שבין הנאשם לקטין בן 14, בן הבית.",	מתחם העונש ההולם:
SH-22-02-10096-595,"הנאשם ניצל כאמור שעת כושר, בעת שהבחין כי בני הבית עוזבים את המקום, נכנס לחצר הבית ובאמצעות את חפירה ניסה לפרוץ את הבריח של הדלת. המעשה לא הושלם רק משום המפגש עם הקטין, שהתעורר משנתו לאחר ששמע רעש, והבחין בנאשם. אז נמלט האחרון מהמקום.",	מתחם העונש ההולם:
SH-22-02-10096-595,"בבחינת מתחם הענישה הנהוג בגין עבירות התפרצות וגניבה, הרי שמטבע הדברים מתחם הענישה הינו רחב. באשר לעבירת ההתפרצות, ובמטרה להדגיש את חומרת המעשים אבהיר כי במקרים רבים, רק בגין עבירת התפרצות, מוטלים עונשי מאסר לריצוי בפועל, לצד ענישה נלווית. ניתן גם ללמוד מהפסיקה, כי שיקולים רבים משליכים על קביעת מתחם העונש, לרבות נסיבותיו הקונקרטיות של המקרה הנדון, אך באופן כללי, ניתן לקבוע כי מתחם הענישה בגין עבירת אלו הינו החל מ- 9 חודשי מאסר בפועל ועד ל- 20 חודשים, זאת לצד ענישה נלווית הכוללת קנס ופיצוי לקורבנות העבירה",	מתחם העונש ההולם:
SH-22-02-10096-595,"עפ""ג 51174-05-17 (מחוזי חיפה) חאמיס גרבאן נגד מדינת ישראל (20.7.2017) נקבע מתחם עונש שבין 9 חודשים ועד 24 חודשים. אושר עונש מאסר למשך 18 חודשים שהוטל על הנאשם.",	מתחם העונש ההולם:
SH-22-02-10096-595,"רע""פ 3228/12 וסילנקו נגד מדינת ישראל (10.10.2010), הוחמר עונשו של נאשם ל-24 חודשים, לנאשם בעל רישום פלילי מכביד בעבירות רכוש.",	מתחם העונש ההולם:
SH-22-02-10096-595,"ע""פ 39070-02-13  צרלי בן ברוך נ' מדינת ישראל (6.3.13) אושר גזר דינו של בימ""ש השלום בעניינם של נאשמים שהודו בעבירה של כניסה למגורים בכוונה לבצע גניבה, בשעה שהדיירת שהתה במקום. נקבע שמתחם הענישה במקרה זה נע בין 6 ל-24 חודשי מאסר. על אחד הנאשמים שאינו בעל עבר פלילי נגזרו 9 חודשי מאסר ועל שותפו, בעל עבר פלילי, נגזרו 15 חודשי מאסר; בעפ""ג (מחוזי חי') 44863-08-16 מדינת ישראל נ' נידל מלאק (15.09.16) נגזרו על נאשם בנסיבות של התפרצות לבית מגורים 8 חודשי מאסר בפועל, לצד ענישה נלווית, זאת על אף שיקום מרשים שעבר. ערעור על פסה""ד נדחה;",	מתחם העונש ההולם:
SH-22-02-10096-595,"ניתן גם לראות כי גם במקרים בהם עבירת ההתפרצות לא הסתיימה בהצלחה, והנאשמים כשלו מלהשלים את הפעולה העבריינית, או לחלופין הרכוש שנגנב הושב לבעליו, עדיין הוטלו על נאשמים גזרי דין למשך מספר חודשים ועד ל-20 חודשי מאסר. ראו לדוגמה: רע""פ 2966/13 נעמנה נ' מדינת ישראל (5.5.13); רע""פ 9339/17 דוד מאיר אוחיון נ' מדינת ישראל (25.12.17); עפ""ג 28478-04-13 מדינת ישראל נ' בוחניק (לא פורסם); ת""פ 5003-08 מדינת ישראל נ' טארק טוויל ואח' (14.1.13); ת""פ 1311-02-14 מדינת ישראל נ' אליהו אסרף (9.2.15); מדינת ישראל נ' מנשה ליאור שרבף (29.4.13); ת""פ 78-09-13 מדינת ישראל נ' סאהר חמידה (11.3.14).",	מתחם העונש ההולם:
SH-22-02-10096-595,"במקרה דנן, ונוכח נסיבות האירוע כפי שפירטתי לעיל, ראיתי לקבוע מתחם עונש הולם ביחס לאישום מספר 3 החל מ-12 חודשים ועד 24 חודשים, נוכח נסיבות האירוע, כניסתו של הנאשם לתחומי מדינת ישראל שלא כדין לצורך ביצוע עבירת התפרצות. בנוסף, מהבית נגנב רכוש ששוויו רב. ביחס לאישום מספר 4 ייקבע מתחם עונש הולם החל מ-8 חודשים ועד 20 חודשים, לצד ענישה נלווית.",	מתחם העונש ההולם:
SH-22-02-10096-595,"בגזירת העונש המתאים לנאשם יש להתייחס בנסיבות שאינן קשורות בביצוע העבירה (סעיף 40 יא' לחוק העונשין). הנאשם כבן 32 נשוי ואב לשני ילדים. הנאשם נטל אחריות על מעשיו, והוא שוהה בתנאי מעצר החל מסוף חודש פברואר 2022.",	העונש המתאים לנאשם:
SH-22-02-10096-595,הבאתי במניין שיקוליי את חלוף הזמן מעת ביצוען של העבירות ביחס לאישומים 2 -4.,	העונש המתאים לנאשם:
SH-22-02-10096-595,"מדברי אמו של הנאשם בבית המשפט, עולה כי משפחתו של הנאשם, נתונה כעת במצב אישי וכלכלי קשה. בני משפחתו הוצאו מדירתם השכורה, בהעדר יכולת לשאת בתשלומים, והם מתגוררים כעת עם אמו של הנאשם- אלמנה שגידלה לבדה את 8 ילדיה משך שנים רבות. בנוסף, יש להביא בחשבון את מצבה הרפואי של אשת הנאשם וילדיו כפי שפורט בפניי, וכן העובדה כי אשת הנאשם עתידה לעבור ניתוח בזמן הקרוב.",	העונש המתאים לנאשם:
SH-22-02-10096-595,"לנאשם רישום פלילי משמעותי הכולל 8 הרשעות קודמות, בעבירות ממן העניין, שב""ח והתפרצות. קיימים ברישום עבירות נוספות בגין ביצוע עבירות של הכשלת שוטר, הכשלת מעצר ועוד. הנאשם ריצה מספר תקופות מאסר, כאשר האחרונה שבהן למשך 28 חודשים, ועל אף זאת לא היה בכך כדי למתן את התנהגותו. להפך, מהרישום ניתן ללמוד, כי הנאשם שב וביצע זמן קצר לאחר שחרורו מהמאסר את העבירות שבאישומים 2 -4.",	העונש המתאים לנאשם:
SH-22-02-10096-595,"נוכח טעמים אלו, סברתי כי יש לקבוע את עונשו של הנאשם בחלקו האמצעי יחסית של המתחם בכל הנוגע לאישומים 1 ו-2 ובחלק העליון של כל מתחם ביחס לאישומים 3 ו-4 כפי שיפורט להלן:",	העונש המתאים לנאשם:
SH-22-02-10096-595,מאסר למשך 36 חודשים שמניינם החל מיום מעצרו של הנאשם.,	העונש המתאים לנאשם:
SH-22-02-10096-595,הפעלת מאסר על תנאי למשך 5 חודשים מתיק מספר 52238-10-17 (שלום ירושלים) מיום 25.4.2018 כאשר 4 חודשים ירוצו במצטבר וחודש בחופף.,	העונש המתאים לנאשם:
SH-22-02-10096-595,הפעלת מאסר על תנאי למשך 3 חודשים מתיק מספר 52238-10-17 (שלום ירושלים) מיום 25.4.2018 כאשר חודשיים ירוצו במצטבר וחודש בחופף.,	העונש המתאים לנאשם:
SH-22-02-10096-595,מאסר על תנאי לתקופה של שמונה חודשים. הנאשם לא ירצה עונש זה אלא אם יעבור בתוך שלוש שנים מיום שחרורו מהמאסר כל עבירת רכוש מסוג פשע.,"	סה""כ ירצה הנאשם מאסר למשך 42 חודשים בניכוי ימי המעצר."
SH-22-02-10096-595,מאסר על תנאי לתקופה של שלושה חודשים. הנאשם לא ירצה עונש זה אלא אם יעבור בתוך שלוש שנים מיום שחרורו מהמאסר כל עבירת רכוש מסוג עוון ו/או עבירה על חוק הכניסה לישראל ו/או עבירת סמים מסוג פשע.,"	סה""כ ירצה הנאשם מאסר למשך 42 חודשים בניכוי ימי המעצר."
SH-22-02-10096-595,"התחייבות בסך 5,000 ₪ להימנע מביצוע העבירות בהן הורשע, וזאת למשך שלוש שנים. רשמתי את התחייבות הנאשם בע""פ.","	סה""כ ירצה הנאשם מאסר למשך 42 חודשים בניכוי ימי המעצר."
SH-22-02-10096-595,"פיצוי כספי לע""ת 11 (אישום 1) בסך 1000 אשר ישולם עד ליום 3.9.2023.","	סה""כ ירצה הנאשם מאסר למשך 42 חודשים בניכוי ימי המעצר."
SH-22-02-10096-595,"פיצוי כספי לע""ת 1 (אישום 3) בסך 6000 ₪. אשר ישולם עד ליום 3.9.203.","	סה""כ ירצה הנאשם מאסר למשך 42 חודשים בניכוי ימי המעצר."
