part_number,verdict,text,part,predicted_category
15,ME-12-09-28180-412,"אין צורך להכביר מילים על חומרת העבירה בה הורשע הנאשם ועל התוצאות ההרסניות הגלומות בעיסוק בהפצת סמים מסוכנים. בתי המשפט התייחסו לא פעם אל החומרה שיש לראות בעבירה זו, הפוגעת באורח אנוש באושיות החברה ומכלה בה כל חלקה טובה. כן הדגישו את החשיבות לביעור התופעה, באמצעות ענישה מחמירה ועל הצורך להכות בכל אחת מחוליות הפצת הסם תהא אשר תהא הפונקציה אותה היא ממלאת בשרשרת. כל שכן כאשר מדובר בכמות כה גדולה של סמים מסוכנים. בהקשר זה נכתב כך: ""אין מנוס מהכבדת היד על המחזיקים סמים שלא לצריכה עצמית, שכל בר דעת מבין כי נועדו לצריכת הזולת, קרי, להוספת שמן על מדורת הסמים אשר להבותיה אופפות רבים וטובים, או רבים שהיו טובים..."" (ע""פ 1345/08 איסטחרוב נ' מדינת ישראל, מיום 18.5.09).",קביעת המתחם ,דיון והכרעה
16,ME-12-09-28180-412,"לעניין הערכים המוגנים, רבות נכתב אודות הנזק שנגרם לחברה מהשימוש בסמים, החל מנזק ישיר למשתמש, דרך הנזק העקיף לחברה בשיקום הנפגעים וכלה בנזקים הנגרמים על ידי צרכני הסמים, אשר נאלצים, לשם מימון הסם, לבצע עבירות שונות, קלות וחמורות, הפוגעות בציבור, ברכושו ובמגוון רחב של ערכים מוגנים.",קביעת המתחם ,דיון והכרעה
17,ME-12-09-28180-412,"יבואני הסמים וסוחריו המרכזיים הם אלו שיוזמים ומניעים את התהליך. אולם תפקיד חשוב וממשי בפגיעה בערכים המוגנים מסור גם לכל יתר חברי החוליות המרכיבות את השרשרת, מגדול ועד קטן. שכן, ללא חוליות-הביניים המרכיבות את השרשרת מתקשים סוחרי הסמים לבצע את מעלליהם. מכאן החובה להיאבק בכל אחת מהחוליות ולהוביל לניתוק השרשרת ולמנוע את השלמת הביצוע. ( ראו ע""פ 6990/13 מדינת ישראל נ' זועבי ואח', מיום 24.2.14).",קביעת המתחם ,דיון והכרעה
18,ME-12-09-28180-412,"צודק התובע, שאין לזלזל בתפקידו של ""אפסנאי בכמויות הסיטונאיות, הלוקח על עצמו את הסיכון המשפטי בתפיסת הסם, בין שלב היבוא לשלב השיווק. הרי כך מאפשר הוא את הסחר, וכך מגן הוא בהתנהגותו על יתר חברי שרשרת ההפצה. אחריות רבה הופקדה בידי הנאשם, על ידי הבעלים של הסם, ואם קטון הנאשם בעיניו, אין מעשהו זניח כלל וכלל בעיני בית המשפט.",קביעת המתחם ,דיון והכרעה
19,ME-12-09-28180-412,"נסיבות ביצוע העבירה שביצע הנאשם הן חמורות מאוד. עסקינן בסם מסוכן מסוג חשיש בכמות עצומה ואף מסחרית המספיקה לייצור אלפי מנות ואף יותר מכך. מעבר לכך, נראה כי הנאשם ביצע המעשה למען בצע כסף, תוך התעלמות מהנזק הרחב הנגרם לציבור, והתעלמות מעמדת הרשויות המוסמכות אודות חומרת המעשה. עם זאת, לעניין סוג הסם, יש לקחת בחשבון שמדובר בסם מסוכן בהחלט, אך לא בסמים מהסוגים המסוכנים ביותר.",קביעת המתחם ,דיון והכרעה
20,ME-12-09-28180-412,"באשר למדיניות הענישה הנוהגת, ציינו הצדדים כי לא עלה בידיהם לאתר פסיקה הדומה למקרה דנן, ממנה ניתן לגזור מתחמי ענישה בעבירה של החזקת סם שלא לצריכה עצמית בנסיבות כאלה. עם זאת, התובע הפנה למספר פסקי דין העוסקים בענישה בעבירות שונות במידת מה בניסיון להקיש. כך, בין היתר, הפנה לע""פ 9210/11 שי מגירה נ' מדינת ישראל, מיום 19.11.12, בו נקבע כי עונש של 48 חודשי מאסר בפועל שנגזרו על ידי בית המשפט המחוזי בגין החזקת סם שלא לצריכה עצמית מסוג חשיש בכמות של 8 ק""ג, בגין עסקה אחרת בסם ושיבוש מהלכי משפט – אינו חורג באורח קיצוני ממדיניות הענישה הראויה. שם מדובר היה במי שיש לו עבר פלילי רחוק אך הודה במסגרת הסדר. המדובר בכמות סם הפחותה באופן משמעותי מענייננו של הנאשם דנן.",קביעת המתחם ,דיון והכרעה
21,ME-12-09-28180-412,"כן הפנה לע""פ 7044/11 עבדאללה עבד נ' מדינת ישראל, מיום 7.6.12 שם נדחה ערעורם של המערערים שהורשעו בעבירות הסתננות וייבוא סם מסוכן לישראל מסוג קנביס בצוותא חדא עם נאשמים נוספים. הבגירים שם אשר נדונו לשמונה שנות מאסר בפועל, אם כי עונשם של הקטינים הוקל מ- 6 שנות מאסר ל- 4. עם זאת, בית המשפט העליון לקח בחשבון כי מדובר היה בקשר רחב בו ערבו גם קטינים. מספק הדין של בית המשפט המחוזי שם עולה כי מדובר היה בכמות של כ- 80 ק""ג. אותו מקרה חמור משמעותית מענייננו, בהיותו עוסק במעשה יבוא תוך הסתננות, וזאת מעבר לנסיבות המחמירות האחרות שפורטו כאמור. גם בת""פ 9281-09-10 מדינת ישראל נ' ג'ומעה, מיום 26.4.11, דובר על נאשמים שהודו במסגרת הסדר טיעון בגין עבירת הסתננות וייבוא סם מסוכן בכמות של 25 ק""ג, ונדונו ל-54 חודשי מאסר בפועל. בשני המקרים האמורים, לא היה לנאשמים עבר פלילי.",קביעת המתחם ,דיון והכרעה
22,ME-12-09-28180-412,"התובע הפנה גם לת""פ 33848-01-12 מדינת ישראל נ' אלחמידי, מיום 24.10.12, שם נדון הנאשם במסגרת הסדר טיעון שכלל הסכמה עונשית ל-32 חודשי מאסר בפועל בגין החזקת 24 ק""ג חשיש בתוך שק גדול המחולק לאריזות, הסתייעות ברכב והנהיגה ללא רישיון. בעניין זה נקבע כי, כאשר מדובר בכמות כה גדולה מתחם העונש הראוי יכול להגיע למספר שנים בטווח העליון וככל הנראה שלא יפחת בהרבה מהעונש המוסכם בין הצדדים (דהיינו 32 חודשי מאסר). בשונה מענייננו הרי שמדובר שם בהסדר טיעון בגין כשליש מהכמות המיוחסת לנאשם דנן.",קביעת המתחם ,דיון והכרעה
23,ME-12-09-28180-412,"נוכח האמור, בהתחשב במדיניות הענישה הנהוגה, ככל שניתן לשרטטה, בערכים המוגנים שנפגעו, בנסיבות ביצוע העבירה, הכוללות את חלקו של הנאשם בשרשרת הפצת הסם ובעיקר את כמות הסם הנכבדה שהחזיק ברשותו, אני קובע כי מתחם הענישה הראוי ינוע בין 3 לבין 8 שנות מאסר בפועל.",קביעת המתחם ,דיון והכרעה
24,ME-12-09-28180-412,"נסיבותיו האישיות של הנאשם, שאינן קשורות בביצוע העבירה, מטות את הכף לקולה ומחייבות להטיל עונש שהוא פחות מאמצעו של מתחם הענישה. ראש וראשון מדובר בהסתבכות ראשונה ויחידה של הנאשם עם החוק. עברו נקי, וזו לו מעידה ראשונה וממילא מאסר ראשון. כמו כן ראוי ליתן משקל מסוים לנסיבותיו האישיות והמשפחתיות של הנאשם. הנאשם, בטרם ביצוע העבירה, ניהל אורח חיים נורמטיבי, חיי עבודה וחיי משפחה תקינים, שנגדעו בעקבות מעצרו שנמשך מזה כ-20 חודשים. נראה, כי ההליך המשפטי גרם לשבר בחייו והדברים באים לידי ביטוי בדברי אביו ובתסקיר שירות המבחן. עוצמת ההלם מן המעצר אף באה לידי ביטוי בשיחותיו עם המדובב, כעולה מהכרעת הדין",ענישה בתוך המתחם,דיון והכרעה
25,ME-12-09-28180-412,"צודק הסנגור שאין לזקוף לחובת הנאשם את ניהול המשפט. אין ניהול המשפט מהווה נסיבה לחומרה. מעבר לכך, הנאשם הורשע בנסיבות מרוככות מעט מהנסיבות שיוחסו לו בכתב האישום. יחד עם זאת, לא מתקיימת אצל הנאשם הנסיבה המקלה של הודיה כנה מתחילת הדרך, החוסכת משאבים רבים לבית המשפט, לתביעה ולעדים. שכן, הנאשם לא הודה בפתח המשפט בעובדות בהן הורשע, אלא הכחיש הכול. הודייתו לא באה אלא לאחר הכרעת הדין, בשיחותיו עם שירות המבחן. יש זכור כי מרבית התקדימים לעניין הענישה מתייחסים למי שהודה בכתב האישום. שכן הודיה כזו, עם או בלי הסדר טיעון, יכולה להביא להפחתה משמעותית מאוד בעונש. בדרך כלל, לא ייגזר עונש המתקרב לצד התחתון של מתחם הענישה אלא על מי, שבנוסף לנתונים אישיים טובים, גם הודה בתחילת המשפט. הרף התחתון עצמו שמור למקרים המיוחדים, בדרך כלל רק למי שנתוניו טובים, הודה בשלבים מוקדמים וגם מתקיימים בו שיקולים נוספים להקל כגון נסיבות בריאות או משפחה חריגות.",ענישה בתוך המתחם,דיון והכרעה
26,ME-12-09-28180-412,"למרות כל האמור, יש מקום ליתן משקל מסוים לעצם ההודיה של הנאשם בפני שירות המבחן, והחרטה שהביע בפני השירות ובפני בית המשפט בדבריו האחרונים לעונש.",ענישה בתוך המתחם,דיון והכרעה
27,ME-12-09-28180-412,"יש לשקול גם את עמדת שירות המבחן לגופו של עניין, אשר התרשם כי קיימת לגבי הנאשם רמת סיכון להתנהגות עבריינית חוזרת והמליץ, בסופו של דבר, על עונש מאסר מרתיע. ראוי להשית על הנאשם מאסר מותנה משמעותי, שישמש עבורו גורם מרתיע, לבל ישוב לבצע עבירות דומות בעתיד.",ענישה בתוך המתחם,דיון והכרעה
28,ME-12-09-28180-412,"אני דן את הנאשם ל- 56  חודשי מאסר בפועל, אשר יחושבו מיום מעצרו של הנאשם, יום 30.8.12.",התוצאה,דיון והכרעה
29,ME-12-09-28180-412,"כמו כן אני משית על הנאשם שנה אחת מאסר על תנאי, למשך שלוש שנים מיום שחרורו מהמאסר, שלא יעבור עבירות מסוג פשע על פקודת הסמים המסוכנים.",התוצאה,מידע אחר
