verdict,text,part,mapped_category
ME-10-11-18588-3,"עם זאת, תקופות המאסר המושתות על בלדרי סמים, משתנות ממקרה למקרה ותלויות בנסיבותיו הספציפיות שכן על הענישה להיות אינדוידואלית (ע""פ 1282/07 בן אבו נ' מד""י, לא פורסם, [פורסם בנבו], 25.7.07).","  		חומרה, חומרה, חומרה – זו חייבת שתהא דרכו של בית-המשפט"".",טיעוני הצדדים
ME-10-11-18588-3,"הנאשם הובא לדין בשתי הזדמנויות קודמות, והורשע בין היתר בביצוע עבירות שעניינן החזקת סמים לצריכה עצמית.","  		חומרה, חומרה, חומרה – זו חייבת שתהא דרכו של בית-המשפט"".",ראיות לעונש
ME-10-11-18588-3,"הנאשם הודה בביצוע העבירה בטרם החלה שמיעת הראיות. בהודאתו, חסך הנאשם זמן שיפוטי והביע חרטה.",7. לקולא שקלתי לנאשם: ,עובדות המקרה
ME-10-11-18588-3,"הנאשם לא היווה את החוליה המרכזית בשרשרת הפצת הסם. הוא לא משתייך לראשי הפרמידה, הוא אינו היוזם, המתכנן או המממן את מבצע ייבוא הסם.",7. לקולא שקלתי לנאשם: ,טיעוני הצדדים
ME-10-11-18588-3,"נסיבות גיוסו של הנאשם לביצוע הבלדרות, לא הוכחשו ע""י המאשימה. מדובר במי שנדרש לעשות כן בלחץ מסוים של המלווים בשוק האפור אשר הציעו זאת כפיתרון ומוצא משלא עלה בידי הנאשם לפרוע את חובותיו.",7. לקולא שקלתי לנאשם: ,טיעוני הצדדים
ME-10-11-18588-3,"נסיבותיו האישיות של הנאשם אינן קלות. הוא צעיר כבן 27, רווק  אשר גדל ברקע משפחתי קשה, כאשר הוא המפרנס היחיד. אביו נכה ואמו ואחיו הקטן חולים.",7. לקולא שקלתי לנאשם: ,ראיות לעונש
ME-10-11-18588-3,"לנאשם אמנם הרשעות קודמות, אך מדובר בעבירות שביצע בשנת 2005. הנאשם מעולם לא ריצה מאסר בפועל.",7. לקולא שקלתי לנאשם: ,ראיות לעונש
ME-10-11-18588-3,"התביעה הציגה פסיקה בה נידונו נאשמים בעבירות של ייבוא סם, ל- 6 וחצי שנים ו- 12 שנים מאסר בפועל. ואולם, הגם שבאותם פסקי דין, דובר בכמות קטנה יותר של סם, הרי שיש מקום לאבחן אותם לחומרה לעומת ענייננו.",8.	הצדדים הגישו אסמכתאות לביסוס טענתם בדבר רף הענישה המקובל בעבירות ייבוא סמים.,דיון והכרעה
ME-10-11-18588-3,"בת""פ 8164/08 מ""י נ' דהן יוסף ישראל, [פורסם בנבו] תק-מח 2009(4), 3450, (מחוזי בבאר שבע), הנאשם נידון לעונש של 12 שנות מאסר, ואולם הוא הורשע לאחר שמיעת הראיות בייבוא כ- קוקאין, וביצע את העבירות כשהוא מנצל את תפקידו כעובד רשות הדואר.",8.	הצדדים הגישו אסמכתאות לביסוס טענתם בדבר רף הענישה המקובל בעבירות ייבוא סמים.,דיון והכרעה
ME-10-11-18588-3,"בת""פ 7523-07-08 מ""י נ' ביטון ואח', [פורסם בנבו] תק-מח 2009(4), 745 (מחוזי מרכז), הנאשם נידון לעונש מאסר של 6 שנים וחצי. ואולם, הוא הורשע  לאחר ניהול הוכחות בייבוא כ-  קוקאין, לאחר שהורה לאחר לבלוע את הסם ולהכניסו לארץ. הוא בעל עבר פלילי מכביד ומצוי במדרג הגבוה והיה הדומיננטי ביחס לשאר המעורבים בפרשיה.",8.	הצדדים הגישו אסמכתאות לביסוס טענתם בדבר רף הענישה המקובל בעבירות ייבוא סמים.,דיון והכרעה
ME-10-11-18588-3,"ההגנה הציגה פסיקה בה נידונו נאשמים בעבירות של ייבוא סם, ל- 18 חודשי מאסר בפועל ועד 4 שנות מאסר בפועל.  ואולם, יש מקום לאבחן אותם לקולא לעומת ענייננו.",8.	הצדדים הגישו אסמכתאות לביסוס טענתם בדבר רף הענישה המקובל בעבירות ייבוא סמים.,דיון והכרעה
ME-10-11-18588-3,"בע""פ 1674/96 עדנה קנטו נ' מ""י, פ""ד נ(3), 722, נדון ערעורם של בני זוג שהורשעו בייבוא כדורי אל.אס.די, אקסטזי ואבקת קוקאין. בת הזוג נדונה ל- 30 חודשים מאסר בפועל ואילו בן הזוג נדון ל-6 שנים מאסר בפועל. בערעור הופחת עונשה של המערערת ל- 18 חודשי מאסר בפועל. ואולם בשונה מענייננו, דובר במי שלגביה התקבל תסקיר חיובי, כשהיא מצויה בעיצומו של הליך טיפולי, בית המשפט הפנה לחלק הסודי שצורף לתסקיר, ולנסיבות הצטרפותה לביצוע העבירה, בין היתר, רצונה לעזור לבן זוגה לאור איומי עבריינים שרדפוהו. ערעורו של בן זוגה, שהינו עבריין סמים מנוסה, נדחה.",8.	הצדדים הגישו אסמכתאות לביסוס טענתם בדבר רף הענישה המקובל בעבירות ייבוא סמים.,דיון והכרעה
ME-10-11-18588-3,"בת""פ 8102/03 מ""י נ' אבו סולב ואח', [פורסם בנבו] תק-מח 2003(3), 16633, (מחוזי באר שבע), נידונו הנאשמים בגין ייבוא כ- קנבוס, כאשר לכל אחד מיוחסת החזקת כ-  סם, ל-30 חודשים מאסר בפועל. בשונה מענייננו מדובר בסם מסוג קנבוס ואין המדובר בייבוא באמצעות נמל התעופה, שמטבע הדברים כרוך בהפעלת מנגנון, גורמים ועלויות גבוהים יותר.",8.	הצדדים הגישו אסמכתאות לביסוס טענתם בדבר רף הענישה המקובל בעבירות ייבוא סמים.,דיון והכרעה
ME-10-11-18588-3,"בת""פ 8306/09 מ""י נ' בניאת ואח', [פורסם בנבו] תק-מח 2011(1), 15172, (מחוזי באר שבע), נדונו הנאשמים לעונש של 4 שנים מאסר בפועל, לאחר  שהורשעו בייבוא שקים המכילים קנבוס- חשיש במשקל של יותר מ- . ואולם בשונה מענייננו, מדובר בנאשמים כבני  18 ו-19 שנים בעת ביצוע העבירות, ללא עבר פלילי, כשבית המשפט התחשב בענישה שאימצה הסדר טיעון ביחס למעורבים אחרים בפרשה.  גם בענין זה מדובר בסם מסוג חשיש ואין המדובר בייבוא באמצעות נמל התעופה.",8.	הצדדים הגישו אסמכתאות לביסוס טענתם בדבר רף הענישה המקובל בעבירות ייבוא סמים.,דיון והכרעה
ME-10-11-18588-3,"לאחר ששקלתי את השיקולים השונים, שוכנעתי כי יישום מדיניות הענישה בענייננו, מחייב הטלת עונש מאסר בפועל ממשי, וכן הטלת רכיב של מאסר על תנאי וקנס כספי. שכן, העבירות בוצעו על מנת להעשיר את כיסו של הנאשם גם אם לא בסכום גבוה.",8.	הצדדים הגישו אסמכתאות לביסוס טענתם בדבר רף הענישה המקובל בעבירות ייבוא סמים.,דיון והכרעה
ME-10-11-18588-3,"עם זאת, יש בשיקולים לקולא, ובעיקר ההודיה, חלקו של הנאשם בשרשרת, נסיבות גיוסו 	והעובדה כי זהו מאסרו הראשון, כדי למתן את הענישה.",8.	הצדדים הגישו אסמכתאות לביסוס טענתם בדבר רף הענישה המקובל בעבירות ייבוא סמים.,דיון והכרעה
ME-10-11-18588-3,לפיכך אני גוזרת על הנאשם:,8.	הצדדים הגישו אסמכתאות לביסוס טענתם בדבר רף הענישה המקובל בעבירות ייבוא סמים.,דיון והכרעה
ME-10-11-18588-3,א.	56 חודשים  מאסר בפועל שתחילתו מיום מעצרו בתיק זה 3/11/10.,8.	הצדדים הגישו אסמכתאות לביסוס טענתם בדבר רף הענישה המקובל בעבירות ייבוא סמים.,דיון והכרעה
ME-10-11-18588-3,24 חודשים מאסר על תנאי שלא יעבור תוך 3 שנים מיום שחרורו מהמאסר עבירת פשע לפי פקודת הסמים המסוכנים.,8.	הצדדים הגישו אסמכתאות לביסוס טענתם בדבר רף הענישה המקובל בעבירות ייבוא סמים.,דיון והכרעה
ME-10-11-18588-3,"קנס בסך 4,000 ₪ שישולם ב- 4 תשלומים חודשיים ושווים, הראשון ביום 15/02/12 או 30 ימי מאסר  תמורתו.",8.	הצדדים הגישו אסמכתאות לביסוס טענתם בדבר רף הענישה המקובל בעבירות ייבוא סמים.,דיון והכרעה
ME-10-11-18588-3,הסם והתיק יושמדו  כשפסק  הדין יהיה חלוט.,8.	הצדדים הגישו אסמכתאות לביסוס טענתם בדבר רף הענישה המקובל בעבירות ייבוא סמים.,דיון והכרעה
