verdict,text,part,mapped_category
SH-16-11-7544-55,"אשר למדיניות הענישה הנהוגה בעבירה דנן הרי שבדומה לעבירות רבות בקודקס הפלילי, ניתן למצוא ספקטרום רחב ומגוון של ענישה. הגם כך וכ""כלל אצבע"" ניתן לומר כי בעבירות שעניינן החזקה ונשיאת נשק, העונש על דרך הכלל הינו מאסר בפועל, שתחילתו מספר חודשים ויכול ויגיע לכדי שנה וחצי ויותר בגין כל עבירה. בעבירות אלו בית המשפט שת לבו בין היתר לסוג האמל""ח, כמותו, האם הנשק נמצא טעון ומוכן לפעולה אם לאו, מטרת ההחזקה, האם נעשה בו שימוש לרבות עבירות פליליות נלוות, משך החזקת הנשק  אופן החזקתו וכן יתר הנסיבות האופפות את האירוע.",דיון והכרעה:,דיון והכרעה
SH-16-11-7544-55,"בע""פ 7241/12 טאטור נ' מ""י (12.2.13) – נדחה ערעור של נאשם אשר נדון ל-9 חודשים מאסר בפועל בגין עבירת החזקת נשק. המדובר במי אשר מסר אקדח לקרוב משפחתו על מנת שירה באקדח במהלך חתונה.",דיון והכרעה:,דיון והכרעה
SH-16-11-7544-55,"בע""פ 5604/11 נאסר נ' מ""י (5.10.11) – נדחה ערעור מטעם נאשם אשר נדון ל-12 חודשי מאסר בגין עבירת החזקת נשק וזאת חרף נסיבות לקולא אשר התקיימו בעניינו.",דיון והכרעה:,דיון והכרעה
SH-16-11-7544-55,"בע""פ 6294/10 אלקיעאן ואח' נ' מ""י (13.2.11) – נדחה ערעור מטעם ההגנה על חומרת העונש. המדובר במערערים אשר נתפס ברכב שבו נסעו אקדח טעון ומחסנית וכן אצל כל אחד מהמערערים גם נמצאה מחסנית נוספת. בגין מעשים אלו נדנו המערערים ל- 10 חודשי מאסר בפועל.",דיון והכרעה:,דיון והכרעה
SH-16-11-7544-55,"בע""פ 6589/06 אדהאם נ' מ""י (5.12.06) נדחה ערעור של נאשם אשר הוטל עליו 8 חודשי מאסר בגין החזקת אקדח וכן מחסנית לאקדח זה.  יצוין כי המדובר בנאשם כבן 24, ללא עבר פלילי.",דיון והכרעה:,דיון והכרעה
SH-16-11-7544-55,"בעפ""ג 23419-01-17 מ""י נ' זניד (22.3.17) מקבל בית המשפט את ערעורה של המדינה על קולת העונש בעניינם של מי שהורשעו בעבירות של החזקת נשק (אקדח מסוג גלוק 9 מ""מ ורוס""ר M-16) ותחמושת(שתי עבירות) לצד עבירות רכוש. בתיק זה קבע מוטב זה מתחם עונש בגין עבירות הנשק הנע בין 16 ל- 36 חודשים. בית המשפט המחוזי בקבלו הערעור קובע כי:"" הערנו כי גם לדעתנו מתחמי הענישה נמוכים יתר על המידה והתוצאה הסופית בתיק זה, אינה משקפת את חומרת העבירות ובמיוחד אינה משקפת את חומר העבירות נשוא האישום הראשון"". אך בשל העונש המוסכם שנגזר על שותף שלישי עונשם של הנאשמים הוחמר בשישה חודשים בלבד. (הדגשה לא במקור)",דיון והכרעה:,דיון והכרעה
SH-16-11-7544-55,"עוד ביחס לפסיקה הנוהגת ראה:בעפ""ג 42118-08-16 האני אלגרגאוי נ' מ""י (5.10.16), בעפ""ג 27417-11-15 מדינת ישראל נ' שאכר, בעפ""ג 62651-09-14 חדיגה נ' מדינת ישראל, בת""פ 49530-03-15 (שלום כפ""ס) מ""י נ' חגלה (14.12.16), בעפ""ג (מחוזי מרכז-לוד) 7005-07-16 עצאי נ' מ""י (7005-07-16) בת""פ (מחוזי חיפה) 12213-10-16 מ""י נ' ג'בארין.",דיון והכרעה:,דיון והכרעה
SH-16-11-7544-55,"מידת הפגיעה של הנאשם בערכים המוגנים אינה מבוטלת כלל ועיקר. ראשית יש ליתן לדעת לעובדה כי מדובר בהחזקת נשק מסוג רובה תת מקלע מאולתר שהינו רפליקה של תת מקלע מסוג ""קרל גוסטב"". הפסיקה ערכה כאמור הבחנה לקולא ולחומרא גם בשים לב לטיבו של האמל""ח כאשר במדרג זה הימצאות של רובה מסוג תת מקלע שביכולתו לירות מספר רב של כדורים בפרק זמן קצר ולטווח רחוק כדי למקם את העבירה במדרג הגבוה של עבירות בכגון דא.",דיון והכרעה:,דיון והכרעה
SH-16-11-7544-55,"בהקשר לכך ראה האמור בע""פ 3401/11 מחמד שלאעטה נ' מדינת ישראל  ( 10.1.12)",דיון והכרעה:,דיון והכרעה
SH-16-11-7544-55,"וכן האמור בת""פ 46248-11-15 (מחוזי חיפה) מדינת ישראל נ' אדריס (28.6.16):",דיון והכרעה:,דיון והכרעה
SH-16-11-7544-55,""" הנתון המרכזי אשר לשיטתי מבחין בין מקרה לרעהו הוא סוג הנשק שבו מדובר – שונה עניינו של מי שסוחר ""רק"" באקדח לבין מי שסוחר בכלי נשק אוטומטי כגון תת מקלע, והדברים נכונים שבעתיים לגבי רובה M-16. בסחר בכלי הנשק האחרון (M-16ׂ( טמונה חומרה יתרה וזאת משום שמדובר – והדבר עולה מעצם טיבו וטבעו של כלי נשק זה – בכלי נשק שנגנב מהצבא. לכן, בעוד שמי שמכר אקדח יכול היה לטעון כי סבר (ושוב, מבלי להפחית מחומרת מעשהו) כי כלי הנשק ישמש כהגנה לעת מצא, מי שעשה כן לגבי כלי משחית התקפיים – שכל מטרתם הינה פלילית ואף חמור מכך, דינו ענישה מכבידה יותר (הדגשות לא במקור, ד.ב.ט)",דיון והכרעה:,דיון והכרעה
SH-16-11-7544-55,"המדובר בתת מקלע אשר נמצא ברשות הנאשם שלצדו מחסנית המכילה 10 קליעים בקוטר של 9 מ""מ, דבר  ההופך את כלי הנשק מוכן לפעולה התקפית או הגנתית בכל עת ומכאן גם המסוכנות הפוטנציאלית הגלומה בהחזקתו, מקבלת משנה תוקף.",דיון והכרעה:,דיון והכרעה
SH-16-11-7544-55,"ב""כ הנאשם ביקש ללמד כי מדובר בנשק מאולתר תוצרת מצרים, נשק פרימיטיבי שלא נמצא בשימוש. טיעון זה של ההגנה אין בו כדי להקל עם הנאשם ובמובנים מסוימים יש בו אף כדי להחמיר עמו. אפילו מדובר ברפליקה של תת מקלע מסוג קרל גוסטב היינו העתק של תת מקלע שתוכנן והיה בשימוש לפני שנים רבות אין בכך כדי להפחית מהפוטנציאל הקטלני הגלום בשימוש בו שלא כדין או הימצאותו בידי גורמים עבריינים.  אם לא היה בנשק זה כדי להביא לפציעתו או קטילתו של אדם לא היה נחשב זה נשק על פי הגדרת החוק.",דיון והכרעה:,דיון והכרעה
SH-16-11-7544-55,"ביתר שאת, מדובר בנשק מאולתר שנבנה על מודל של נשק מוכר היינו פרי יכולת עצמאית של גורמים עלומים ליצור כלי קטלני מבלי להזדקק לגניבתם של כלים כאלה ודומיהם מהצבא או מאלה אשר מחזיקים אותם כדין. מדובר בנשקים שעל דרך הכלל נעדרים סימון, ישנו קושי להתחקות אחר העברתם מגורם אחד למשנהו או  שימוש קודם שנעשה בהם. תופעה זו של החזקה ושימוש בנשק תוצרת עצמית יש לגדוע ולשרש אותה בין היתר באמצעות ענישה מחמירה.",דיון והכרעה:,דיון והכרעה
SH-16-11-7544-55,"המדובר בנשק שהוחזק, מוסלק ברשות הרבים (לא ברור האם בתוך אותו ארון השקייה או בסמיכות לו). בכך, יש מחד להגדיל פוטנציאל הסיכון כי זה יתגלגל אף שלא במכוון לידיים שאינן מורשות ומאידך מקשה על איתור מי אשר מחזיק בו בפועל. למעשה הייתה זו אך ערנותו של השוטר שהבחין בנאשם בעת שאחז בשקית כדי להביא למעצרו והעמדתו לדין. יש להניח כי הימצאות הנשק במקום בו נמצא ללא ממצאים פורנזיים הייתה מסכלת כל אפשרות לקשור אותו למאן דהו. לא בלי קשר, חסד נעשה עם הנאשם שלא יוחסה לו העבירה של נשיאת נשק, מקום בו גם על פי דבריו נשא אותו על פני כחמישים מטרים עד אשר נעצר על ידי השוטר.",דיון והכרעה:,דיון והכרעה
SH-16-11-7544-55,"כאמור, ובהתאם להלכת אבו מוך, מטרת החזקת הנשק מהווה רכיב נסיבתי שיש לקחתו בחשבון עובר לגזירת העונש. ההגנה בטיעוניה ביקשה ללמד כי ההחזקה של הנשק הייתה רגעית על וכן נגזרת מכך גם לא ניתן לטעון כי מטרת החזקה הנמצאת במדרג הגבוה של עבירות בכגון דא. לצורך ביסוס טענה זו, הגיש הסניגור את הודעתו של הנאשם מיום 27.10.16 בה מסר את הנסיבות בדבר הימצאות הנשק בידיו.",דיון והכרעה:,דיון והכרעה
SH-16-11-7544-55,"עיינתי בהודעה זו ולא מצאתי באמור בה וגרסתו של הנאשם כדי לקבוע ממצאים שיקלו בעונשו. בהקשר לכך העובדה כי הנאשם מסר זאת במשטרה אין בה כדי להפוך אותה לראייה לאמיתות  התוכן. הנאשם לא נחקר על גרסה זו בבית המשפט ולא בכדי ,גם המאשימה התנגדה לקבלת הדברים כפי ניסוחם. יתר על כן, גרסתו של הנאשם על פני הדברים מעוררת תהיות וסימני שאלה ואינה עומדת ברף הנדרש בהתאם להוראת סעיף 40 י'(ג) סייפא לחוק העונשין. הדברים אמורים נוכח כך שהנאשם מוסר כי הגיע עם פלוני אל מול תחנת הדלק, להוציא חוטי נחושת מארון החשמל, וזאת מבלי שהיה מוכן למסור את שמו של פלוני שיאשש את גרסתו (וזאת כאשר כלל לא דובר בארון חשמל אלא ארון השקייה). הנאשם טוען כי יכול וטמנו לו פח, אולם לא מוסר מי אמר לו להגיע לאותו מקום.  זאת יאמר בהצטרף לתהייה כיצד דווקא הנאשם מצליח למצוא בשקית תת מקלע ותחמושת, (בדומה לאחרים אשר יד המקרה מביאה אותם להרים שקית מהריצפה ולמצוא שם סמים וכיו""ב).",דיון והכרעה:,דיון והכרעה
SH-16-11-7544-55,"אף אם בית המשפט יקבל את גרסת הנאשם, וכאמור זו לא בוססה כדבעי, הרי שזה לא טען שהתכוון להחזיר את תת המקלע לרשות המשטרה ואין ערובה מה היה עתיד לעשות עמו בעתיד.   ביחס לכך יפים דברי בית המשפט העליון בע""פ 3300/06, אבו סנינה נ' מדינת ישראל:",דיון והכרעה:,דיון והכרעה
SH-16-11-7544-55,"כסיכום ביניים, מכל המקובץ לעיל, הריני לקבוע מתחם עונש הולם הנע בין 13 ל- 36 חודשים מאסר בפועל.",דיון והכרעה:,דיון והכרעה
SH-16-11-7544-55,"בקביעת עונשו של הנאשם בגדרי המתחם ולקולא, תילקח בחשבון הודאתו שיש בה משום חסכון בזמן שיפוטי יקר ובעקיפין הבעת חרטה ונטילת אחריות. משקלה של אותה נטילת אחריות יהיה מופחת נוכח כך שכאמור לעיל, הנאשם במסגרת הודעתו ""חושף טפח ומכסה טפחיים"" וכמכלול מותיר לא מעט סימני שאלה בנוגע לנסיבות הגעת הנשק לידיו ומטרת החזקתו.",דיון והכרעה:,דיון והכרעה
SH-16-11-7544-55,"עוד ובמשורה ילקחו בחשבון מאפייניו הסוציואקונומיים של הנאשם אשר על פי הנטען סובל ממצוקה כספית, גדל ומגדל את ילדיו בפזורה בתת תנאים כשעול הפרנסה של המשפחה המורחבת נופל על כתפיו.",דיון והכרעה:,דיון והכרעה
SH-16-11-7544-55,לא התבקש בעניינו של הנאשם תסקיר ומשכך לא נפרסו בפני בית המשפט מלוא הנתונים הצריכים לעניין בכללם מידת הזדקקותו של הנאשם להליך טיפולי ויכולתו להירתם מהליך שכזה. בין כך ובין כך ברי כי אין לדבר על שיקולי שיקום בגינם יש לחרוג מטה ממתחם העונש ההולם.,דיון והכרעה:,דיון והכרעה
SH-16-11-7544-55,"מנגד ולחומרא יש לתת משקל נכבד לעברו הפלילי של הנאשם. לכאורה אין המדובר בעבר פלילי מכביד שכן זה כולל שלוש הרשעות בלבד. לצד האמור לעיל, עיון מדוקדק מלמד כי הרשעתו הראשונה של הנאשם משנת 2006 עניינה עבירה של חבלה חמורה, חבלה כשעבריין מזויין והחזקת סכין למטרה לא כשרה בגינה נגזרו עליו 12 חודשים מאסר בפועל ע""י ביהמ""ש המחוזי.",דיון והכרעה:,דיון והכרעה
SH-16-11-7544-55,"ביתר שאת בשנת 2011 הורשע הנאשם בעבירות ממן העניין בכללן עבירה של נשיאת נשק, ירי מנשק חם באזור מגורים ואיומים. עיון בגזר הדין מלמד כי  באותו מקרה הנאשם ואחיו עצרו את רכבו של המתלונן ודרשו לדעת פשר הימצאו במקום. הנאשם שבפני אחז סכין ובהמשך נטל אקדח וירה בסמוך לרגלו של המתלונן. אך בשל התערבותו של אדם שלישי שהיה במקום, הניחו למתלונן ללכת בדרכו, (אשר מצידו תבע את עלבונו באמצעות אחרים שחטאו אף הם בעבירות ירי ונשק כלפי הנאשם). בגין תיק זה נגזרו על הנאשם שנתיים מאסר בפועל.",דיון והכרעה:,דיון והכרעה
SH-16-11-7544-55,צא ולמד כי מדובר בנאשם שהוכיח במעשיו שאינו מהסס לפעול באלימות קשה או לעשות שימוש בנשק. נאשם שהליכים פליליים קודמים ועונשי מאסר ממושכים לא היה בהם כדי להרתיעו מלחטוא פעם נוספת בעבירות נשק. יש באמור לעיל כדי לתת משקל נוסף לשיקולי הרתעת היחיד.,דיון והכרעה:,דיון והכרעה
SH-16-11-7544-55,"לצד שיקולי הרתעת היחיד, סבורני כי יש מקום לתת משקל גם לשיקולי הרתעת הרבים, בשים לב לנפוצות העבירה בה הורשע הנאשם. ביחס לכך, לא למיותר להוסיף כי חדשות לבקרים מובאים לפתחו של בית המשפט אירועים פליליים במהלכם נעשה שימוש בנשק לא חוקי לפתרון סכסוכים בדרך של אלימות. לא אחת עסקינן בסכסוכי חמולות בהן הנשק משמש הן לתקיפה והן להגנה עצמית ומוסלק לעת מצוא. יש ולעיתים הנשק משמש לביצוע עבירות אלימות או משמש את מחזיקו מלהרתיע את קורבנו. נדמה כי מחוז הדרום סובל אף יותר מאשר מחוזות אחרים מהתופעה של החזקת נשק שלא כדין, ולדאבון הלב תופעה זו הפכה ל""מכת אזור"". משכך מתחדד הצורך בשיקולי הרתעת הרבים. בהקשר לכך ר' עפ""ג 27417-11-15 וכן עפ""ג 62651-09-14 בהם בית המשפט מתייחס לנפוצות עבירות נשק באזור מסוים כנתון המצדיק החמרה: ""בנוסף לחומרה שיש לייחס לעבירות נשק בכלל, יש בסיס לטענה כי נפיצות עבירות הנשק באזורנו מהווה עילה להחמרה"" (ר' פסקה 35 לגזר הדין והפסיקה המצוינת שם).",דיון והכרעה:,דיון והכרעה
SH-16-11-7544-55,21 חודשים מאסר בפועל שימנו מיום מעצרו 27.10.16.,"סוף דבר מכל המקובץ לעיל, הנני לגזור על הנאשם את העונשים הבאים: ",דיון והכרעה
SH-16-11-7544-55,6 חודשים מאסר על תנאי למשך 3 שנים מיום שחרורו שלא יעבור עבירות בנשק מסוג עוון.,"סוף דבר מכל המקובץ לעיל, הנני לגזור על הנאשם את העונשים הבאים: ",דיון והכרעה
SH-16-11-7544-55,12 חודשים מאסר על תנאי למשך 3 שנים מיום שחרורו שלא יעבור עבירות בנשק מסוג פשע.,"סוף דבר מכל המקובץ לעיל, הנני לגזור על הנאשם את העונשים הבאים: ",דיון והכרעה
SH-16-11-7544-55,"2,500 ₪ קנס או 20 ימי מאסר תמורתו. הקנס ישולם עד ליום 01.01.18.","סוף דבר מכל המקובץ לעיל, הנני לגזור על הנאשם את העונשים הבאים: ",דיון והכרעה
SH-16-11-7544-55,"ניתן צו כללי למוצגים: להשמיד, לחלט, להשיב לבעלים לפי שיקול דעת היחידה החוקרת.","סוף דבר מכל המקובץ לעיל, הנני לגזור על הנאשם את העונשים הבאים: ",דיון והכרעה
